Band Number,Recapture Date,Recapture Site,Species,Recaptured Sex,Recapture Age,Recapture Year,Recapture 1,Comments
4100-59436,6/20/2012,CC3,BTLH,F,AHY,2012,3.8,band to left leg
9100-23234,6/20/2012,CC3,BTLH,M,AHY,2012,3.18,
4100-59748,6/22/2012,MCGC,BTLH,F,AHY,2012,"E6, 3.6",
9100-23373,6/22/2012,MCGC,BTLH,F,AHY,2012,4.6,
9100-23264,6/22/2012,MCGC,BTLH,F,AHY,2012,3.9,
9100-23227,6/22/2012,MCGC,BTLH,M,AHY,2012,3.1,
9100-23016,6/22/2012,MCGC,BTLH,M,AHY,2012,3.2,
4100-59624,6/22/2012,MCGC,BTLH,F,AHY,2012,3.4,
9100-23228,6/22/2012,MCGC,BTLH,M,AHY,2012,3.2,
4100-08590,6/22/2012,MCGC,BTLH,F,AHY,2012,3.3,
9100-23266,6/22/2012,MCGC,BTLH,F,AHY,2012,3.4,
9100-23365,6/22/2012,MCGC,BTLH,F,AHY,2012,3.4,
4100-59200,6/22/2012,MCGC,BTLH,F,AHY,2012,3.34,
4100-08996,6/22/2012,MCGC,BTLH,F,AHY,2012,3.06,
4100-59679,6/22/2012,MCGC,BTLH,F,AHY,2012,3.44,
9100-23113,6/22/2012,MCGC,BTLH,F,AHY,2012,3.34,
9100-23026,6/22/2012,MCGC,BTLH,M,AHY,2012,3.06,
9100-23363,6/22/2012,MCGC,BTLH,F,AHY,2012,3.44,
9100-22960,6/22/2012,MCGC,BTLH,F,AHY,2012,3.16,
9100-23218,6/22/2012,MCGC,BTLH,M,AHY,2012,3.36,
9100-23280,6/22/2012,MCGC,BTLH,F,AHY,2012,3.51,
4100-59532,6/22/2012,MCGC,BTLH,F,AHY,2012,3.56,
9100-23066,6/22/2012,MCGC,BTLH,M,AHY,2012,4.59,
4100-58684,6/22/2012,MCGC,BTLH,F,AHY,2012,"E9+, 3.58",
9100-23386,6/22/2012,MCGC,BTLH,F,AHY,2012,3.58,
9100-23232,6/22/2012,MCGC,BTLH,M,AHY,2012,3.11,
9100-23390,6/22/2012,MCGC,BTLH,F,AHY,2012,3.25,
3100-42850,6/26/2012,MCGC,BTLH,F,AHY,2012,3.6,
4100-59370,6/26/2012,MCGC,BTLH,F,AHY,2012,3.9,
4100-59460,6/26/2012,MCGC,BTLH,F,AHY,2012,3.4,
3100-41878,6/26/2012,MCGC,BTLH,F,AHY,2012,3.8,
9100-23371,6/26/2012,MCGC,BTLH,F,AHY,2012,3.56,
9100-22915,6/26/2012,MCGC,BTLH,F,AHY,2012,3.5,
9100-23453,6/26/2012,MCGC,BTLH,F,AHY,2012,3.9,
9100-23210,6/26/2012,MCGC,BTLH,M,AHY,2012,3.5,
9100-23109,6/26/2012,MCGC,BTLH,F,AHY,2012,3.7,
9100-23121,6/26/2012,MCGC,BTLH,F,AHY,2012,3.2,
9100-23170,6/26/2012,MCGC,BTLH,F,AHY,2012,3.2,
9100-23295,6/26/2012,MCGC,BTLH,M,AHY,2012,3.6,
9100-23448,6/26/2012,MCGC,BTLH,F,AHY,2012,3.2,
9100-23233,6/26/2012,MCGC,BTLH,M,AHY,2012,3.3,
9100-22984,6/26/2012,MCGC,BTLH,F,AHY,2012,3.7,
9100-23526,6/26/2012,MCGC,BTLH,F,AHY,2012,"E8, 4.2",
3100-42511,6/26/2012,MCGC,BTLH,F,AHY,2012,4,
9100-23284,6/26/2012,MCGC,BTLH,F,AHY,2012,3.5,
4100-59351,6/26/2012,MCGC,BTLH,F,AHY,2012,3.2,
9000-91054,6/26/2012,MCGC,BTLH,F,AHY,2012,"E6-, 3.7",E6-; band to left leg
9100-23526,7/3/2012,MCGC,BTLH,F,AHY,2012,3.6,
9100-23371,7/3/2012,MCGC,BTLH,F,AHY,2012,3.3,
9100-22984,7/3/2012,MCGC,BTLH,F,AHY,2012,3.6,
9100-23120,7/3/2012,MCGC,BTLH,F,AHY,2012,3.5,
9100-23283,7/3/2012,MCGC,BTLH,F,AHY,2012,3.4,
9100-23113,7/3/2012,MCGC,BTLH,F,AHY,2012,3.4,
9100-23517,7/3/2012,MCGC,BTLH,M,AHY,2012,3.3,
4100-59370,7/3/2012,MCGC,BTLH,F,AHY,2012,3.5,
9100-22963,7/3/2012,MCGC,BTLH,F,AHY,2012,3.2,
9100-22905,7/3/2012,MCGC,BTLH,F,AHY,2012,3.2,
4100-59439,7/3/2012,MCGC,BTLH,F,AHY,2012,3.5,
4100-59030,7/3/2012,MCGC,BTLH,F,AHY,2012,3.5,
4100-59650,7/3/2012,MCGC,BTLH,F,AHY,2012,3.6,
9100-23125,7/3/2012,MCGC,BTLH,F,AHY,2012,3.15,
9100-23494,7/3/2012,MCGC,BTLH,F,AHY,2012,3.46,
9100-23447,7/3/2012,MCGC,BTLH,F,AHY,2012,3.7,
4100-59329,7/3/2012,MCGC,BTLH,F,AHY,2012,3.4,
9100-23448,7/3/2012,MCGC,BTLH,F,AHY,2012,3.3,
9100-23074,7/4/2012,MCGC,BTLH,M,AHY,2012,3.3,
4100-59370,7/4/2012,MCGC,BTLH,F,AHY,2012,3.7,
9100-23066,7/4/2012,MCGC,BTLH,M,AHY,2012,3.5,
4100-58589,7/4/2012,MCGC,BTLH,F,AHY,2012,3.8,
4100-59169,7/4/2012,MCGC,BTLH,F,AHY,2012,3.3,
9100-23450,7/4/2012,MCGC,BTLH,F,AHY,2012,3.9,
9100-23371,7/4/2012,MCGC,BTLH,F,AHY,2012,3.5,
4100-08127,7/4/2012,MCGC,BTLH,F,AHY,2012,3.9,
9100-23228,7/4/2012,MCGC,BTLH,M,AHY,2012,3.2,
9100-23526,7/4/2012,MCGC,BTLH,F,AHY,2012,3.3,
4100-59699,7/4/2012,MCGC,BTLH,F,AHY,2012,3.9,
4100-59908,7/4/2012,MCGC,BTLH,F,AHY,2012,3.5,
9100-23282,7/4/2012,MCGC,BTLH,F,AHY,2012,3.6,
9100-23115,7/4/2012,MCGC,BTLH,F,AHY,2012,3.8,
9100-23385,7/5/2012,MCGC,BTLH,F,AHY,2012,3.54,
9100-23370,7/5/2012,MCGC,BTLH,F,AHY,2012,3.44,
4100-59303,7/5/2012,MCGC,BTLH,F,AHY,2012,3.53,
9100-23328,7/5/2012,MCGC,BTLH,M,AHY,2012,3.4,
9100-23026,7/5/2012,MCGC,BTLH,M,AHY,2012,3.04,
9100-23388,7/5/2012,MCGC,BTLH,F,AHY,2012,3.36,
9100-23289,7/5/2012,MCGC,BTLH,F,AHY,2012,3.3,
9100-23228,7/5/2012,MCGC,BTLH,M,AHY,2012,3.3,
9100-23120,7/5/2012,MCGC,BTLH,F,AHY,2012,3.3,
9100-23537,7/5/2012,MCGC,BTLH,F,AHY,2012,3.3,
4100-59439,7/5/2012,MCGC,BTLH,F,AHY,2012,3.5,
4100-59067,7/5/2012,MCGC,BTLH,M,AHY,2012,3.13,
9100-23453,7/5/2012,MCGC,BTLH,F,AHY,2012,3.37,
9100-23386,7/5/2012,MCGC,BTLH,F,AHY,2012,3.17,
9100-23125,7/5/2012,MCGC,BTLH,F,AHY,2012,3.25,
9100-23535,7/5/2012,MCGC,BTLH,F,AHY,2012,2.95,
9100-23223,7/5/2012,MCGC,BTLH,M,AHY,2012,3.37,
9100-23283,7/5/2012,MCGC,BTLH,F,AHY,2012,3.48,
4100-08127,7/5/2012,MCGC,BTLH,F,AHY,2012,3.52,
9100-23124,7/5/2012,MCGC,BTLH,F,AHY,2012,3.32,
4100-59165,7/5/2012,MCGC,BTLH,F,AHY,2012,3.08,
9100-23018,7/5/2012,MCGC,BTLH,F,AHY,2012,3.31,
9100-23173,7/5/2012,MCGC,BTLH,M,AHY,2012,3.19,
9100-23542,7/5/2012,MCGC,BTLH,M,AHY,2012,3.8,
9100-23232,7/5/2012,MCGC,BTLH,F,AHY,2012,3.08,
4100-59347,7/5/2012,MCGC,BTLH,M,AHY,2012,"E8, 4",
4100-59327,7/5/2012,MCGC,BTLH,F,AHY,2012,3.79,
9100-22891,7/5/2012,MCGC,BTLH,M,AHY,2012,3.49,
3100-41981,7/5/2012,MCGC,BTLH,F,AHY,2012,3.8,"band removed, spider web injury"
9100-23395,7/5/2012,MCGC,BTLH,F,AHY,2012,,6.2 mm band
4100-59524,7/7/2012,MCGC,BTLH,F,AHY,2012,3.5,
9100-22963,7/7/2012,MCGC,BTLH,F,AHY,2012,3.4,
9100-23124,7/7/2012,MCGC,BTLH,F,AHY,2012,3,
9100-23234,7/7/2012,MCGC,BTLH,M,AHY,2012,3.3,
4100-59067,7/7/2012,MCGC,BTLH,M,AHY,2012,3,
9100-23395,7/7/2012,MCGC,BTLH,F,AHY,2012,3.4,
4100-59607,7/7/2012,MCGC,BTLH,F,AHY,2012,3.5,
4100-58634,7/7/2012,MCGC,BTLH,F,AHY,2012,3.5,
9100-23554,7/7/2012,MCGC,BTLH,F,AHY,2012,3.2,
4100-59270,7/7/2012,MCGC,BTLH,M,AHY,2012,3.3,
9100-23532,7/7/2012,MCGC,BTLH,F,AHY,2012,3.5,
9100-23266,7/7/2012,MCGC,BTLH,F,AHY,2012,3.6,
9100-23494,7/7/2012,MCGC,BTLH,F,AHY,2012,3.2,
4100-08993,7/7/2012,MCGC,BTLH,F,AHY,2012,3.8,
4100-59304,7/7/2012,MCGC,BTLH,F,AHY,2012,3.4,
4100-59813,7/7/2012,MCGC,BTLH,F,AHY,2012,3.5,
9100-23547,7/7/2012,MCGC,BTLH,F,AHY,2012,"fat, 4.4",fat
9100-23515,7/11/2012,MCGC,BTLH,M,AHY,2012,3.1,
9100-23371,7/11/2012,MCGC,BTLH,F,AHY,2012,3.1,
9100-23020,7/11/2012,MCGC,BTLH,M,AHY,2012,3.28,
9100-23395,7/11/2012,MCGC,BTLH,F,AHY,2012,3.06,
9100-23366,7/11/2012,MCGC,BTLH,F,AHY,2012,3.9,
9100-23448,7/11/2012,MCGC,BTLH,F,AHY,2012,3.36,
4100-59205,7/11/2012,MCGC,BTLH,M,AHY,2012,3.25,
9100-23452,7/11/2012,MCGC,BTLH,F,AHY,2012,"E7, 4.1",
9100-23233,7/11/2012,MCGC,BTLH,M,AHY,2012,3.6,
4100-08127,7/11/2012,MCGC,BTLH,F,AHY,2012,3.6,
9100-59238,7/11/2012,MCGC,BTLH,M,AHY,2012,3.16,
4100-59067,7/11/2012,MCGC,BTLH,M,AHY,2012,3.2,
9100-23447,7/11/2012,MCGC,BTLH,F,AHY,2012,3.66,
9100-23387,7/11/2012,MCGC,BTLH,F,AHY,2012,3.56,
9100-23552,7/11/2012,MCGC,BTLH,F,AHY,2012,3.32,
9100-23394,7/11/2012,MCGC,BTLH,F,AHY,2012,3.48,
9100-23368,7/11/2012,MCGC,BTLH,F,AHY,2012,3.65,
4100-59207,7/11/2012,MCGC,BTLH,M,AHY,2012,3.3,
9100-23348,7/11/2012,MCGC,BTLH,M,HY,2012,3.1,
9100-23113,7/11/2012,MCGC,BTLH,F,AHY,2012,3.39,
4100-59682,7/11/2012,MCGC,BTLH,F,AHY,2012,3.69,
9100-23532,7/11/2012,MCGC,BTLH,F,AHY,2012,3.59,
4100-59684,7/11/2012,MCGC,BTLH,F,AHY,2012,3.5,
9100-23288,7/11/2012,MCGC,BTLH,F,AHY,2012,3.44,
9100-23542,7/11/2012,MCGC,BTLH,F,AHY,2012,3.45,
3100-42307,7/11/2012,MCGC,BTLH,F,AHY,2012,3.17,
4100-59347,7/11/2012,MCGC,BTLH,F,AHY,2012,3.6,
9100-23390,7/11/2012,MCGC,BTLH,F,AHY,2012,3.3,
9100-23289,7/11/2012,MCGC,BTLH,F,AHY,2012,3.3,
9100-23385,7/11/2012,MCGC,BTLH,F,AHY,2012,3.5,
9100-22805,7/11/2012,MCGC,BTLH,M,AHY,2012,3.1,
9100-23518,7/11/2012,MCGC,BTLH,M,AHY,2012,3.5,
9100-23453,7/11/2012,MCGC,BTLH,F,AHY,2012,3.7,
9100-23515,7/11/2012,MCGC,BTLH,M,AHY,2012,3.1,
9100-23547,7/11/2012,MCGC,BTLH,F,AHY,2012,3.4,
3100-42366,7/11/2012,MCGC,BTLH,F,AHY,2012,3.6,spider web; move band to left leg
4100-59309,7/11/2012,MCGC,BTLH,F,AHY,2012,"E9, 4.19",
4100-59574,7/11/2012,MCGC,BTLH,F,AHY,2012,3.59,
9100-23387,7/11/2012,MCGC,BTLH,F,AHY,2012,3.66,
9100-23229,7/11/2012,MCGC,BTLH,M,AHY,2012,3.49,
4100-59650,7/11/2012,MCGC,BTLH,F,AHY,2012,3.78,
4100-58572,7/11/2012,MCGC,BTLH,F,AHY,2012,3.79,
4100-58634,7/11/2012,MCGC,BTLH,F,AHY,2012,3.35,
4100-59586,7/11/2012,MCGC,BTLH,F,AHY,2012,3.87,
4100-58909,7/11/2012,MCGC,CAHU,M,AHY,2012,,
9100-23448,7/11/2012,MCGC,BTLH,F,AHY,2012,3.16,
4100-59203,7/11/2012,MCGC,BTLH,M,AHY,2012,3.47,
9100-23167,7/11/2012,MCGC,BTLH,M,AHY,2012,3.25,
3100-41878,7/11/2012,MCGC,BTLH,F,AHY,2012,"fat, 3.9",
9100-23638,7/11/2012,MCGC,BTLH,F,AHY,2012,3.4,
9100-23632,7/11/2012,MCGC,BTLH,F,AHY,2012,4.24,
4100-59370,7/11/2012,MCGC,BTLH,F,AHY,2012,"E9+, 4.13",
4100-08952,7/11/2012,MCGC,BTLH,F,AHY,2012,3.5,
4100-59171,7/11/2012,MCGC,BTLH,F,AHY,2012,3.4,
9100-23385,7/11/2012,MCGC,BTLH,F,AHY,2012,3.6,
4100-08996,7/11/2012,MCGC,BTLH,F,AHY,2012,3.3,
4100-59347,7/11/2012,MCGC,BTLH,F,AHY,2012,,
9100-23221,7/11/2012,MCGC,BTLH,M,AHY,2012,3.2,
9100-23348,7/11/2012,MCGC,BTLH,M,HY,2012,3.6,
9100-23637,7/11/2012,MCGC,BTLH,F,AHY,2012,3.9,
9100-23370,7/11/2012,MCGC,BTLH,F,AHY,2012,3.6,
9100-23550,7/11/2012,MCGC,BTLH,F,AHY,2012,3.9,
9100-23665,7/11/2012,MCGC,BTLH,F,AHY,2012,3.9,
9000-91054,7/11/2012,MCGC,BTLH,F,AHY,2012,3.7,
9100-23168,7/11/2012,MCGC,BTLH,M,AHY,2012,3.7,
9100-23107,7/12/2012,MCGC,BTLH,F,AHY,2012,3.66,
4100-59670,7/12/2012,MCGC,BTLH,F,AHY,2012,3.55,
9100-23530,7/12/2012,MCGC,BTLH,F,AHY,2012,3.52,
9100-23124,7/12/2012,MCGC,BTLH,F,AHY,2012,3.17,
4100-59799,7/12/2012,MCGC,BTLH,M,AHY,2012,3.17,
9100-23113,7/12/2012,MCGC,BTLH,F,AHY,2012,3.69,
9100-23168,7/12/2012,MCGC,BTLH,M,AHY,2012,3.25,
9100-23527,7/12/2012,MCGC,BTLH,F,AHY,2012,3.47,
9100-23653,7/12/2012,MCGC,BTLH,F,AHY,2012,3.62,
4100-08590,7/12/2012,MCGC,BTLH,F,AHY,2012,"E9+, 4.2",
9100-23617,7/12/2012,MCGC,BTLH,M,HY,2012,3.87,
9100-23066,7/12/2012,MCGC,BTLH,M,AHY,2012,3.4,
4100-59326,7/12/2012,MCGC,BTLH,F,AHY,2012,,replaced 6.0 mm with 6.2 mm band 9100-23579
9100-23521,7/12/2012,MCGC,BTLH,M,AHY,2012,3.1,
9100-23653,7/12/2012,MCGC,BTLH,F,AHY,2012,3.7,
9100-23266,7/12/2012,MCGC,BTLH,F,AHY,2012,,
9100-23452,7/12/2012,MCGC,BTLH,F,AHY,2012,3.7,
9000-91954,7/12/2012,MCGC,BTLH,F,AHY,2012,3.9,
4100-59260,7/14/2012,MCGC,BTLH,M,AHY,2012,3.17,
9100-23654,7/14/2012,MCGC,BTLH,F,AHY,2012,3.21,
9100-23221,7/14/2012,MCGC,BTLH,F,AHY,2012,3.03,
9100-23070,7/14/2012,MCGC,BTLH,M,AHY,2012,3.3,
9100-22837,7/14/2012,MCGC,BTLH,M,AHY,2012,3.3,
9100-23635,7/14/2012,MCGC,BTLH,F,AHY,2012,3.3,
9100-23066,7/14/2012,MCGC,BTLH,M,AHY,2012,3.4,
9100-23494,7/14/2012,MCGC,BTLH,F,AHY,2012,3.4,
9100-23348,7/14/2012,MCGC,BTLH,M,HY,2012,3.5,
9100-23389,7/14/2012,MCGC,BTLH,F,AHY,2012,3.3,
9100-23286,7/14/2012,MCGC,BTLH,F,AHY,2012,3.5,
9100-23549,7/14/2012,MCGC,BTLH,F,AHY,2012,3.3,
4100-59975,7/14/2012,MCGC,BTLH,F,AHY,2012,4,
9100-23313,7/14/2012,MCGC,BTLH,M,AHY,2012,3.2,
9100-23167,7/14/2012,MCGC,BTLH,M,AHY,2012,3.2,
3100-42643,7/14/2012,MCGC,BTLH,F,AHY,2012,3.73,
9100-23636,7/14/2012,MCGC,BTLH,F,AHY,2012,3.69,
9100-23597,7/14/2012,MCGC,RUHU,M,AHY,2012, ,again
9100-23526,7/14/2012,MCGC,BTLH,F,AHY,2012,3.7,
9000-91054,7/14/2012,MCGC,BTLH,F,AHY,2012,3.35,
9100-23221,7/14/2012,MCGC,BTLH,M,AHY,2012,3.06,
9100-23654,7/14/2012,MCGC,BTLH,F,AHY,2012,3.23,
9100-23107,7/14/2012,MCGC,BTLH,F,AHY,2012,3.36,
9100-23593,7/14/2012,MCGC,RUHU,M,AHY,2012,4.3,
9100-23120,7/14/2012,MCGC,BTLH,F,AHY,2012,3.48,
9100-23670,7/14/2012,MCGC,BTLH,F,AHY,2012,3.27,
9100-23667,7/14/2012,MCGC,BTLH,F,AHY,2012,3.48,
9100-23348,7/14/2012,MCGC,BTLH,M,HY,2012,3.54,again
9100-23655,7/14/2012,MCGC,BTLH,F,AHY,2012,4.2,
9100-23637,7/14/2012,MCGC,BTLH,F,AHY,2012,3.6,
9100-23389,7/14/2012,MCGC,BTLH,F,AHY,2012,3.21,
9100-23386,7/14/2012,MCGC,BTLH,F,AHY,2012,3.45,
9100-23654,7/14/2012,MCGC,BTLH,F,AHY,2012,3.22,
9100-23459,7/14/2012,MCGC,BTLH,F,AHY,2012,3.72,
4100-08590,7/14/2012,MCGC,BTLH,F,AHY,2012,3.35,
9100-23016,7/14/2012,MCGC,BTLH,M,AHY,2012,3.33,
9100-23113,7/14/2012,MCGC,BTLH,F,AHY,2012,3.2,
9100-23385,7/14/2012,MCGC,BTLH,F,AHY,2012,3.21,
9100-23372,7/18/2012,MCGC,BTLH,F,AHY,2012,3.62,
9100-23395,7/18/2012,MCGC,BTLH,F,AHY,2012,3.19,
9100-23665,7/18/2012,MCGC,BTLH,F,AHY,2012,3.41,
4100-59370,7/18/2012,MCGC,BTLH,F,AHY,2012,3.53,
9100-23026,7/18/2012,MCGC,BTLH,M,AHY,2012,3.02,
9100-23670,7/18/2012,MCGC,BTLH,F,AHY,2012,3.02,
9100-23767,7/18/2012,MCGC,BTLH,F,AHY,2012,"E9, 3.8",
9100-23322,7/18/2012,MCGC,BTLH,M,AHY,2012,3.09,
9100-23328,7/18/2012,MCGC,BTLH,M,AHY,2012,3.44,
9100-23125,7/18/2012,MCGC,BTLH,F,AHY,2012,3.02,
9100-23291,7/18/2012,MCGC,BTLH,F,AHY,2012,3.34,
9100-23018,7/18/2012,MCGC,BTLH,M,AHY,2012,3.29,
4100-08127,7/18/2012,MCGC,BTLH,F,AHY,2012,3.37,
9100-23227,7/18/2012,MCGC,BTLH,M,AHY,2012,3.09,
4100-08321,7/18/2012,MCGC,BTLH,F,AHY,2012,3.3,
9100-22920,7/18/2012,MCGC,BTLH,F,AHY,2012,3.8,
9100-23362,7/18/2012,MCGC,BTLH,F,AHY,2012,3.7,
9100-23390,7/18/2012,MCGC,BTLH,F,AHY,2012,3.2,
4100-58583,7/18/2012,MCGC,BTLH,F,AHY,2012,,"pine pitch, band to L. leg"
9100-23348,7/18/2012,MCGC,BTLH,M,HY,2012,4,
9100-23107,7/18/2012,MCGC,BTLH,F,AHY,2012,3.4,
9100-23113,7/18/2012,MCGC,BTLH,F,AHY,2012,3.5,
9100-23712,7/18/2012,MCGC,BTLH,F,AHY,2012,3.6,
9100-23617,7/18/2012,MCGC,BTLH,M,HY,2012,3.8,
9100-23066,7/18/2012,MCGC,BTLH,M,AHY,2012,3.5,
9100-23115,7/21/2012,MCGC,BTLH,F,AHY,2012,4,
9100-23368,7/21/2012,MCGC,BTLH,F,AHY,2012,3.9,
9100-23579,7/18/2012,MCGC,BTLH,F,AHY,2012,3.6,
9100-23778,7/21/2012,MCGC,BTLH,F,AHY,2012,3.5,
9100-23386,7/21/2012,MCGC,BTLH,F,AHY,2012,3.6,
4100-59527,7/21/2012,MCGC,BTLH,F,AHY,2012,3.9,
4100-08127,7/21/2012,MCGC,BTLH,F,AHY,2012,3.5,
9100-23662,7/21/2012,MCGC,BTLH,F,AHY,2012,3.8,
9100-23668,7/21/2012,MCGC,BTLH,F,AHY,2012,"fat, 3.7",fat
9100-23120,7/21/2012,MCGC,BTLH,F,AHY,2012,4.22,
9100-23530,7/22/2012,MCGC,BTLH,F,AHY,2012,3.24,
9100-23778,7/22/2012,MCGC,BTLH,F,AHY,2012,3.35,
9100-23439,7/22/2012,MCGC,BTLH,F,AHY,2012,3.26,
9100-23447,7/22/2012,MCGC,BTLH,F,AHY,2012,3.51,
9100-23851,7/22/2012,MCGC,RUHU,M,AHY,2012,3.56,
9100-23007,7/22/2012,MCGC,BTLH,M,AHY,2012,3.6,
9100-23712,7/22/2012,MCGC,BTLH,F,AHY,2012,3.9,
9100-23542,7/22/2012,MCGC,BTLH,F,AHY,2012,3.6,
4100-08127,7/22/2012,MCGC,BTLH,F,AHY,2012,3.49,
9100-23222,7/22/2012,MCGC,BTLH,M,AHY,2012,3.12,
4100-59447,7/22/2012,MCGC,BTLH,F,AHY,2012,,band to l. leg
9100-23670,7/22/2012,MCGC,BTLH,F,AHY,2012,3.88,
9100-23893,7/22/2012,MCGC,CAHU,M,AHY,2012,3,
9100-23880,7/22/2012,MCGC,BTLH,F,AHY,2012,3.58,
9100-23532,7/22/2012,MCGC,BTLH,F,AHY,2012,3.5,
4100-08590,7/22/2012,MCGC,BTLH,F,AHY,2012,3.4,
9100-23752,7/22/2012,MCGC,BTLH,F,AHY,2012,3.6,
9100-22910,7/23/2012,MCGC,BTLH,F,AHY,2012,4,
9100-23652,7/23/2012,MCGC,BTLH,F,AHY,2012,3.69,
9100-23636,7/23/2012,MCGC,BTLH,F,AHY,2012,3.63,
9100-23348,7/24/2012,MCGC,BTLH,M,HY,2012,3.8,
9100-23457,7/24/2012,MCGC,BTLH,F,AHY,2012,3.7,
9100-23666,7/24/2012,MCGC,BTLH,F,AHY,2012,3.6,
9100-23771,7/24/2012,MCGC,BTLH,F,AHY,2012,3.8,
4100-08998,7/24/2012,MCGC,BTLH,F,AHY,2012,3.5,
9100-23532,7/24/2012,MCGC,BTLH,F,AHY,2012,3.6,
9100-23902,7/24/2012,MCGC,BTLH,F,HY,2012,3.4,
9100-23879,7/24/2012,MCGC,BTLH,F,AHY,2012,3.2,
9100-23633,7/24/2012,MCGC,BTLH,F,AHY,2012,3.2,
9100-23653,7/24/2012,MCGC,BTLH,F,AHY,2012,3.7,
9100-23554,7/24/2012,MCGC,BTLH,F,AHY,2012,3.2,
4100-59165,7/24/2012,MCGC,BTLH,F,AHY,2012,3.4,
4100-08351,7/26/2012,CC3,BTLH,F,AHY,2012,3.42,
9100-23876,7/26/2012,CC3,BTLH,F,AHY,2012,"fat, 4.46",fat
9000-90869,7/26/2012,MCGC,BTLH,F,AHY,2012,3.5,
4100-08449,7/26/2012,MCGC,BTLH,F,AHY,2012,4.2,
4100-58585,7/26/2012,MCGC,BTLH,F,AHY,2012,3.55,
4100-08367,7/26/2012,MCGC,BTLH,F,AHY,2012,3.6,
9100-23447,7/26/2012,MCGC,BTLH,F,AHY,2012,3.61,
4100-58648,7/26/2012,MCGC,BTLH,F,AHY,2012,3.58,
4100-59452,7/26/2012,MCGC,BTLH,F,AHY,2012,3.97,
9100-23107,7/26/2012,MCGC,BTLH,F,AHY,2012,3.6,
4100-59576,7/26/2012,MCGC,BTLH,F,AHY,2012,3.84,
9100-23363,7/26/2012,MCGC,BTLH,F,AHY,2012,3.67,
9100-23527,7/26/2012,MCGC,BTLH,F,AHY,2012,4.12,
9100-23918,7/26/2012,MCGC,BTLH,F,AHY,2012,3.8,
9100-23983,7/26/2012,MCGC,BTLH,F,HY,2012,3.57,
3100-42078,7/26/2012,MCGC,BTLH,F,AHY,2012,3.71,
9100-23655,7/26/2012,MCGC,BTLH,F,AHY,2012,3.92,
9100-23553,7/26/2012,MCGC,BTLH,F,AHY,2012,3.83,
9100-23541,7/26/2012,MCGC,BTLH,F,AHY,2012,3.59,
9100-23515,7/26/2012,MCGC,BTLH,F,AHY,2012,3.8,
9000-91054,7/26/2012,MCGC,BTLH,F,AHY,2012,3.9,
4100-59165,7/26/2012,MCGC,BTLH,F,AHY,2012,4.1,
9100-23775,7/26/2012,MCGC,BTLH,F,AHY,2012,3.9,
9100-23668,7/26/2012,MCGC,BTLH,F,AHY,2012,3.8,
4100-59527,7/26/2012,MCGC,BTLH,F,AHY,2012,3.8,
4100-59347,7/26/2012,MCGC,BTLH,F,AHY,2012,3.8,
9100-23109,7/26/2012,MCGC,BTLH,F,AHY,2012,4.01,
9100-23985,7/28/2012,MCGC,BTLH,F,AHY,2012,3.5,
9100-23447,7/28/2012,MCGC,BTLH,F,AHY,2012,3.3,
4100-08998,7/28/2012,MCGC,BTLH,F,AHY,2012,3.9,
3100-42366,7/28/2012,MCGC,BTLH,F,AHY,2012,3.7,
4100-59576,7/28/2012,MCGC,BTLH,F,AHY,2012,3.37,
4100-08113,7/28/2012,MCGC,BTLH,F,AHY,2012,3.32,
9100-23774,7/28/2012,MCGC,BTLH,F,AHY,2012,3.4,
9100-22964,7/28/2012,MCGC,BTLH,F,AHY,2012,4.1,
4100-59527,7/28/2012,MCGC,BTLH,F,AHY,2012,3.7,
4100-59309,7/28/2012,MCGC,BTLH,F,AHY,2012,3.8,
9100-22920,7/28/2012,MCGC,BTLH,F,AHY,2012,3.7,
4100-59370,7/28/2012,MCGC,BTLH,F,AHY,2012,3.87,
9100-23778,7/28/2012,MCGC,BTLH,F,AHY,2012,4.3,
9100-23535,7/28/2012,MCGC,BTLH,F,AHY,2012,5.05,
9100-23366,7/28/2012,MCGC,BTLH,F,AHY,2012,3.8,
4100-59524,7/28/2012,MCGC,BTLH,F,AHY,2012,3.18,
9100-23670,7/28/2012,MCGC,BTLH,F,AHY,2012,3.6,
4100-08449,7/28/2012,MCGC,BTLH,F,AHY,2012,3.95,
9100-23778,7/28/2012,MCGC,BTLH,F,AHY,2012, ,again
9100-23712,7/28/2012,MCGC,BTLH,F,AHY,2012,3.61,
9100-24023,7/28/2012,MCGC,BTLH,F,AHY,2012,3.9,again
4100-59624,7/28/2012,MCGC,BTLH,F,AHY,2012,4,
9100-23494,7/28/2012,MCGC,BTLH,F,AHY,2012,3.3,
9100-23120,7/28/2012,MCGC,BTLH,F,AHY,2012,3.7,
9000-90886,7/28/2012,MCGC,BTLH,F,AHY,2012,3.7,
4100-59650,7/28/2012,MCGC,BTLH,F,AHY,2012,3.3,
9100-23287,7/28/2012,MCGC,BTLH,F,AHY,2012,3.5,
9100-23386,7/28/2012,MCGC,BTLH,F,AHY,2012,3.5,
9100-23956,7/28/2012,MCGC,RUHU,M,AHY,2012, ,again
4100-59559,7/28/2012,MCGC,BTLH,F,AHY,2012,3.8,
9100-24023,7/28/2012,MCGC,BTLH,F,AHY,2012, ,again
9100-23018,7/28/2012,MCGC,BTLH,M,HY,2012,3.6,
