Band Number,Date,Time,Site,Bander,Species,Sex,Age,Mass,Wing Chord,Culmen,r1 Length,r5 Width,r1-5 Wear,Gorget,Throat,Grooves,Comments,
9000-39555,07/08/2007,17:15,MP1,TBE,BTLH,F,AHY,4.4,50.5,19.0,31.0,6.0,L,,H,,E8,
9000-39556,07/08/2007,18:25,MP1,FCE,BTLH,F,AHY,3.2,50.7,18.0,29.0,5.8,H,,H,,"E6, r4,5L, r3R HTW, skeleton r1",
9000-39557,07/08/2007,18:25,MP1,FCE,BTLH,F,AHY,3.6,51.3,17.9,30.8,5.5,N,,M,,,
9000-39558,07/08/2007,18:25,MP1,FCE,BTLH,F,AHY,3.4,51.7,19.9,32.0,5.3,,,H,,,
9000-39559,07/09/2007,7:23,MCGC,FCE,BTLH,F,AHY,3.5,50.2,19.0,29.5,4.8,N,,M-H,,,
9000-39560,07/09/2007,7:23,MCGC,FCE,BTLH,F,AHY,3.9,50.4,19.2,29.9,5.0,N,,L,,,
9000-39561,07/09/2007,7:23,MCGC,TBE,BTLH,F,AHY,3.3,49.2,18.2,29.0,5.0,N,,L,,"c.p., new r1s",
9000-39562,07/09/2007,7:23,MCGC,FCE,BTLH,F,AHY,3.8,51.2,18.6,31.2,5.5,N,,M,,,
9000-39563,07/09/2007,7:45,MCGC,FCE,BTLH,F,AHY,4.1,48.6,18.0,28.6,5.2,N,,L,,E8,
9000-39564,07/09/2007,7:45,MCGC,TBE,BTLH,F,AHY,3.5,51.2,18.5,30.0,5.5,N,,L,,c.p.,
9000-39565,07/09/2007,7:45,MCGC,FCE,BTLH,F,AHY,3.6,51.4,19.6,29.8,5.2,M-H,,M,,"r3-5 M-HTW, r1 MTW",
9000-39566,07/09/2007,8:16,MCGC,FCE,BTLH,F,AHY,3.9,49.6,18.2,30.9,5.0,L,,M,,r2s LTW,
9000-39567,07/09/2007,8:30,MCGC,FCE,BTLH,F,AHY,3.4,51.0,18.0,30.2,5.3,L,,H,,r3-5 LTW,
9000-39568,07/09/2007,8:30,MCGC,FCE,BTLH,F,AHY,3.8,50.1,19.0,31.2,5.8,M,4c,L-M,,r3-6 MTW,
9000-39569,07/09/2007,8:50,MCGC,FCE,BTLH,F,AHY,3.5,49.4,18.4,30.6,5.5,L,1 v sm,H,,r3-5 except r5L LTW,
9000-39570,07/09/2007,17:00,HPK1,TBE,BTLH,F,AHY,3.6,50.9,18.2,32.5,5.5,L,,H,,E8,
9000-39571,07/09/2007,17:00,HPK1,TBE,BTLH,F,AHY,3.7,48.9,17.3,31.0,6.0,VH,6c,H,,"c.p., r3,4 VHTW",
9000-39572,07/09/2007,17:29,HPK1,TBE,BTLH,F,AHY,3.8,49.3,19.0,30.0,6.0,L,,H,,"old r1s, y-or pollen on bill",
9000-39573,07/09/2007,17:45,HPK1,TBE,BTLH,F,AHY,3.3,49.1,18.1,32.0,5.5,N,2 v sm,L,,c.p.,
9000-39574,07/09/2007,17:35,HPK1,TBE,BTLH,F,AHY,3.9,48.8,19.1,31.0,6.0,N,,L,,,
9000-39575,07/10/2007,7:15,MCGC,FCE,BTLH,F,AHY,3.7,49.3,18.0,29.8,5.0,N,,L,,"E6, old r1s and tail coverts",
9000-39576,07/10/2007,7:15,MCGC,FCE,BTLH,F,AHY,3.8,49.7,19.2,30.5,5.0,N,,M,,,
9000-39577,07/10/2007,8:55,MCGC,FCE,BTLH,F,AHY,3.6,49.0,19.7,28.5,5.5,N,,L,,,
9000-39578,07/10/2007,8:55,MCGC,FCE,BTLH,F,AHY,4.2,50.4,18.8,30.2,5.0,N,,L-M,,,
9000-39579,07/10/2007,9:50,MCGC,FCE,BTLH,F,AHY,3.4,49.5,19.1,30.0,5.3,VL,,L,,r1 black tip,
9000-39580,07/10/2007,9:50,MCGC,FCE,BTLH,F,AHY,4.2,51.5,19.0,30.5,5.1,L-M,,VL,,,
9000-39581,07/10/2007,12:22,MCGC,FCE,BTLH,F,AHY,4.0,50.8,,30.0,4.8,M,,L-M,,r4-5 MTW,
9000-39582,07/14/2007,11:12,WC1,FCE,BTLH,F,AHY,3.8,50.6,18.8,30.4,5.4,L,,M,,c.p.,
9000-39583,07/14/2007,11:35,WC1,FCE,BTLH,F,AHY,3.5,51.0,18.5,30.0,5.0,L,,M,,c.p.,
9000-39584,07/14/2007,12:59,WC1,FCE,BTLH,F,AHY,3.6,49.7,18.0,29.9,5.8,N,,M-H,,or pollen on crown,
9000-39585,07/14/2007,17:30,MCGC,TBE,BTLH,F,AHY,3.6,49.9,18.2,29.5,5.5,N,6 v sm,M,,,
9000-39586,07/14/2007,18:49,MCGC,FCE,BTLH,F,AHY,3.6,48.9,18.5,30.6,5.0,L-M,,M-H,,"r3-5 L-MTW, spider silk on left wing",
9000-39587,07/14/2007,18:57,MCGC,FCE,BTLH,F,AHY,3.5,49.7,19.0,27.3,5.0,L-M,,L-M,,r1 MTW,
9000-39588,07/14/2007,19:25,MCGC,FCE,BTLH,F,AHY,3.7,50.2,19.0,31.5,5.2,L,,L,,,
9000-39589,07/15/2007,7:35,MCGC,FCE,BTLH,F,AHY,3.9,49.5,20.1,29.6,5.2,N,,M,,,
9000-39590,07/16/2007,11:25,GC1,FCE,BTLH,F,AHY,3.3,50.6,18.2,30.5,5.0,N,,H,,c.p.,
9000-39591,07/16/2007,14:54,HPK1,TBE,BTLH,F,AHY,3.6,49.2,18.7,30.0,6.0,N,,L,,c.p.,
9000-39592,07/16/2007,15:20,HPK1,FCE,BTLH,F,AHY,3.6,51.6,19.0,30.1,5.2,L,,H,,"c.p., old tail coverts, spider webs on feathers",
9000-39593,07/16/2007,15:42,HPK1,FCE,BTLH,F,AHY,3.9,50.7,18.2,30.2,5.0,M,,H,,c.p.,
9000-39594,07/16/2007,15:45,HPK1,FCE,BTLH,F,AHY,3.6,49.5,18.7,29.8,5.2,N,,M,,c.p.,
9000-39595,07/16/2007,15:50,HPK1,FCE,BTLH,F,AHY,3.6,50.3,19.8,30.3,5.4,N,6c,L,,"c.p., or pollen at base of bill",
9000-39596,07/16/2007,16:05,HPK1,FCE,BTLH,F,AHY,3.6,49.3,18.0,30.3,5.0,N,,M,,"c.p., spider web on wing tip",
9000-39597,07/16/2007,17:15,MP1,FCE,BTLH,F,AHY,3.6,50.7,18.4,31.0,5.2,N,1c,H,,"c.p., new rectrices",
9000-39598,07/16/2007,17:15,MP1,FCE,BTLH,F,AHY,3.7,50.1,18.8,30.2,5.1,N,,L-M,,"c.p., or pollen on crown",
9000-39599,07/16/2007,17:35,MP1,FCE,BTLH,F,AHY,3.5,48.8,18.8,30.0,5.6,L-M,,M-H,,,
9000-39600,07/16/2007,17:50,MP1,FCE,BTLH,F,AHY,3.8,50.0,19.1,31.0,5.0,N,,L,,r1 skeleton,
9000-39601,07/16/2007,15:15,HPK1,TBE,BTLH,M,AHY,3.2,48.1,18.3,29.5,5.0,N,,,,r5 white area inner web,
9000-39602,07/16/2007,16:00,HPK1,FCE,BTLH,M,AHY,3.9,51.5,18.0,30.6,5.1,N,,,,r5 white inner web at tip,
9000-39603,07/16/2007,17:12,MP1,FCE,RUHU,F,AHY,4.0,44.1,18.0,27.8,3.8,L,8c,L,,,
9000-39604,07/16/2007,17:12,MP1,FCE,BTLH,M,AHY,3.7,49.5,17.2,29.0,5.1,N,,,,r5 faint white areas inner and outer web near tip,
9000-39605,07/16/2007,17:00,MP1,FCE,BTLH,M,AHY,3.6,48.9,18.0,31.0,4.7,N,,,,"r5 white area inner web near tip, 3 rufous-type feathers at base of gorget",
9000-39606,07/16/2007,17:33,MP1,FCE,BTLH,M,AHY,3.9,50.0,17.0,30.5,5.0,,,,,or pollen on bill,
9000-39607,07/16/2007,17:50,MP1,FCE,RUHU,F,AHY,3.7,44.0,18.0,27.0,3.5,VL,14c,,,,
9000-39608,07/16/2007,18:02,MP1,TBE,RUHU,F,AHY,,43.9,,28.1,3.0,,,,,,
9000-39609,07/17/2007,7:24,MCGC,TBE,RUHU,F,AHY,3.0,42.2,17.0,27.5,3.0,,25c,H,,,
9000-39610,07/17/2007,10:50,HOLZ,FCE,BTLH,M,AHY,3.8,48.9,17.6,30.2,5.3,N,,,,,
9000-39611,07/17/2007,10:50,HOLZ,TBE,RUHU,F,AHY,4.3,43.2,17.5,27.0,3.5,M,,,,,
9000-39612,07/17/2007,11:10,HOLZ,FCE,BTLH,M,AHY,2.9,48.8,17.0,31.0,4.3,N,,,,"r5 white area in/outer web, r4 inner web white area near tip",
9000-39613,07/17/2007,11:45,HOLZ,FCE,BTLH,M,AHY,3.4,48.8,17.2,30.8,4.8,N,,,,,
9000-39614,07/18/2007,7:33,MCGC,FCE,RUHU,F,AHY,3.6,44.8,17.2,27.2,3.6,N,11c,H,,,
9000-39615,07/18/2007,8:07,MCGC,FCE,BTLH,M,AHY,3.6,48.4,16.2,29.3,4.8,N,,,,"r5 white in/outer web at tip, r4, less white",
9000-39616,07/18/2007,8:55,MCGC,FCE,RUHU,F,AHY,3.6,45.1,17.1,28.1,3.4,L,14,L,,r3s LTW,
9000-39617,07/18/2007,9:13,MCGC,FCE,RUHU,F,AHY,3.9,44.7,17.4,26.3,3.5,VL,19c,L,,"r3 tips VLTW, y pollen on bill",
9000-39618,07/18/2007,9:30,MCGC,FCE,RUHU,F,AHY,3.4,43.9,17.6,27.2,3.5,N,17c,M,,,
9000-39619,07/18/2007,10:35,MCGC,FCE,RUHU,F,AHY,3.6,44.4,17.0,27.0,3.2,VL,16c,L,,,
9000-39620,07/18/2007,18:35,MCGC,FCE,RUHU,F,AHY,3.5,42.9,18.2,26.0,3.6,M,11c,H,,"r3,4L MTW, missing one toe rt foot",
9000-39621,07/19/2007,6:32,MCGC,FCE,RUHU,F,AHY,3.6,43.8,17.8,27.0,3.0,VL,5c,H,,,
9000-39622,07/19/2007,6:45,MCGC,FCE,RUHU,F,AHY,4.0,43.5,16.9,28.0,3.4,L,8c,L,,,
9000-39623,07/19/2007,7:10,MCGC,TBE,RUHU,F,AHY,4.1,43.4,18.0,26.5,3.5,VL,11c,L,,,
9000-39624,07/19/2007,7:15,MCGC,FCE,BTLH,M,HY,3.9,47.7,17.1,29.2,5.5,N,,H,95%,"r3 3wx2.4l, pointed r2,3",
9000-39625,07/19/2007,7:20,MCGC,FCE,RUHU,F,AHY,3.6,43.7,17.0,27.2,4.0,N,14c,L,,,
9000-39626,07/19/2007,10:35,CC3,FCE,BTLH,M,AHY,3.3,49.7,17.2,30.0,4.6,N,,,,r5 white area near tip inner web,
9000-39627,07/19/2007,12:04,CC3,TBE,BTLH,M,AHY,3.6,48.4,17.5,31.0,4.5,,,,,,
9000-39628,07/19/2007,16:25,MCGC,TBE,BTLH,M,AHY,3.5,49.1,18.0,31.5,5.0,,,,,,
9000-39629,07/19/2007,16:25,MCGC,FCE,RUHU,F,AHY,3.8,43.7,18.6,27.0,3.5,L,16+c,H,,,
9000-39630,07/19/2007,16:59,MCGC,FCE,RUHU,F,AHY,3.8,44.1,17.2,28.2,3.2,N,11+c,H,,,
9000-39631,07/20/2007,6:36,MCGC,FCE,RUHU,F,AHY,3.7,45.3,18.2,27.0,3.4,N,12+c,,,y pollen on bill,
9000-39632,07/20/2007,6:45,MCGC,FCE,RUHU,F,AHY,3.7,44.1,17.9,27.0,3.5,M,14c,L,,"r3,4 MTW",
9000-39633,07/23/2007,7:13,MCGC,FCE,RUHU,F,AHY,3.8,44.1,18.0,26.0,3.6,H,13c,M-H,,"r1,3-5 HTW, 1 r1 skeleton",
9000-39634,07/23/2007,7:58,MCGC,FCE,RUHU,F,AHY,4.0,43.8,17.9,28.6,3.5,VL,1c,VL,,,
9000-39635,07/23/2007,11:30,MP1,FCE,BTLH,M,HY,3.3,50.5,17.5,31.0,5.6,,,,95%,r3 white 3.5wx3l,
9000-39636,07/23/2007,11:30,MP1,FCE,RUHU,F,AHY,3.7,44.1,17.0,27.5,3.4,L,9+sm,,,,
9000-39637,07/23/2007,12:00,MP1,FCE,BTLH,M,HY,3.3,48.6,18.0,30.8,6.0,N,1c,H,80%,r3 -4wx-l,
9000-39638,07/23/2007,12:00,MP1,FCE,BTLH,M,HY,3.6,48.6,17.4,30.0,5.3,,,,,r3 3x3,
9000-39639,07/23/2007,12:36,MP1,FCE,RUHU,F,AHY,3.5,44.6,17.9,27.0,3.8,L,20+,H,,,
9000-39640,07/23/2007,12:36,MP1,FCE,RUHU,F,AHY,4.1,44.8,18.1,28.1,4.0,L,16,H,,,
9000-39641,07/23/2007,12:36,MP1,FCE,RUHU,F,AHY,3.5,44.4,17.0,28.0,3.9,N,11+,H,,,
9000-39642,07/23/2007,13:00,MP1,TBE,BTLH,M,HY,4.0,48.8,16.0,30.5,5.5,N,,M-H,,with E39860 (AHY F) released together and flew to same tree together,
9000-39643,07/23/2007,13:00,MP1,TBE,RUHU,F,AHY,3.4,43.4,17.9,28.5,3.5,N,20,,,,
9000-39644,07/23/2007,13:00,MP1,TBE,RUHU,F,AHY,4.0,44.0,16.5,28.0,3.5,,many,,,,
9000-39645,07/23/2007,14:32,MP1,TBE,BTLH,M,HY,4.0,49.0,17.5,29.0,6.0,,,,,,
9000-39646,07/23/2007,14:42,MP1,TBE,BTLH,M,AHY,3.5,49.8,17.6,32.0,5.5,N,,,,,
9000-39647,07/23/2007,14:50,MP1,FCE,BTLH,M,HY,3.8,49.9,17.5,31.2,5.8,N,,H,,,
9000-39648,07/23/2007,17:50,HPK1,TBE,BTLH,M,AHY,4.1,49.3,17.5,31.0,4.5,N,,,,r5 white in/outer web near tip,
9000-39649,07/23/2007,18:05,HPK1,FCE,BTLH,M,HY,4.3,50.0,18.0,30.0,6.0,,,H,90%,,
9000-39650,07/23/2007,18:20,HPK1,FCE,BTLH,M,AHY,3.5,50.2,18.8,32.1,4.5,,,,,bn inner web r5 near tip,
9000-39651,07/16/2007,17:45,MP1,FCE,RUHU,M,AHY,4.2,40.6,16.2,29.0,2.2,N,,,,,
9000-39652,07/16/2007,18:12,MP1,TBE,RUHU,M,AHY,4.2,39.5,16.0,28.5,2.0,N,,,,,
9000-39653,07/17/2007,6:30,MCGC,FCE,RUHU,M,AHY,4.1,39.9,17.2,27.1,2.5,N,,,,a few gn feathers on back,
9000-39654,07/17/2007,11:25,HOLZ,FCE,RUHU,M,AHY,3.2,40.5,16.6,28.7,2.8,N,,,,,
9000-39655,07/17/2007,11:35,HOLZ,TBE,RUHU,M,AHY,3.2,40.7,17.0,27.0,2.0,N,,,,,
9000-39656,07/17/2007,11:45,HOLZ,TBE,RUHU,M,AHY,3.9,40.8,17.0,29.0,2.5,N,,,,,
9000-39657,07/17/2007,12:15,HOLZ,TBE,RUHU,M,AHY,3.7,39.5,16.5,27.0,2.0,N,,,,,
9000-39658,07/18/2007,9:13,MCGC,FCE,RUHU,M,AHY,3.4,39.0,16.2,28.8,2.5,N,,,,,
9000-39659,07/18/2007,10:13,MCGC,FCE,RUHU,M,AHY,4.1,39.5,16.6,28.0,2.5,N,,,,,
9000-39660,07/18/2007,11:39,MCGC,FCE,RUHU,M,AHY,3.7,41.8,16.3,29.0,2.5,N,,,,,
9000-39661,07/18/2007,18:55,MCGC,FCE,RUHU,M,AHY,3.8,40.9,17.1,29.1,2.5,N,,,,,
9000-39662,07/18/2007,19:05,MCGC,FCE,RUHU,M,AHY,3.5,40.4,16.2,28.6,2.5,N,,,,,
9000-39663,07/18/2007,19:06,MCGC,FCE,RUHU,M,HY,3.8,42.1,16.3,26.5,3.3,,"3c, 1r",,90%,r1 Pyle c-type,
9000-39664,07/18/2007,19:40,MCGC,FCE,RUHU,M,AHY,3.5,39.4,16.0,28.8,2.6,N,,,,gn feathers on back,
9000-39665,07/18/2007,19:55,MCGC,FCE,RUHU,M,AHY,3.5,40.3,17.1,29.2,2.6,N,,,,,
9000-39666,07/19/2007,15:55,MCGC,TBE,RUHU,M,AHY,3.7,41.4,15.0,28.0,3.0,N,,,,,
9000-39667,07/23/2007,12:55,MP1,TBE,RUHU,M,AHY,4.1,39.1,16.3,29.0,2.5,N,,,,a few gn feathers onback,
9000-39668,07/23/2007,14:14,MP1,FCE,RUHU,M,AHY,4.0,40.3,16.0,29.3,2.5,N,,,,very few gn back feathers,
9000-39669,07/24/2007,11:35,HOLZ,FCE,RUHU,M,AHY,3.0,40.2,16.4,28.3,2.4,N,,,,,
9000-39670,07/24/2007,12:15,HOLZ,FCE,RUHU,M,AHY,3.5,39.4,16.1,28.1,2.2,N,,,,,
9000-39671,07/24/2007,12:20,HOLZ,FCE,RUHU,M,AHY,4.0,40.2,16.1,28.0,2.5,N,,,,,
9000-39672,07/24/2007,15:23,GNMTN,TBE,RUHU,M,AHY,3.3,39.8,16.0,28.2,2.0,N,,,,,
9000-39673,07/24/2007,17:22,KV1,TBE,RUHU,M,HY,3.2,42.0,16.0,27.0,4.0,,3c,,,c-type r1,
9000-39674,07/24/2007,17:35,KV1,TBE,RUHU,M,AHY,3.3,39.8,16.5,27.0,2.0,N,,,,gn feathers on wing coverts,
9000-39675,07/24/2007,18:12,KV1,FCE,RUHU,M,HY,3.7,42.3,17.0,25.2,3.0,N,4c,M,,c-type r1,
9000-39676,07/25/2007,7:50,MCGC,TBE,RUHU,M,HY,3.8,41.8,16.3,28.0,2.0,N,2c,H,,,
9000-39677,07/27/2007,10:15,MCGC,FCE,RUHU,M,AHY,3.9,41.4,16.0,27.0,2.5,N,,,,"1 sm white feather on crown, few gn back feathers",
9000-39678,07/27/2007,10:20,MCGC,FCE,RUHU,M,AHY,3.2,39.9,16.2,27.6,2.4,N,,,,,
9000-39679,07/27/2007,10:48,MCGC,FCE,RUHU,M,AHY,3.1,40.3,16.2,28.7,2.5,N,,,,many gn feathers on back,
9000-39680,07/27/2007,11:30,MCGC,FCE,RUHU,M,AHY,3.5,40.2,16.0,28.1,2.1,N,,,,,
9000-39681,07/30/2007,18:50,MCGC,FCE,CAHU,F,AHY,2.9,42.5,15.6,20.4,3.5,L,,L,,used 5.6mm band,
9000-39682,07/31/2007,8:28,MCGC,FCE,RUHU,M,AHY,3.3,40.9,15.9,28.5,2.2,N,,,,some gn feathers on back,
9000-39683,07/31/2007,18:14,MCGC,FCE,RUHU,M,AHY,3.0,39.4,15.8,28.4,2.2,,,,,green wing coverts,
9000-39684,08/01/2007,10:35,HOLZ,TBE,RUHU,M,AHY,4.0,39.5,17.0,29.0,2.0,,,,,,
9000-39685,08/01/2007,13:56,KV1,TBE,RUHU,M,HY,3.1,40.7,15.5,25.5,2.5,L,3c,,,one adult r1,
9000-39686,08/01/2007,16:55,GNMTN,TBE,RUHU,M,HY,4.0,,,,,N,1c,H,,escaped. r1-c type,
9000-39687,08/02/2007,7:35,MCGC,FCE,RUHU,M,HY,3.0,40.6,15.9,25.5,3.5,N,5c,H,95%,r1 - c type,
9000-39688,08/03/2007,7:55,MCGC,TBE,RUHU,M,HY,3.5,43.5,17.8,28.0,3.0,N,15c,L,,"r1- d type, copper back with many gn feathers",
9000-39689,08/03/2007,8:23,MCGC,FCE,BTLH,M,HY,3.4,49.8,17.2,31.0,4.5,N,,,,r5 white in/outer web at tip,
9000-39690,08/03/2007,9:30,MCGC,FCE,CAHU,F,AHY,2.8,41.5,15.5,20.2,4.0,H,,L,,"old r1s, new r5s",
9000-39692,08/09/2007,18:05,MCGC,FCE,RUHU,M,AHY,3.6,39.1,17.0,28.1,2.5,N,,,,old bill injury at base,
9000-39693,08/12/2007,18:10,MP1,TBE,RUHU,M,HY,3.2,40.9,15.7,20.5,3.0,N,5,H,50%,r1 d type,
9000-39694,08/12/2007,18:50,MP1,TBE,RUHU,M,HY,4.4,42.9,17.0,26.5,3.5,,2,H,95%,r1 c type,
9000-39695,08/12/2007,19:05,MP1,FCE,RUHU,M,HY,3.5,42.5,17.0,28.8,3.0,,1c,H,,"adult r1,2",
9000-39696,08/14/2007,8:36,MCGC,TBE,RUHU,M,HY,4.0,41.1,17.0,27.0,3.5,N,7c,L,90%,,
9000-39697,08/21/2007,8:30,MCGC,FCE,RUHU,M,HY,3.6,42.5,15.1,25.1,3.5,N,8c,H,85%,r1 c type,
9000-39698,08/21/2007,12:45,HPK1,FCE,RUHU,M,HY,3.6,41.1,16.4,25.0,3.4,N,5c,M,80%,r1 c type,
9000-39699,09/01/2007,13:41,MP1,FCE,RUHU,M,HY,4.0,43.1,15.2,27.0,3.5,N,2c,L,95%,"r1 c type, prob related to E90051 AHY F",
9000-39701,07/23/2007,18:36,HPK1,FCE,BTLH,M,AHY,3.6,49.0,17.3,30.5,5.8,,,,,,
9000-39702,07/24/2007,10:45,HOLZ,TBE,RUHU,F,AHY,3.4,43.0,18.5,26.5,3.8,H,Many,,,,
9000-39703,07/24/2007,10:45,HOLZ,FCE,RUHU,F,AHY,,,,,,N,3 lg,,,early release,
9000-39704,07/24/2007,10:45,HOLZ,TBE,RUHU,F,AHY,3.8,44.3,17.5,,2.5,H,15c,,,"missing r1L, r1-5R",
9000-39705,07/24/2007,10:45,HOLZ,TBE,RUHU,F,AHY,,43.6,16.0,26.5,4.0,H,6c,L,,escaped,
9000-39706,07/24/2007,11:00,HOLZ,FCE,RUHU,F,AHY,3.8,43.3,17.2,26.8,3.2,VL,15+c,H,,"old r1s, orange pollen",
9000-39707,07/24/2007,11:08,HOLZ,FCE,RUHU,F,AHY,3.4,44.0,16.2,28.0,3.5,L,7c,L,,1 white crown feather,
9000-39708,07/24/2007,11:08,HOLZ,FCE,BTLH,M,AHY,3.1,48.2,17.0,30.3,4.8,,,,,"r4,5 white tips",
9000-39709,07/24/2007,11:25,HOLZ,FCE,BTLH,M,AHY,4.4,51.3,17.2,31.1,4.5,,,,,,
9000-39710,07/24/2007,11:35,HOLZ,FCE,RUHU,F,AHY,3.5,43.6,18.5,27.7,4.0,N,23c,,,,
9000-39711,07/24/2007,11:35,HOLZ,FCE,RUHU,F,AHY,3.9,43.6,18.0,25.6,4.0,,,,,,
9000-39712,07/24/2007,12:30,HOLZ,FCE,RUHU,F,AHY,4.4,42.8,16.5,25.2,3.5,L,7c,,,,
9000-39713,07/24/2007,12:30,HOLZ,FCE,RUHU,F,AHY,3.3,43.6,16.7,,3.2,,14 lg c,,,r1s and 1r2 missing,
9000-39714,07/24/2007,14:20,GNMTN,FCE,BTLH,M,AHY,4.0,48.4,18.8,30.9,4.8,,,,,minor old bill injury at base,
9000-39715,07/24/2007,15:40,GNMTN,FCE,RUHU,F,AHY,3.6,44.5,18.0,27.8,3.2,L,Many,M,,,
9000-39716,07/24/2007,16:03,GNMTN,FCE,BTLH,M,HY,4.0,49.0,18.0,29.9,5.0,N,,H,85%,,
9000-39717,07/25/2007,7:34,MCGC,TBE,RUHU,F,HY,3.3,43.2,17.0,26.0,4.0,N,2c,L,80+%,,
9000-39718,07/25/2007,7:34,MCGC,FCE,RUHU,F,AHY,3.7,44.1,18.2,26.2,3.5,VL,13+c,,,,
9000-39719,07/25/2007,7:40,MCGC,TBE,RUHU,F,AHY,3.3,44.2,17.7,28.0,4.0,N,19c,M,,,
9000-39720,07/27/2007,8:25,MCGC,FCE,BTLH,M,HY,3.9,51.0,17.2,31.0,5.7,N,1c,H,,"r3, 3.5lx3.5w white, pointed r2, blk tip",
9000-39721,07/14/2007,19:12,MCGC,TBE,RUHU,M,AHY,3.8,39.4,16.5,29.0,2.0,,,,,gn feathers on wing coverts and back,
9000-39722,07/27/2007,8:50,MCGC,FCE,RUHU,F,AHY,3.9,45.1,17.2,27.0,3.0,L,17c,M-H,,old tail coverts,
9000-39723,07/27/2007,8:50,MCGC,FCE,RUHU,F,AHY,3.9,43.9,18.2,26.0,3.3,L,17c,M,,,
9000-39724,07/27/2007,8:50,MCGC,FCE,RUHU,F,AHY,4.4,44.4,18.5,28.2,3.0,M,14c,M,,"r1s old, r3s MTW",
9000-39725,07/27/2007,9:30,MCGC,FCE,RUHU,F,HY,3.8,44.3,17.2,26.0,4.0,N,0,M,95%,r1s 2 stress bars,
9000-39726,07/27/2007,9:30,MCGC,FCE,RUHU,F,AHY,4.1,43.3,18.0,27.1,3.2,L,18c,,,,
9000-39727,07/27/2007,9:50,MCGC,FCE,RUHU,F,AHY,3.7,43.8,17.9,26.0,3.5,L-M,14c,L,,"r3L MTW, r3R LTW",
9000-39728,07/27/2007,10:15,MCGC,FCE,RUHU,F,AHY,3.8,44.4,18.0,28.0,3.2,L,5c,L,,missing gf on rt side,
9000-39729,07/27/2007,10:15,MCGC,FCE,RUHU,F,AHY,4.1,43.8,17.8,27.0,3.5,VL,23+c,H,,,
9000-39730,07/27/2007,11:07,MCGC,FCE,RUHU,F,AHY,4.1,44.2,18.3,27.5,3.2,L,12c,M,,r3R LTW,
9000-39731,07/30/2007,16:25,MCGC,TBE,RUHU,F,AHY,4.2,43.5,18.0,28.0,2.5,L,12c,L,,,
9000-39732,07/30/2007,16:40,MCGC,TBE,RUHU,F,AHY,3.4,43.1,17.5,21.8,3.0,N,16c,L,,,
9000-39733,07/30/2007,18:08,MCGC,TBE,RUHU,F,AHY,4.0,43.8,17.5,26.0,3.5,N,20,L,,,
9000-39734,07/31/2007,8:17,MCGC,FCE,RUHU,F,AHY,2.9,44.5,18.0,27.1,3.7,N,12,L,,,
9000-39735,07/31/2007,11:10,MP1,TBE,BTLH,M,HY,3.6,48.3,17.1,30.5,,N,,H,80%,"r3 white 3wx3l, black at bases of r3s",
9000-39736,07/31/2007,11:24,MP1,TBE,BTLH,M,AHY,3.5,48.8,18.5,31.5,5.0,N,,,,r5 bn inner web near tip,
9000-39737,07/31/2007,11:32,MP1,TBE,BTLH,M,HY,3.7,48.9,15.7,29.0,5.0,N,,80%,,"r3-5 blk at base, r3 3.5lx4w",
9000-39738,08/01/2007,11:06,HOLZ,FCE,BTLH,M,AHY,3.3,52.0,17.0,31.5,5.2,N,,,,r5 faint white area near tip,
9000-39739,08/01/2007,11:40,HOLZ,TBE,RUHU,F,AHY,3.7,42.5,18.0,31.5,3.0,M,14c,L,,,
9000-39740,08/01/2007,12:00,HOLZ,TBE,RUHU,F,HY,3.9,46.6,17.8,26.0,4.0,VL,3c,L,,,
9000-39741,08/01/2007,14:16,KV1,FCE,RUHU,F,AHY,4.0,45.2,18.7,26.9,3.4,,19 lg,L,,,
9000-39742,08/01/2007,15:08,KV1,TBE,BTLH,M,HY,3.3,48.2,17.5,31.0,5.0,N,,H,,"r2 pointed, r3 3wx3.5l",
9000-39743,08/01/2007,16:50,GNMTN,TBE,RUHU,F,AHY,3.5,44.4,17.4,27.5,3.0,M,20,L,,,
9000-39744,08/01/2007,17:05,GNMTN,TBE,RUHU,F,AHY,3.8,43.6,17.8,26.5,3.5,N,20,,,,
9000-39745,08/02/2007,7:06,MCGC,FCE,RUHU,F,HY,3.4,45.7,17.0,25.4,4.0,N,1 v sm,L,90%,,
9000-39746,08/02/2007,7:53,MCGC,FCE,BTLH,M,AHY,3.2,49.7,17.9,31.2,5.0,N,,,,,
9000-39747,08/03/2007,7:10,MCGC,FCE,BTLH,M,HY,3.7,48.8,16.2,29.6,5.2,N,,H,90%,"r2 pointed, r3 3wx4l, blk at base r3-5",
9000-39748,08/03/2007,8:06,MCGC,FCE,RUHU,F,HY,4.8,45.1,18.1,27.0,4.0,N,1c,M,60%,"r1 B type, prob related to E39749",
9000-39749,08/03/2007,8:06,MCGC,TBE,RUHU,F,AHY,4.4,43.2,17.3,26.0,3.0,H,13c,L,,r1 skeleton; flew off with E39748,
9000-39750,08/03/2007,8:36,MCGC,FCE,RUHU,F,HY,4.1,46.1,17.1,27.0,4.0,N,,VL,90%,r1 A type,
9000-39751,08/03/2007,8:40,MCGC,TBE,BTLH,M,HY,3.1,47.1,16.4,28.0,5.0,N,2c,M,,"r2 pointed, r3 3wx3.5l white area",
