Band Number,Date,Time,Site,Bander,Species,Sex,Age,Mass,Wing Chord,Culmen,r1 Length,r5 Width,r1-5 Wear,Gorget,Throat,Grooves,Comments
9000-12100,7/18/2006,0828,MCGC,TBE,BTLH,F,AHY,3.3,48.8,19.0,30.0,5.0,N,2,L,,
9000-12101,7/18/2006,0852,MCGC,TBE,BTLH,F,AHY,3.4,49.6,19.0,31.0,5.1,L,,L,,
9000-12102,7/18/2006,1645,MCGC,FCE,RUHU,M,AHY,3.9,40.7,16.0,27.2,2.4,,,,,yellow pollen on bill
9000-12103,7/18/2006,1700,MCGC,FCE,RUHU,M,AHY,3.6,40.5,16.2,27.1,2.5,,,,,
9000-12104,7/18/2006,1935,MCGC,TBE,RUHU,M,AHY,3.7,40.0,16.0,27.5,1.5,,,,,"rufous feathers on back, no green"
9000-12105,7/19/2006,0650,MCGC,FCE,RUHU,M,AHY,3.3,40.3,17.0,27.6,2.4,,,,,old minor injury at base of bill
9000-12106,7/19/2006,1735,MP1,TBE,RUHU,M,AHY,4.1,41.5,16.0,28.0,1.5,,,,,some green feathers on back
9000-12107,7/20/2006,1046,CC2,FCE,RUHU,M,AHY,3.3,40.9,16.6,28.9,2.2,,,,,
9000-12108,7/21/2006,0715,MCGC,FCE,RUHU,M,AHY,3.5,39.3,16.9,27.0,2.6,,,,,
9000-12109,7/24/2006,0939,MCGC,TBE,RUHU,M,AHY,3.4,40.8,17.0,27.0,2.0,,,,,
9000-12110,7/25/2006,0915,KV1,TBE,RUHU,M,AHY,4.4,40.4,14.6,28.0,2.5,,,,,a few gn. feathers on upper shoulder and back
9000-12111,7/19/2006,0635,MCGC,FCE,BTLH,F,AHY,3.5,50.3,18.5,30.0,6.0,"M, r4-5R",,,,
9000-12112,7/19/2006,0648,MCGC,FCE,BTLH,F,AHY,3.7,50.2,18.2,29.0,5.5,M-H,,M,,M-HTW all rectrices
9000-12113,7/19/2006,0705,MCGC,FCE,BTLH,F,AHY,3.5,50.2,18.0,29.8,5.2,M-H,,L,,yellow pollen on bill
9000-12114,7/19/2006,0715,MCGC,TBE,BTLH,F,AHY,3.7,49.7,18.5,29.5,5.5,,3,M,,
9000-12115,7/19/2006,1730,MP1,TBE,BTLH,F,AHY,3.4,49.9,18.9,28.5,5.0,"VH, r5L",1,L-M,,
9000-12116,7/19/2006,0728,MCGC,FCE,BTLH,F,AHY,3.6,51.6,19.0,28.0,5.2,H,,L-M,,
9000-12117,7/19/2006,0740,MCGC,FCE,BTLH,F,AHY,3.4,49.5,18.0,30.5,5.0,N,,L,,
9000-12118,7/19/2006,0801,MCGC,FCE,BTLH,F,AHY,3.4,49.5,19.2,31.0,5.5,N,2 c,M,,
9000-12119,7/19/2006,0812,MCGC,TBE,BTLH,F,AHY,3.4,49.4,18.1,27.1,5.5,VH,,L,,
9000-12120,7/19/2006,1735,MP1,TBE,BTLH,F,AHY,3.7,48.8,19.4,30.0,5.0,"VH, r5",,M,,skeleton r1s
9000-12121,7/19/2006,1735,MP1,TBE,BTLH,F,AHY,3.6,49.7,18.5,31.0,6.0,"H, r4-5L",,M,,
9000-12122,7/19/2006,1735,MP1,TBE,BTLH,F,AHY,3.2,48.7,17.6,30.0,5.0,N,,H,,old r1s
9000-12123,7/19/2006,1755,MP1,TBE,BTLH,F,AHY,3.7,48.4,18.8,31.0,5.0,N,,M,,
9000-12124,7/19/2006,1800,MP1,TBE,BTLH,F,AHY,5.1,50.4,18.8,31.0,5.0,VH,,M,,
9000-12125,7/19/2006,1805,MP1,TBE,BTLH,F,AHY,3.7,49.9,18.5,30.0,5.5,"M, r3-5",,L,,
9000-12126,7/19/2006,1808,MP1,TBE,BTLH,F,AHY,3.5,51.2,18.5,29.5,5.0,"M, r3-5",,L,,old r1s
9000-12127,7/19/2006,1808,MP1,TBE,BTLH,F,AHY,3.6,49.6,18.8,28.5,5.0,N,,,,
9000-12128,7/19/2006,1812,MP1,TBE,BTLH,F,AHY,3.9,48.6,19.3,30.0,5.5,M,,L,,
9000-12129,7/19/2006,1812,MP1,TBE,BTLH,F,AHY,3.9,48.0,19.0,29.5,5.5,"H, r3-5R",1 c,,,
9000-12130,7/19/2006,1823,MP1,TBE,BTLH,F,AHY,3.9,50.3,18.0,25.0,5.5,N,,L,,tip of r1 missing
9000-12131,7/19/2006,1823,MP1,TBE,BTLH,F,AHY,3.8,49.5,18.1,30.0,5.5,H,,M,,skeleton r1s
9000-12132,7/19/2006,1830,MP1,TBE,BTLH,F,AHY,3.5,49.7,18.2,31.0,5.0,N,,L,,
9000-12133,7/19/2006,1830,MP1,TBE,BTLH,F,AHY,3.6,49.2,18.9,30.0,5.5,L,,L,,
9000-12134,7/19/2006,1835,MP1,TBE,BTLH,F,AHY,3.5,50.5,19.2,32.0,6.0,N,,M,,
9000-12135,7/19/2006,1850,MP1,TBE,BTLH,F,AHY,3.6,48.8,19.0,30.5,5.0,N ,3 c ,L,,old r1
9000-12136,7/19/2006,1850,MP1,TBE,BTLH,F,AHY,3.5,51.4,19.2,31.0,5.0,N,,L,,
9000-12137,7/24/2006,1025,MCGC,TBE,BTLH,M,AHY,3.3,49.0,16.5,33.0,4.5,N,,,,r4-5 white spots at tips
9000-12138,7/19/2006,1855,MP1,TBE,BTLH,F,AHY,4.1,49.8,19.8,30.0,5.5,H,,M,,"skeleton r1, golden feathers on back"
9000-12139,7/19/2006,1855,MP1,TBE,BTLH,F,AHY,3.9,50.7,19.0,30.5,6.0,L,,L-M,,
9000-12140,7/19/2006,1900,MP1,TBE,BTLH,F,AHY,4.4,50.7,18.2,30.0,5.0,L,,L,,
9000-12141,7/19/2006,1905,MP1,TBE,BTLH,F,AHY,3.9,49.5,19.4,30.0,5.1,VH,,L,,
9000-12142,7/19/2006,1913,MP1,TBE,BTLH,F,AHY,3.3,49.8,18.6,30.0,5.0,L,,L,,
9000-12143,7/19/2006,1913,MP1,TBE,BTLH,F,AHY,3.5,50.4,18.9,31.0,5.5,H,,,,
9000-12144,7/20/2006,1050,CC2,TBE,BTLH,F,AHY,3.5,49.6,18.0,30.0,5.0,N,15 lg,H,,
9000-12145,7/20/2006,1055,CC2,TBE,BTLH,F,AHY,3.9,48.4,18.5,29.5,5.0,N ,4 v sm,L,,
9000-12146,7/20/2006,1137,CC3,TBE,BTLH,F,AHY,3.7,48.2,18.0,30.0,5.5,N,,M,,
9000-12147,7/20/2006,1152,CC3,TBE,BTLH,F,AHY,3.5,48.6,18.7,31.0,6.0,N,,M,,
9000-12148,7/20/2006,1152,CC3,TBE,BTLH,F,AHY,3.3,50.2,18.5,30.0,6.0,N,,M,,
9000-12149,7/20/2006,1208,CC3,FCE,BTLH,F,AHY,3.3,49.8,19.8,29.9,5.0,"M, r3-5",,H,,old r1s
9000-12150,7/21/2006,0655,MCGC,FCE,BTLH,F,AHY,3.6,50.3,19.0,28.0,5.2,N,,M,,missing right rectrices
9000-12151,7/21/2006,0703,MCGC,FCE,BTLH,F,AHY,3.6,51.1,19.1,29.0,5.5,N,,L,,
9000-12152,7/21/2006,0729,MCGC,FCE,BTLH,F,AHY,3.7,49.9,19.0,30.0,4.8,M,,L,,
9000-12153,7/24/2006,0845,MCGC,TBE,BTLH,F,AHY,3.9,50.2,,31.5,6.0,N,,M,,
9000-12154,7/24/2006,0939,MCGC,TBE,BTLH,F,AHY,3.3,50.0,18.0,31.0,5.5,H,,L,,
9000-12155,7/24/2006,0959,MCGC,TBE,BTLH,F,AHY,3.5,49.6,18.5,30.5,5.0,H,,L,,
9000-12156,7/24/2006,1015,MCGC,TBE,BTLH,F,HY,3.4,49.2,18.2,29.0,5.5,N,green,M,90%,"r3 base green smudge, r2 black tip, r3 white 4.5wX6.0 l"
9000-12157,7/25/2006,0941,KV1,TBE,BTLH,F,AHY,3.7,50.3,19.2,29.5,5.5,L,,L,,
9000-12158,7/25/2006,1010,KV1,TBE,BTLH,F,AHY,3.7,49.1,19.2,30.0,5.0,H,,L,,"old bill injury, lower longer than upper, twisted, bump on upper"
9000-12159,7/25/2006,1011,KV1,FCE,BTLH,F,AHY,3.7,49.2,19.1,30.9,5.8,L,,L-M,,
9000-12160,7/25/2006,1129,GNMTN,TBE,BTLH,F,AHY,3.7,49.2,19.5,31.0,5.5,H,,H,,
9000-12161,7/25/2006,1134,GNMTN,TBE,BTLH,F,AHY,3.8,50.4,18.5,31.0,6.0,N,,L,,
9000-12162,7/25/2006,1138,GNMTN,TBE,BTLH,F,AHY,3.5,50.5,19.0,31.5,4.8,N,,L,,
9000-12163,7/25/2006,1208,GNMTN,TBE,BTLH,F,AHY,3.4,49.6,18.0,31.0,5.0,N,,H,,
9000-12164,7/25/2006,1227,GNMTN,TBE,BTLH,F,AHY,4.4,49.7,19.5,30.0,5.5,"H, r2",,M,,healed bill injury from earlier this year
9000-12165,7/25/2006,1240,GNMTN,FCE,BTLH,F,AHY,3.4,51.3,19.2,30.5,5.5,N,7 c gn.,M,,r2 white spot on tip
9000-12166,7/25/2006,1352,HOLZ,TBE,BTLH,F,AHY,3.4,50.3,19.5,30.0,5.0,M,,L,,
9000-12167,7/25/2006,1400,HOLZ,FCE,BTLH,F,AHY,3.4,51.6,19.2,32.0,,,,,,
9000-12168,7/25/2006,1426,HOLZ,TBE,BTLH,F,AHY,3.7,49.6,18.0,29.0,5.3,N,,L,,
9000-12169,7/25/2006,1513,HOLZ,TBE,BTLH,F,AHY,4.3,51.9,18.0,31.0,5.0,L,,H,,
9000-12170,7/26/2006,0608,MCGC,FCE,BTLH,F,AHY,3.8,50.2,18.2,30.0,5.2,"H, r3-5",,M,,
9000-12171,7/24/2006,1312,MCGC,FCE,RUHU,F,AHY,3.9,43.8,17.0,26.1,3.7,"H, r1-5",15 c ,,,"skeleton r1; r5L only, NTW"
9000-12172,7/25/2006,0903,KV1,TBE,RUHU,F,AHY,3.6,43.9,18.0,26.5,4.0,"H, r3-5",2c,L,,pin feathers on side of abdomen
9000-12173,7/25/2006,1114,GNMTN,TBE,RUHU,F,AHY,3.6,43.0,17.3,27.3,4.0,,12,L,,
9000-12174,7/25/2006,1120,GNMTN,TBE,RUHU,F,AHY,3.5,43.9,17.0,27.0,3.0,,,,,
9000-12175,7/25/2006,1200,GNMTN,TBE,RUHU,F,AHY,4.0,44.1,17.1,27.0,3.5,N,12,L,,
9000-12176,7/25/2006,1410,HOLZ,TBE,RUHU,F,AHY,3.5,43.9,17.1,27.0,3.0,,7,L,,
9000-12177,7/25/2006,1431,HOLZ,TBE,RUHU,F,HY,3.1,42.8,17.0,25.0,4.1,N,1 c,L,,
9000-12178,7/25/2006,1501,HOLZ,TBE,RUHU,F,AHY,3.8,43.7,17.4,27.0,3.0,M,20,H,,
9000-12179,7/26/2006,0617,MCGC,TBE,RUHU,F,AHY,3.2,42.4,17.2,28.0,3.1,N,15,L,,
9000-12180,7/26/2006,0621,MCGC,FCE,RUHU,F,AHY,4.1,45.5,18.2,26.8,3.8,N,14 c,L,,
9000-12181,7/26/2006,0645,MCGC,FCE,RUHU,F,AHY,3.6,43.6,16.6,27.6,3.3,N,11 c,,,
9000-12182,7/27/2006,0635,MCGC,FCE,RUHU,M,HY,3.4,42.1,15.6,25.8,3.8,,7 c ,,80%,r1 is Pyle C-type
9000-12183,7/27/2006,0635,MCGC,FCE,RUHU,F,AHY,3.8,43.7,18.0,27.0,3.0,L,18 c,,,r1 is Pyle B-type
9000-12184,7/27/2006,0655,MCGC,TBE,RUHU,F,AHY,4.1,44.0,17.0,27.5,4.0,L,many,L,,
9000-12185,7/27/2006,0702,MCGC,TBE,RUHU,F,AHY,3.8,43.3,17.5,28.0,3.5,N,many,L,,
9000-12186,7/27/2006,0749,MCGC,TBE,RUHU,F,AHY,4.2,44.2,17.5,28.0,3.5,N,many,M,,
9000-12187,7/27/2006,1933,MCGC,TBE,RUHU,F,AHY,3.9,44.4,17.5,27.0,4.0,H,many,M,,
9000-12188,7/27/2006,1942,MCGC,TBE,RUHU,F,AHY,3.3,43.6,17.0,27.0,3.8,N,"5 lg, 10 sm",L,,
9000-12189,7/28/2006,0830,MCGC,FCE,RUHU,F,AHY,4.2,44.5,17.3,27.0,3.2,"L, r3",14 c,L,,
9000-12190,7/28/2006,0840,MCGC,FCE,RUHU,F,AHY,3.5,45.3,17.9,27.0,,H,21 c,L,,"r5s only one-half width; r1s, skeleton"
9000-12191,7/28/2006,0857,MCGC,TBE,RUHU,F,AHY,3.7,44.8,18.0,27.5,4.0,N,25,L,,
9000-12192,7/31/2006,1638,MCGC,FCE,BTLH,M,HY,4.0,50.0,17.0,28.9,5.7,N,,VH,,
9000-12193,7/31/2006,1805,MCGC,TBE,RUHU,F,AHY,4.6,43.7,17.3,27.0,4.0,N,"11 lg, 6 sm",L,,
9000-12194,7/31/2006,1811,MCGC,FCE,RUHU,F,AHY,4.4,45.0,17.5,28.0,3.4,"M, r3R, r4L",17+,L,,fat visible in furcular area and abdomen
9000-12195,8/1/2006,1335,MP1,TBE,BTLH,M,HY,4.0,49.7,17.9,31.0,,,,,80%,
9000-12196,8/1/2006,1910,MCGC,TBE,RUHU,F,AHY,3.9,43.9,17.0,27.5,3.0,L,20 c,L,,
9000-12197,8/2/2006,1247,KV1,TBE,RUHU,F,AHY,3.0,43.9,16.2,28.0,3.5,L,many,L,,
9000-12198,8/2/2006,1410,GNMTN,TBE,RUHU,F,AHY,3.5,43.4,17.5,27.5,3.5,"M, r4-5",8 c,L,,"r1-3, LTW "
9000-12199,8/2/2006,1420,GNMTN,FCE,RUHU,F,AHY,3.5,44.8,17.0,28.0,3.0,L,"12 lg, 13 sm",,,
9000-12200,8/2/2006,1428,GNMTN,TBE,BTLH,M,AHY,3.6,48.4,18.0,31.5,4.0,,,,,r5 white inner/outer web at tip
9000-12201,7/25/2006,0935,KV1,TBE,RUHU,M,AHY,3.6,42.4,15.0,27.5,2.5,,,,,
9000-12202,7/25/2006,1145,GNMTN,TBE,RUHU,M,HY,3.3,41.0,17.0,25.0,3.5,N,8 bronze,H,,mostly gn back
9000-12203,7/26/2006,0611,MCGC,TBE,RUHU,M,AHY,3.8,39.7,16.2,29.0,3.0,,,,,some gn feathers on upper back
9000-12204,7/27/2006,0759,MCGC,FCE,RUHU,M,AHY,3.5,40.7,16.0,29.8,2.7,,,,,4 pin feathers on crown behind bill
9000-12205,7/27/2006,0811,MCGC,FCE,RUHU,M,AHY,3.7,39.5,16.0,28.1,2.5,,,,,
9000-12206,7/28/2006,0759,MCGC,FCE,RUHU,M,AHY,3.3,39.6,16.9,28.0,2.3,,,,,orange pollen on crown
9000-12207,8/1/2006,0925,MCGC,FCE,RUHU,M,HY,3.9,42.9,17.0,27.0,3.2,N,2 c,H,90%,r1 is Pyle C-type
9000-12208,8/2/2006,0920,HOLZ,TBE,RUHU,M,HY,3.7,42.8,16.5,27.0,2.5,N,5 rt c,,80%,
9000-12209,8/2/2006,0956,HOLZ,TBE,RUHU,M,HY,3.6,41.7,16.5,26.0,2.5,,,,,
9000-12210,8/2/2006,1501,GNMTN,FCE,RUHU,M,HY,3.5,42.7,16.9,26.3,3.1,N,,H,95%,
9000-12211,8/8/2006,0735,MCGC,FCE,RUHU,M,HY,3.7,41.9,16.0,27.0,3.5,,,H,95%,r1 is Pyle C-type
9000-12212,8/9/2006,1139,GNMTN,FCE,RUHU,M,HY,3.9,42.3,17.0,27.0,2.6,,7 c,H,70%,r1 is Pyle C-type
9000-12213,8/9/2006,1227,GNMTN,TBE,RUHU,M,HY,3.8,42.8,16.0,27.5,2.5,,4 c,H,,
9000-12214,8/9/2006,1230,GNMTN,FCE,RUHU,M,HY,3.3,43.3,16.1,26.0,3.2,N,,H,90%,r1 is Pyle C-type
9000-12215,8/9/2006,1408,KV1,FCE,RUHU,M,HY,3.6,41.0,17.1,26.5,3.0,N,7 c,H,,r1 is Pyle C-type
9000-12216,8/10/2006,0810,MCGC,FCE,RUHU,M,HY,3.1,43.8,17.1,27.5,3.0,N,8 c,L,80%,
9000-12217,8/10/2006,1128,CC2,FCE,RUHU,M,HY,3.5,44.2,17.2,27.2,3.1,N,5 c,H,90%,r1 is Pyle C-type
9000-12219,8/16/2006,1351,MP1,TBE,RUHU,M,HY,3.3,42.2,15.5,26.0,3.0,N,1 c,H,,
9000-12220,8/17/2006,1043,HOLZ,FCE,RUHU,M,HY,3.5,42.0,15.5,27.5,3.5,N,4 c,H,,
9000-12221,8/17/2006,1603,GNMTN,FCE,RUHU,M,HY,3.4,42.3,17.0,25.5,3.1,N,7 c,H,90%,r1 is Pyle C-type
9000-12222,8/20/2006,1700,MP1,FCE,RUHU,M,HY,2.8,41.9,17.0,26.5,3.5,N,,H,50%,
9000-12223,7/25/2006,1440,HOLZ,TBE,CAHU,F,AHY,2.7,42.5,14.3,21.0,3.8,VH r1-4,,M,,"skeleton r1s, new r5, orange pollen on bill and crown"
9000-12224,8/23/2006,1439,MP1,FCE,RUHU,M,HY,3.1,42.9,16.0,27.0,3.1,N,2 c,H,,r1 is Pyle C-type
9000-12231,8/10/2006,0730,MCGC,FCE,BTLH,M,HY,3.6,48.5,16.5,29.2,5.0,N,,M,90%,r1 stress bar
9000-12232,8/10/2006,0743,MCGC,FCE,BTLH,M,HY,3.5,48.2,17.0,29.2,5.2,N,1 c,,,"prob related to E12410, flew away  together on release "
9000-12233,8/10/2006,0824,MCGC,FCE,BTLH,M,HY,4.3,50.3,17.0,30.0,5.0,,1 c,,80%,
9000-12235,8/10/2006,0850,MCGC,TBE,BTLH,M,AHY,3.2,47.3,16.5,29.5,4.5,,,,,p10 is intact
9000-12236,8/10/2006,1750,MP1,FCE,BTLH,M,HY,4.8,48.7,18.0,29.4,6.0,N,,H,80%,
9000-12238,8/11/2006,1006,MCGC,FCE,BTLH,M,HY,3.8,48.5,17.3,29.2,5.8,N,,H,90%,
9000-12239,8/12/2006,0728,MCGC,FCE,BTLH,M,HY,3.8,49.4,17.8,27.8,4.5,,,H,,
9000-12240,8/12/2006,0728,MCGC,FCE,BTLH,M,HY,3.3,,16.6,30.0,,,1 c,H,90%,
9000-12241,8/12/2006,0728,MCGC,TBE,BTLH,M,AHY,3.7,47.6,16.0,31.0,5.0,,,,,
9000-12242,8/12/2006,0757,MCGC,FCE,BTLH,M,HY,4.2,50.3,17.3,30.0,5.1,N,,H,80%,
9000-12243,8/12/2006,0825,MCGC,TBE,BTLH,M,HY,3.4,48.1,17.0,31.0,5.0,N,,H,80%,
9000-12244,8/12/2006,0840,MCGC,TBE,BTLH,M,HY,4.1,48.5,17.5,30.0,5.5,,,H,80%,
9000-12245,8/12/2006,1827,MP1,FCE,BTLH,M,HY,4.1,48.0,16.5,30.2,5.2,N,,VH,90%,
9000-12246,8/13/2006,0616,MCGC,FCE,BTLH,M,HY,3.6,48.4,17.5,14.8*,5.2,N,,L-M,80%,"r1s growing in, male type"
9000-12247,8/13/2006,0725,MCGC,FCE,BTLH,M,HY,3.1,48.7,17.0,29.2,5.0,N,1 L,M,95%,
9000-12248,8/13/2006,0757,MCGC,TBE,BTLH,M,AHY,4.0,49.2,18.0,30.5,4.5,,,,,p10 wing trill OK
9000-12249,8/15/2006,0640,MCGC,FCE,BTLH,M,HY,3.6,49.4,17.0,28.9,5.5,,2 L sm,M,50%,captured with E12019 BTLH AHY F
9000-12250,8/15/2006,0755,MCGC,FCE,BTLH,M,HY,3.7,49.5,18.0,28.2,5.5,,1 L,VH,90%,
9000-12251,7/26/2006,0657,MCGC,FCE,BTLH,F,AHY,3.1,49.4,18.1,31.1,5.2,"L, r3",3 c,L,,
9000-12252,7/27/2006,0615,MCGC,FCE,BTLH,F,AHY,4.0,51.9,19.0,30.4,5.9,"L, r3,4",,M,,
9000-12253,7/27/2006,0643,MCGC,TBE,BTLH,F,AHY,4.3,50.9,19.0,30.0,5.0,N,,L,,
9000-12254,7/27/2006,0701,MCGC,FCE,BTLH,F,AHY,3.3,50.2,19.0,30.8,4.8,L,,H,,new r5s
9000-12255,7/27/2006,0702,MCGC,TBE,BTLH,F,AHY,3.9,49.1,19.4,31.5,5.0,N,2,M,,
9000-12256,7/27/2006,0710,MCGC,FCE,BTLH,F,AHY,3.6,51.2,18.1,30.1,5.2,"M, r4,5L",,,,"Former N11768, 7/13/03 new band on l. leg. Rt leg swollen and red due to pine pitch inside band  "
9000-12257,7/27/2006,0811,MCGC,TBE,BTLH,F,AHY,4.0,50.5,17.5,31.0,6.0,L,,M,,
9000-12258,7/27/2006,0816,MCGC,FCE,BTLH,F,AHY,3.2,50.7,18.2,30.2,5.0,N,,M,,
9000-12259,7/27/2006,0737,MCGC,FCE,BTLH,F,AHY,3.9,50.4,19.2,29.5,5.0,"M,r4L",,L,,tip of r5L missing
9000-12260,7/28/2006,0748,MCGC,FCE,BTLH,F,AHY,3.6,49.9,18.8,31.0,5.2,N,,L-M,,
9000-12261,7/28/2006,0815,MCGC,FCE,BTLH,M,HY,3.5,50.2,18.0,31.0,5.8,,,H,,"6 mm band, green on r3 base"
9000-12262,7/28/2006,0851,MCGC,TBE,BTLH,F,AHY,3.6,48.8,18.3,31.0,5.0,N,,L,,
9000-12263,7/31/2006,1325,CC2,TBE,BTLH,F,AHY,3.5,50.2,18.1,30.0,6.0,H,,L,,"HTW r3,4 and r5R"
9000-12264,7/31/2006,1335,CC2,TBE,BTLH,F,HY,3.5,50.8,17.2,31.0,6.0,N,,,80%,
9000-12265,7/31/2006,1354,CC2,TBE,BTLH,F,HY,3.6,48.5,17.2,27.5,5.0,N,,H,,top r1 has stress bar 
9000-12266,7/31/2006,1420,CC2,TBE,BTLH,F,AHY,3.4,49.4,18.1,30.0,5.5,N,,M,,
9000-12267,7/31/2006,1638,MCGC,FCE,BTLH,F,AHY,3.5,51.3,19.4,30.5,5.2,M,5 sm c,M,,"prob related to E12192. MTW r3-5R, r4L"
9000-12268,7/31/2006,1716,MCGC,FCE,BTLH,F,AHY,3.9,49.5,19.3,29.4,6.0,N,3 sm c,M,,
9000-12269,7/31/2006,1725,MCGC,FCE,BTLH,F,AHY,3.7,51.3,18.3,29.5,5.5,H,,M,,
9000-12270,7/31/2006,1737,MCGC,FCE,BTLH,F,AHY,3.7,47.5,18.1,29.5,5.2,"M, r3-4",,L-M,,old r1s
9000-12271,7/31/2006,1743,MCGC,FCE,BTLH,F,AHY,3.9,50.0,19.1,28.7,4.8,"VH, r2-5",2 c ,M,,
9000-12272,7/31/2006,1800,MCGC,FCE,BTLH,F,AHY,3.9,50.9,19.7,31.7,5.8,"M, r3-4",,M-H,,
9000-12273,7/31/2006,1834,MCGC,TBE,BTLH,F,AHY,3.5,48.8,18.0,31.0,6.0,N,,L,,
9000-12274,8/1/2006,0659,MCGC,FCE,BTLH,F,AHY,3.5,49.7,19.8,8.5*,*,N,1 c,L,,*new rectrices growing in. All new tail coverts
9000-12275,8/1/2006,0715,MCGC,TBE,BTLH,F,AHY,3.4,50.6,19.0,28.5,5.0,L,8 c,H,,
9000-12276,8/1/2006,0715,MCGC,FCE,BTLH,F,AHY,4.7,51.6,19.3,30.1,5.3,"H, r3-5",,VL,,"skeleton r1s, fat in furcular area"
9000-12277,8/1/2006,0740,MCGC,FCE,BTLH,M,HY,3.4,49.9,18.8,30.2,5.6,,,M,,"6 mm band, r1 stress bar"
9000-12278,8/1/2006,0820,MCGC,FCE,BTLH,F,AHY,3.2,50.1,18.8,30.8,5.5,"H, r3-5",,H,,"old r1s, r5L is new"
9000-12279,8/1/2006,1145,MP1,FCE,BTLH,F,HY,3.5,49.7,18.5,30.8,5.5,N,,H,,
9000-12280,8/1/2006,1200,MP1,FCE,BTLH,F,AHY,3.2,51.2,18.5,30.3,6.0,H,,L,,
9000-12281,8/1/2006,1204,MP1,FCE,BTLH,F,HY,3.4,49.7,18.2,29.1,5.4,N,,L,90%,
9000-12282,8/1/2006,1206,MP1,FCE,BTLH,F,AHY,3.6,49.5,18.3,29.5,5.4,L,,H,,new r5s
9000-12283,8/1/2006,1215,MP1,FCE,BTLH,F,HY,3.4,49.9,17.0,29.0,5.5,N,,,95%,
9000-12284,8/1/2006,1215,MP1,FCE,BTLH,F,AHY,3.8,50.0,18.9,30.8,5.5,"H, r3-4R",,M,,"LTW r3,4L"
9000-12285,8/1/2006,1215,MP1,FCE,BTLH,F,AHY,4.3,49.1,19.0,30.2,5.4,N,,L,,
9000-12286,8/1/2006,1238,MP1,FCE,BTLH,F,AHY,3.5,51.0,19.2,30.0,5.0,N,,L,,
9000-12287,8/1/2006,1238,MP1,FCE,BTLH,F,AHY,3.6,50.6,18.5,29.5,6.0,N,"7 c, 4 L",L,,
9000-12288,8/1/2006,1248,MP1,FCE,BTLH,F,AHY,3.9,50.8,18.0,30.2,5.7,"H, r4",,M,,new r5s
9000-12289,8/1/2006,1255,MP1,TBE,BTLH,F,AHY,3.3,50.1,18.5,30.0,5.5,N,,L,,
9000-12290,8/1/2006,1258,MP1,TBE,BTLH,F,AHY,4.1,50.9,19.2,32.0,5.0,M,,M,,
9000-12291,8/1/2006,1258,MP1,TBE,BTLH,F,AHY,3.2,47.7,19.1,31.0,5.0,"H, r3,4L",,L,,LTW on all other rectrices
9000-12292,8/1/2006,1306,MP1,TBE,BTLH,F,AHY,3.6,49.5,18.0,31.0,5.5,L,,L,,old plumage
9000-12293,8/1/2006,1310,MP1,TBE,BTLH,F,AHY,3.8,49.3,19.0,30.0,6.0,H,,H,,skeleton r1s
9000-12294,8/1/2006,1315,MP1,FCE,BTLH,F,AHY,3.6,50.4,18.0,30.1,5.2,L,1 v sm,L,,
9000-12295,8/1/2006,1320,MP1,FCE,BTLH,F,AHY,3.6,49.8,18.9,29.6,5.0,VL,,L,,
9000-12296,8/1/2006,1335,MP1,FCE,BTLH,F,AHY,3.5,50.5,19.0,29.0,5.2,VH,9,L,,skeleton r1
9000-12297,8/1/2006,1335,MP1,TBE,BTLH,F,AHY,3.4,50.6,19.0,32.0,6.0,N,,,,"old, healed bill injury. Pine sap on l toes, removed"
9000-12298,8/1/2006,1355,MP1,TBE,BTLH,F,AHY,,49.4,19.0,31.5,6.0,N,,L,,
9000-12299,8/1/2006,1355,MP1,TBE,BTLH,F,HY,3.6,48.6,19.0,31.0,5.0,,,,70%,
9000-12300,8/1/2006,1415,MP1,TBE,BTLH,F,AHY,3.8,50.4,18.5,31.0,5.5,H,"1 lg, 3 sm",L,,r1 skeleton
9000-12301,8/2/2006,1428,GNMTN,TBE,RUHU,F,AHY,3.4,43.5,17.0,26.5,3.5,"M-H, r3-5",many,,,
9000-12302,8/2/2006,1515,GNMTN,FCE,RUHU,M,HY,3.6,42.0,17.8,27.6,3.2,,6 c,,,r1 is Pyle C-type
9000-12303,8/2/2006,1524,GNMTN,FCE,RUHU,M,HY,3.0,41.8,16.8,25.2,3.1,,"5 c, 1 R",,80%,
9000-12304,8/3/2006,0712,MCGC,FCE,BTLH,M,AHY,3.5,48.9,17.5,29.5,4.8,N,,,,
9000-12305,8/3/2006,0722,MCGC,TBE,RUHU,F,AHY,3.7,43.1,17.0,26.0,3.5,,many,L,,gorget feathers in chevron shape
9000-12306,8/3/2006,0742,MCGC,TBE,RUHU,F,AHY,4.3,43.4,17.0,26.0,3.5,N,12 lg,L,,
9000-12307,8/3/2006,0750,MCGC,FCE,BTLH,M,HY,3.8,49.2,18.4,29.6,6.0,N,,H,90%,
9000-12308,8/3/2006,0805,MCGC,FCE,BTLH,M,HY,3.9,49.1,17.5,29.5,,,"1 c, 1 L",H,,
9000-12309,8/3/2006,0814,MCGC,TBE,BTLH,M,HY,3.7,48.1,17.5,29.5,5.0,,,H,,
9000-12310,8/3/2006,1834,MP1,TBE,BTLH,M,AHY,4.0,50.1,16.5,31.0,4.5,,,,,r5 white smudge at tip
