Band Number,Date,Time,Site,Bander,Species,Age,Sex,Mass,Wing Chord,Culmen,r1 Length,r5 Width,r1-5 Wear,Gorget,Throat,Grooves,Comments,Old Band Number
4100-08851,07/19/2010,13:57,KV1,FCE,BTLH,AHY,F,3.17,48.3,18.4,30.0,,,,,,,
4100-08852,07/19/2010,13:57,KV1,FCE,BTLH,AHY,F,3.5,51.5,18.8,33.0,,,,,,,
4100-08853,07/19/2010,13:57,KV1,FCE,BTLH,AHY,F,3.22,49.0,17.0,30.8,,,,,,,
4100-08854,07/19/2010,14:58,KV1,FCE,BTLH,AHY,F,3.74,51.2,19.1,31.0,,,,,,,
4100-08855,07/19/2010,16:36,KV1,FCE,RUHU,AHY,F,3.72,45.4,18.1,27.5,,,,,,,
4100-08856,07/19/2010,18:15,GNMTN,FCE,BTLH,AHY,M,3.58,50.2,18.2,32.8,,,,,,,
4100-08857,07/19/2010,18:58,GNMTN,FCE,RUHU,HY,F,3.26,45.5,17.0,27.0,,,,,,60% striation,
4100-08858,07/20/2010,7:42,MCGC,FCE,RUHU,AHY,F,3.2,43.3,17.2,26.0,,,,,,,
4100-08859,07/20/2010,7:42,MCGC,FCE,RUHU,AHY,F,3.6,44.6,16.6,26.0,,,,,,,
4100-08860,07/20/2010,8:37,MCGC,FCE,RUHU,AHY,F,3.1,45.3,17.9,27.1,,,,,,,
4100-08861,07/20/2010,8:48,MCGC,TBE,BTLH,AHY,M,3.3,,,,,,,,,,
4100-08862,07/20/2010,8:48,MCGC,TBE,RUHU,AHY,F,3.2,43.0,17.5,28.2,,,,,,,
4100-08863,07/21/2010,10:45,MP1,TBE,BTLH,AHY,M,3.95,50.0,17.9,32.3,,,,,,,
4100-08864,07/21/2010,11:50,MP1,FCE,BTLH,AHY,M,3.5,50.5,17.6,32.1,,,,,,,
4100-08865,07/21/2010,12:20,MP1,FCE,RUHU,AHY,F,3.76,43.9,17.5,27.2,,,,,,,
4100-08866,07/22/2010,6:00,MCGC,TBE,RUHU,AHY,F,3.5,43.5,17.0,26.5,,,,,,,
4100-08867,07/22/2010,12:23,HPK2,FCE,RUHU,AHY,F,3.28,42.9,17.5,27.5,,,,,,,
4100-08868,07/22/2010,6:45,MCGC,FCE,RUHU,AHY,F,4,44.2,18.4,26.0,,,,,,,
4100-08869,07/22/2010,7:30,MCGC,FCE,RUHU,AHY,F,4,44.3,18.1,27.2,,,,,,,
4100-08870,07/22/2010,7:56,MCGC,FCE,RUHU,AHY,F,3.6,44.5,17.7,27.5,,,,,,,
4100-08871,07/23/2010,6:40,MCGC,FCE,RUHU,AHY,F,3.9,44.0,18.3,27.0,,,,,,,
4100-08872,07/22/2010,13:30,HPK2,FCE,RUHU,HY,F,3.64,44.4,16.8,26.2,,,,,,60% striation,
4100-08873,07/23/2010,6:59,MCGC,FCE,RUHU,AHY,F,3.7,44.9,16.9,27.5,,,,,,,
4100-08874,07/23/2010,7:40,MCGC,FCE,BTLH,AHY,M,3.5,50.6,18.0,31.0,,,,,,,
4100-08875,07/23/2010,7:59,MCGC,FCE,RUHU,AHY,F,3.6,44.8,18.8,26.5,,,,,,,
4100-08876,07/24/2010,19:30,MCGC,FCE,RUHU,AHY,F,3.7,42.8,17.4,27.5,,,,,,,
4100-08877,07/24/2010,19:30,MCGC,FCE,RUHU,AHY,F,4.1,44.9,17.8,27.1,,,,,,,
4100-08878,07/25/2010,13:15,KV1,FCE,RUHU,AHY,F,3.92,42.9,18.0,24.5,,,,,,,
4100-08879,07/25/2010,14:41,GNMTN,FCE,RUHU,AHY,F,3.9,43.8,18.8,26.5,,,,,,,
4100-08880,07/25/2010,15:00,GNMTN,FCE,BTLH,AHY,M,4.04,50.8,19.9,31.2,,,,,,,
4100-08881,07/25/2010,17:52,HOLZ,FCE,RUHU,AHY,M,3.45,40.5,16.4,29.8,,,,,,,
4100-08882,07/25/2010,18:00,HOLZ,FCE,RUHU,HY,M,3.4,42.7,15.9,25.2,,,,,,5 g.f.c.,
4100-08883,07/26/2010,8:00,MCGC,FCE,RUHU,AHY,M,3.5,39.7,16.7,27.0,,,,,,,
4100-08884,07/26/2010,9:00,MCGC,FCE,RUHU,AHY,M,3.8,39.3,16.7,28.9,,,,,,,
4100-08885,07/26/2010,9:30,MCGC,FCE,RUHU,AHY,M,3.5,40.2,16.6,29.1,,,,,,,
4100-08886,07/26/2010,18:30,MP1,FCE,RUHU,AHY,M,3.5,40.0,17.0,27.0,,,,,,,
4100-08887,07/26/2010,18:55,MP1,FCE,RUHU,AHY,M,3.83,40.8,16.0,27.0,,,,,,,
4100-08888,07/30/2010,6:15,MCGC,FCE,RUHU,AHY,M,3.4,40.1,16.0,29.0,,,,,,,
4100-08889,07/30/2010,8:40,MCGC,FCE,RUHU,AHY,M,3.4,40.4,16.1,28.0,,,,,,,
4100-08890,07/30/2010,9:04,MCGC,FCE,RUHU,AHY,M,3.9,40.5,16.6,29.1,,,,,,,
4100-08891,07/22/2010,12:40,HPK2,FCE,BTLH,AHY,M,2.94,49.7,16.7,30.8,,,,,,5.8 mm band too large,
4100-08892,07/22/2010,19:19,CC3,FCE,RUHU,AHY,M,3.74,40.4,16.8,29.0,,,,,,,
4100-08893,07/23/2010,6:24,MCGC,TBE,RUHU,AHY,M,3.2,40.0,15.4,28.0,,,,,,,
4100-08894,07/23/2010,6:59,MCGC,TBE,RUHU,AHY,M,3.3,39.7,15.6,26.5,,,,,,,
4100-08895,07/23/2010,7:08,MCGC,TBE,RUHU,AHY,M,3.9,38.9,16.2,30.0,,,,,,,
4100-08896,07/23/2010,7:08,MCGC,FCE,RUHU,AHY,M,3.1,40.8,16.0,28.1,,,,,,,
4100-08897,07/23/2010,7:40,MCGC,FCE,RUHU,AHY,M,3.4,39.9,16.0,27.4,,,,,,,
4100-08898,07/24/2010,19:53,MCGC,FCE,RUHU,AHY,M,3.9,40.6,17.0,28.0,,,,,,,
4100-08899,07/27/2010,6:58,MCGC,FCE,RUHU,AHY,M,3.5,40.8,16.1,29.0,,,,,,,
4100-08900,07/31/2010,8:45,MCGC,FCE,RUHU,AHY,M,3.5,40.1,16.2,28.0,,,,,,,
4100-08901,07/10/2010,11:49,CC3,FCE,BTLH,AHY,F,3.87,51.8,18.0,29.5,,,,,,,
4100-08902,07/11/2010,16:15,KV1,FCE,BTLH,AHY,F,4.23,51.6,18.8,31.8,,,,,,,
4100-08903,07/11/2010,17:20,GNMTN,FCE,BTLH,AHY,F,3.7,51.5,18.2,30.2,,,,,,,
4100-08904,07/11/2010,17:33,GNMTN,FCE,BTLH,AHY,F,3.5,50.7,19.1,31.0,,,,,,,
4100-08905,07/11/2010,17:33,GNMTN,FCE,BTLH,AHY,F,4.11,50.4,19.2,30.0,,,,,,,
4100-08906,07/11/2010,17:33,GNMTN,FCE,BTLH,AHY,F,3.52,50.8,18.4,30.2,,,,,,,
4100-08907,07/11/2010,17:33,GNMTN,FCE,BTLH,AHY,F,4,49.6,19.2,30.0,,,,,,,
4100-08908,07/11/2010,17:33,GNMTN,FCE,BTLH,AHY,F,3.67,52.0,19.0,31.4,,,,,,,
4100-08909,07/11/2010,17:52,GNMTN,FCE,BTLH,AHY,F,3.52,50.1,19.2,30.0,,,,,,,
4100-08910,07/11/2010,18:00,GNMTN,TBE,BTLH,AHY,F,3.6,49.9,19.5,32.5,,,,,,,
4100-08911,07/11/2010,18:00,GNMTN,TBE,BTLH,AHY,F,3.66,50.5,19.8,29.6,,,,,,,
4100-08912,07/11/2010,18:00,GNMTN,TBE,BTLH,AHY,F,3.79,50.2,18.5,31.0,,,,,,,
4100-08913,07/11/2010,18:15,GNMTN,FCE,BTLH,AHY,F,3.72,50.4,18.8,29.5,,,,,,E6,
4100-08914,07/11/2010,18:15,GNMTN,FCE,BTLH,AHY,F,5.3,51.3,18.8,30.0,,,,,,E9,
4100-08915,07/11/2010,18:34,GNMTN,FCE,BTLH,AHY,F,3.54,51.4,18.8,30.0,,,,,,,
4100-08916,07/11/2010,18:38,GNMTN,FCE,BTLH,AHY,F,3.77,51.5,19.6,32.0,,,,,,,
4100-08917,07/12/2010,11:24,GC1,FCE,BTLH,AHY,F,3.5,50.8,18.6,29.6,,,,,,,
4100-08918,07/14/2010,6:12,MCGC,FCE,BTLH,AHY,F,3.5,50.6,19.0,30.0,,,,,,,
4100-08919,07/14/2010,6:25,MCGC,FCE,BTLH,AHY,F,3.4,51.0,18.3,29.0,,,,,,,
4100-08920,07/14/2010,6:25,MCGC,TBE,BTLH,AHY,F,3.4,49.9,18.5,31.0,,,,,,,
4100-08921,07/14/2010,6:52,MCGC,TBE,BTLH,AHY,F,,51.4,17.7,30.5,,,,,,,
4100-08922,07/14/2010,7:20,MCGC,FCE,BTLH,AHY,F,3.6,50.1,18.2,30.0,,,,,,,
4100-08923,07/14/2010,8:00,MCGC,FCE,BTLH,AHY,F,3.7,50.4,20.1,30.0,,,,,,,
4100-08924,07/14/2010,8:00,MCGC,TBE,BTLH,AHY,F,4,47.7,18.0,30.0,,,,,,,
4100-08925,07/14/2010,8:00,MCGC,FCE,BTLH,AHY,F,3.8,50.8,19.5,29.5,,,,,,,
4100-08926,07/10/2010,12:25,CC3,FCE,BTLH,AHY,M,3.3,50.5,16.9,33.0,,,,,,,
4100-08927,07/11/2010,10:01,HOLZ,FCE,RUHU,AHY,M,3.36,41.2,16.2,28.8,,,,,,,
4100-08928,07/11/2010,10:01,HOLZ,FCE,RUHU,AHY,M,3.4,40.3,17.0,30.0,,,,,,,
4100-08929,07/11/2010,11:45,HOLZ,FCE,RUHU,AHY,M,3.72,40.8,15.5,28.2,,,,,,,
4100-08930,07/11/2010,15:45,KV1,FCE,RUHU,AHY,M,3.33,40.8,16.3,28.6,,,,,,,
4100-08931,07/14/2010,12:02,MCGC,FCE,RUHU,AHY,M,3.5,40.6,16.1,29.0,,,,,,,
4100-08932,07/14/2010,12:20,MCGC,FCE,RUHU,AHY,M,3.3,40.7,16.2,28.2,,,,,,,
4100-08933,07/14/2010,12:20,MCGC,FCE,RUHU,AHY,M,3.6,39.6,16.9,29.0,,,,,,,
4100-08934,07/15/2010,17:45,MCGC,TBE,RUHU,AHY,M,3.8,40.6,16.0,28.5,,,,,,,
4100-08935,07/16/2010,7:33,MCGC,TBE,RUHU,AHY,M,3.8,40.4,17.0,26.0,,,,,,,
4100-08936,07/14/2010,6:52,MCGC,FCE,RUHU,AHY,M,3.6,39.7,16.2,28.0,,,,,,,
4100-08937,07/14/2010,7:12,MCGC,FCE,RUHU,AHY,M,3.5,40.0,16.0,29.0,,,,,,,
4100-08938,07/14/2010,7:53,MCGC,FCE,RUHU,AHY,M,3.2,41.5,15.6,28.5,,,,,,,
4100-08939,07/14/2010,8:55,MCGC,FCE,RUHU,AHY,M,3.6,39.5,15.9,29.1,,,,,,,
4100-08940,07/14/2010,11:50,MCGC,FCE,RUHU,AHY,M,3.4,39.7,17.0,29.0,,,,,,,
4100-08941,07/10/2010,19:56,MCGC,FCE,BTLH,AHY,F,3.2,49.3,18.8,30.1,,,,,,,
4100-08942,07/10/2010,19:56,MCGC,FCE,BTLH,AHY,F,3.5,50.2,17.2,30.8,,,,,,,
4100-08943,07/11/2010,10:35,HOLZ,FCE,BTLH,AHY,F,3.6,50.0,18.0,31.0,,,,,,,
4100-08944,07/11/2010,10:35,HOLZ,FCE,BTLH,AHY,F,3.44,50.8,19.0,30.5,,,,,,,
4100-08945,07/11/2010,11:36,HOLZ,FCE,BTLH,AHY,F,3.43,51.3,18.1,30.1,,,,,,,
4100-08946,07/11/2010,11:55,HOLZ,FCE,BTLH,AHY,F,4.17,49.9,18.1,29.6,,,,,,,
4100-08947,07/11/2010,14:50,KV1,FCE,BTLH,AHY,F,3.93,50.7,18.1,30.0,,,,,,,
4100-08948,07/11/2010,15:10,KV1,FCE,BTLH,AHY,F,3.54,49.8,18.0,30.1,,,,,,,
4100-08949,07/11/2010,15:10,KV1,FCE,BTLH,AHY,F,3.7,48.9,18.3,30.3,,,,,,,
4100-08950,07/11/2010,16:09,KV1,FCE,BTLH,AHY,F,3.64,50.8,18.2,,,,,,,,
4100-08951,07/14/2010,12:15,MCGC,FCE,BTLH,AHY,F,4.2,50.2,18.8,30.2,,,,,,,
4100-08952,07/14/2010,8:55,MCGC,TBE,BTLH,AHY,F,3.4,49.7,18.2,30.0,,,,,,,
4100-08953,07/14/2010,12:20,MCGC,FCE,BTLH,AHY,F,3.9,50.1,19.1,31.0,,,,,,,
4100-08954,07/14/2010,12:20,MCGC,FCE,BTLH,AHY,F,3.8,50.2,19.3,28.8,,,,,,,
4100-08955,07/14/2010,12:45,MCGC,FCE,BTLH,AHY,F,4,50.1,19.3,30.5,,,,,,,
4100-08956,07/15/2010,5:55,MCGC,FCE,BTLH,AHY,F,3.6,51.4,18.4,30.8,,,,,,,
4100-08957,07/15/2010,6:12,MCGC,FCE,BTLH,AHY,F,3.3,49.4,19.3,28.6,,,,,,,
4100-08958,07/15/2010,6:28,MCGC,FCE,BTLH,AHY,F,3.8,48.9,19.0,29.5,,,,,,,
4100-08959,07/15/2010,6:35,MCGC,FCE,BTLH,AHY,F,3.3,50.1,18.3,30.0,,,,,,,
4100-08960,07/15/2010,6:58,MCGC,FCE,BTLH,AHY,F,3.4,50.3,18.2,30.8,,,,,,,
4100-08961,07/15/2010,5:55,MCGC,TBE,RUHU,AHY,M,3.5,39.2,15.9,28.0,,,,,,,
4100-08962,07/15/2010,6:45,MCGC,FCE,RUHU,AHY,M,3.4,39.7,17.4,27.1,,,,,,,
4100-08963,07/15/2010,14:30,MCGC,TBE,RUHU,AHY,M,3.4,40.3,16.4,28.0,,,,,,,
4100-08964,07/15/2010,18:05,MCGC,TBE,RUHU,AHY,M,4,40.2,17.1,28.0,,,,,,,
4100-08965,07/18/2010,9:00,MCGC,FCE,RUHU,AHY,M,3.6,40.4,17.1,28.0,,,,,,,
4100-08966,07/19/2010,16:25,KV1,FCE,RUHU,AHY,M,3.77,40.7,17.2,29.0,,,,,,,
4100-08967,07/20/2010,8:15,MCGC,TBE,RUHU,AHY,M,3.5,,,,,,,,,,
4100-08968,07/20/2010,8:15,MCGC,TBE,RUHU,AHY,M,3.7,,,,,,,,,,
4100-08969,07/20/2010,9:10,MCGC,FCE,RUHU,AHY,M,3.4,42.6,17.0,29.0,,,,,,,
4100-08970,07/22/2010,9:45,MCGC,FCE,RUHU,AHY,M,3.5,40.1,17.0,28.8,,,,,,,
4100-08971,07/16/2010,7:37,MCGC,TBE,RUHU,AHY,M,,40.0,16.7,28.0,,,,,,,
4100-08972,07/17/2010,10:10,MCGC,TBE,RUHU,AHY,M,3.3,39.4,16.4,29.0,,,,,,,
4100-08973,07/17/2010,20:12,MCGC,FCE,RUHU,AHY,M,3.6,40.2,16.2,27.2,,,,,,,
4100-08974,07/18/2010,7:00,MCGC,FCE,RUHU,AHY,M,3.7,40.2,16.0,28.1,,,,,,,
4100-08975,07/18/2010,7:00,MCGC,FCE,RUHU,AHY,M,3.7,40.1,15.7,29.2,,,,,,,
4100-08976,07/18/2010,7:00,MCGC,FCE,RUHU,AHY,M,3.2,39.9,17.0,28.2,,,,,,,
4100-08977,07/19/2010,17:50,GNMTN,FCE,RUHU,HY,M,,42.5,15.8,25.5,,,,,,11 g.f.,
4100-08978,07/19/2010,19:10,GNMTN,FCE,RUHU,AHY,M,3.5,39.8,16.0,28.9,,,,,,,
4100-08979,07/21/2010,12:10,MP1,FCE,RUHU,AHY,M,3.73,39.9,16.8,27.9,,,,,,,
4100-08980,07/22/2010,9:30,MCGC,FCE,RUHU,AHY,M,3.4,40.5,17.1,28.3,,,,,,,
4100-08981,07/15/2010,6:12,MCGC,FCE,BTLH,AHY,M,3.5,51.5,18.5,32.6,,,,,,,
4100-08982,07/15/2010,6:35,MCGC,FCE,BTLH,AHY,M,3.4,48.2,17.3,32.5,,,,,,,
4100-08983,07/15/2010,8:05,MCGC,FCE,RUHU,AHY,F,3.6,43.8,17.0,27.0,,,,,,,
4100-08984,07/17/2010,7:10,MCGC,FCE,BTLH,AHY,M,3.6,50.5,18.4,30.0,,,,,,,
4100-08985,07/17/2010,7:55,MCGC,TBE,RUHU,AHY,F,3.6,42.1,17.0,26.9,,,,,,,
4100-08986,07/19/2010,14:45,KV1,FCE,BTLH,AHY,M,3.06,48.4,16.9,31.8,,,,,,,
4100-08987,07/19/2010,15:15,KV1,FCE,RUHU,HY,F,3.52,45.6,17.0,26.6,,,,,,4 g.f.,
4100-08988,07/19/2010,19:10,GNMTN,FCE,BTLH,AHY,M,3.49,48.0,16.9,31.8,,,,,,,
4100-08989,07/20/2010,7:40,MCGC,TBE,RUHU,AHY,F,3.6,,,,,,,,,,
4100-08990,07/20/2010,7:40,MCGC,TBE,RUHU,AHY,F,3.6,,,,,,,,,,
4100-08991,07/15/2010,6:58,MCGC,TBE,BTLH,AHY,F,3.4,49.7,18.0,29.0,,,,,,,
4100-08992,07/15/2010,7:20,MCGC,FCE,BTLH,AHY,F,3.6,49.2,18.9,30.0,,,,,,,
4100-08993,07/15/2010,7:27,MCGC,FCE,BTLH,AHY,F,3.5,51.6,19.0,30.5,,,,,,,
4100-08994,07/16/2010,6:46,MCGC,FCE,BTLH,AHY,F,3.1,47.5,18.2,28.5,,,,,,,
4100-08995,07/17/2010,7:10,MCGC,TBE,RUHU,AHY,F,4.4,,,,,,,,,,
4100-08996,07/16/2010,7:38,MCGC,FCE,BTLH,AHY,F,3.4,49.2,19.3,31.0,,,,,,,
4100-08997,07/16/2010,7:50,MCGC,FCE,BTLH,AHY,F,3.8,50.2,19.2,30.0,,,,,,,
4100-08998,07/16/2010,7:50,MCGC,FCE,BTLH,AHY,F,3.8,49.1,18.0,29.3,,,,,,,
4100-08999,07/17/2010,6:50,MCGC,FCE,BTLH,AHY,F,3.3,50.2,18.9,30.6,,,,,,,
4100-09000,07/17/2010,7:20,MCGC,TBE,BTLH,AHY,F,3.2,48.9,17.0,31.0,,,,,,,
4100-58501,08/02/2010,12:10,MP1,TBE,BTLH,AHY,F,3.22,48.1,18.1,31.0,,,,,,,
4100-58502,08/02/2010,12:10,MP1,TBE,BTLH,HY,F,3.33,49.8,16.6,31.0,,,,,,,
4100-58503,08/02/2010,12:12,MP1,FCE,BTLH,AHY,F,3.53,50.6,18.2,31.8,,,,,,,
4100-58504,08/02/2010,12:12,MP1,TBE,BTLH,HY,F,4.16,48.3,18.5,30.0,,,,,,,
4100-58505,08/03/2010,9:25,MP1,FCE,BTLH,AHY,F,3.6,51.8,18.9,31.0,,,,,,,
4100-58506,08/03/2010,9:40,MP1,FCE,BTLH,HY,F,3.81,50.3,17.8,30.2,,,,,,,
4100-58507,08/03/2010,9:40,MP1,FCE,BTLH,AHY,F,3.74,49.2,18.8,30.0,,,,,,,
4100-58508,08/03/2010,9:40,MP1,FCE,BTLH,AHY,F,3.22,49.4,18.8,30.3,,,,,,,
4100-58509,08/03/2010,10:18,MP1,FCE,BTLH,AHY,F,3.87,50.6,20.1,31.6,,,,,,,
4100-58510,08/03/2010,10:18,MP1,FCE,BTLH,AHY,F,3.56,50.9,19.8,29.8,,,,,,,
4100-58511,07/31/2010,14:12,HPK2,FCE,BTLH,AHY,F,3.92,49.7,19.8,30.0,,,,,,,
4100-58512,08/01/2010,13:17,GNMTN,FCE,BTLH,AHY,F,3.35,50.3,18.2,29.0,,,,,,,
4100-58513,08/01/2010,13:30,GNMTN,FCE,BTLH,HY,F,4.05,49.9,18.2,30.1,,,,,,,
4100-58514,08/01/2010,13:50,GNMTN,FCE,BTLH,AHY,F,3.77,49.7,19.4,30.2,,,,,,,
4100-58515,08/01/2010,14:00,GNMTN,FCE,BTLH,AHY,F,4.16,51.8,19.3,31.0,,,,,,,
4100-58516,08/01/2010,14:00,GNMTN,FCE,BTLH,AHY,F,3.6,49.3,19.2,31.5,,,,,,,
4100-58517,08/01/2010,14:35,GNMTN,FCE,BTLH,AHY,F,4.16,52.3,17.5,30.2,,,,,,,
4100-58518,08/01/2010,14:50,GNMTN,FCE,BTLH,AHY,F,3.8,50.0,19.6,29.8,,,,,,,
4100-58519,08/02/2010,10:45,MP1,FCE,BTLH,AHY,F,3.67,49.8,19.0,29.0,,,,,,,
4100-58520,08/02/2010,10:45,MP1,TBE,BTLH,AHY,F,3.6,49.6,17.2,29.0,,,,,,,
4100-58521,08/03/2010,9:45,MP1,FCE,BTLH,AHY,F,4.69,50.7,18.2,32.0,,,,,,,
4100-58522,08/02/2010,10:45,MP1,FCE,BTLH,AHY,F,3.65,50.2,18.7,31.0,,,,,,,
4100-58523,08/02/2010,10:45,MP1,FCE,BTLH,AHY,F,3.66,50.6,18.2,30.0,,,,,,,
4100-58524,08/02/2010,10:50,MP1,FCE,BTLH,AHY,F,3.69,50.9,19.2,31.5,,,,,,,
4100-58525,08/02/2010,10:50,MP1,TBE,BTLH,AHY,F,3.3,49.0,19.2,30.5,,,,,,,
4100-58526,08/02/2010,11:15,MP1,TBE,BTLH,HY,F,3.5,47.6,18.1,30.0,,,,,,,
4100-58527,08/02/2010,12:00,MP1,FCE,BTLH,AHY,F,3.5,50.1,18.0,31.0,,,,,,,
4100-58528,08/02/2010,12:00,MP1,TBE,BTLH,AHY,F,3.24,49.8,18.3,29.5,,,,,,,
4100-58529,08/02/2010,11:49,MP1,FCE,BTLH,AHY,F,3.71,49.7,18.4,31.0,,,,,,,
4100-58530,08/02/2010,12:10,MP1,FCE,BTLH,HY,F,3.64,49.6,18.9,29.2,,,,,,,
4100-58531,07/31/2010,8:30,MCGC,FCE,CAHU,AHY,F,3.1,43.1,15.9,21.6,,,,,,,
4100-58532,08/03/2010,12:35,MCGC,TBE,CAHU,AHY,F,3.6,41.9,15.2,21.0,,,,,,,
4100-58533,07/31/2010,19:01,CC3,FCE,CAHU,AHY,F,3.2,42.2,15.8,20.2,,,,,,,
4100-58535,08/12/2010,18:45,MP1,FCE,CAHU,HY,M,2.97,41.2,14.1,15.5,,,,,,,
4100-58536,08/03/2010,7:40,MCGC,FCE,CAHU,AHY,F,2.9,41.7,15.0,21.2,,,,,,,
4100-58537,08/04/2010,7:40,MCGC,FCE,CAHU,AHY,F,3,40.9,16.1,21.5,,,,,,,
4100-58538,08/06/2010,7:58,MCGC,FCE,CAHU,AHY,F,3,41.8,15.2,20.5,,,,,,,
4100-58539,08/13/2010,12:09,GNMTN,FCE,CAHU,AHY,F,2.8,44.0,15.0,21.2,,,,,,,
4100-58541,08/06/2010,7:03,MCGC,FCE,RUHU,HY,M,3.9,43.0,16.8,28.0,,,,,,9 g.f.c.,
4100-58542,08/06/2010,16:10,KV1,TBE,RUHU,HY,M,3.42,43.2,17.1,27.2,,,,,,"1 g.f.c., 90% striation",
4100-58543,08/07/2010,14:35,HPK2,FCE,RUHU,HY,M,3.45,43.1,17.0,26.8,,,,,,"4 g.f.c., 80% striation",
4100-58544,08/12/2010,8:15,MCGC,FCE,RUHU,HY,M,3.3,41.9,17.1,26.0,,,,,,7 g.f.,
4100-58545,08/13/2010,9:25,MCGC,TBE,RUHU,HY,M,3.7,42.4,16.3,26.8,,,,,,"5 g.f., 65% striation",
4100-58546,08/09/2010,10:33,MCGC,FCE,RUHU,HY,M,4.2,42.8,17.9,26.2,,,,,,3 g.f..,
4100-58547,08/13/2010,10:32,GNMTN,FCE,RUHU,HY,M,3.12,41.8,16.0,26.2,,,,,,"4 g.f., 80% striation",
4100-58548,08/12/2010,18:11,MP1,FCE,RUHU,HY,M,4.17,43.2,16.9,26.8,,,,,,"5 g.f.c, 90% striation",
4100-58549,08/12/2010,18:34,MP1,FCE,RUHU,HY,M,3.38,43.4,16.9,26.8,,,,,,"3 g.f.c, 90% striation",
4100-58550,08/13/2010,17:58,KV1,FCE,RUHU,HY,M,3.69,42.1,16.2,26.2,,,,,,,
4100-58551,07/30/2010,6:40,MCGC,FCE,RUHU,AHY,F,4.1,44.0,18.4,28.0,,,,,,,
4100-58552,07/30/2010,6:50,MCGC,FCE,BTLH,HY,M,3.5,49.7,17.6,28.8,,,,,,,
4100-58553,07/30/2010,7:30,MCGC,FCE,BTLH,HY,M,3.3,49.0,17.3,29.2,,,,,,,
4100-58554,07/30/2010,7:45,MCGC,FCE,RUHU,AHY,F,3.2,43.4,17.1,26.5,,,,,,,
4100-58555,07/30/2010,7:55,MCGC,TBE,RUHU,AHY,F,3.9,,,,,,,,,,
4100-58556,07/30/2010,8:10,MCGC,FCE,RUHU,AHY,F,3.5,43.7,18.1,26.0,,,,,,,
4100-58557,07/30/2010,8:25,MCGC,FCE,BTLH,HY,M,3.5,50.3,16.9,30.9,,,,,,,
4100-58558,07/31/2010,14:18,HPK2,FCE,BTLH,AHY,M,3.32,49.6,19.2,31.0,,,,,,,
4100-58559,07/31/2010,15:25,MP1,FCE,BTLH,HY,M,3.69,49.3,17.1,28.8,,,,,,,
4100-58560,08/01/2010,14:15,GNMTN,FCE,RUHU,AHY,M,3.55,40.5,16.7,27.8,,,,,,,
4100-58561,07/31/2010,18:46,CC3,FCE,RUHU,AHY,F,3.8,44.6,17.6,26.8,,,,,,,
4100-58562,07/31/2010,19:36,CC3,FCE,BTLH,AHY,M,4.15,49.9,17.9,29.0,,,,,,,
4100-58563,08/01/2010,12:54,GNMTN,FCE,RUHU,AHY,F,3.47,44.2,17.8,26.5,,,,,,,
4100-58564,08/01/2010,13:04,GNMTN,FCE,RUHU,AHY,F,3.3,43.9,17.1,28.9,,,,,,,
4100-58565,08/01/2010,13:30,GNMTN,FCE,RUHU,HY,F,3.8,45.7,18.1,27.0,,,,,,80% striation,
4100-58566,08/01/2010,14:45,GNMTN,FCE,RUHU,AHY,F,3.1,44.5,16.6,27.0,,,,,,,
4100-58567,08/02/2010,10:50,MP1,FCE,BTLH,AHY,M,3.3,49.8,17.2,31.2,,,,,,,
4100-58568,08/02/2010,11:49,MP1,FCE,BTLH,HY,M,3.68,49.7,17.0,30.0,,,,,,,
4100-58569,08/02/2010,11:49,MP1,TBE,BTLH,HY,M,3.65,48.1,17.1,28.0,,,,,,,
4100-58570,08/03/2010,10:00,MP1,FCE,BTLH,AHY,M,3.8,49.9,18.0,31.0,,,,,,,
4100-58571,07/27/2010,6:58,MCGC,TBE,BTLH,AHY,F,3.7,48.5,18.0,30.5,,,,,,,
4100-58572,07/27/2010,7:25,MCGC,FCE,BTLH,AHY,F,3.8,51.0,18.1,29.7,,,,,,,
4100-58573,07/27/2010,11:50,HPK2,FCE,BTLH,AHY,F,3.52,51.4,19.0,32.0,,,,,,,
4100-58574,07/27/2010,12:21,HPK2,FCE,BTLH,AHY,F,3.43,51.6,19.0,30.3,,,,,,,
4100-58575,07/27/2010,12:40,HPK2,FCE,BTLH,AHY,F,3.57,49.9,19.0,30.0,,,,,,,
4100-58576,07/28/2010,6:25,MCGC,FCE,BTLH,AHY,F,3.4,50.6,19.0,30.0,,,,,,,
4100-58577,07/28/2010,6:45,MCGC,FCE,BTLH,AHY,F,3.4,51.1,18.8,30.0,,,,,,,
4100-58578,07/28/2010,6:50,MCGC,FCE,BTLH,AHY,F,4.2,50.5,19.8,29.2,,,,,,,
4100-58579,07/28/2010,6:50,MCGC,FCE,BTLH,AHY,F,3.3,49.8,,,,,,,,"pine pitch, toes stuck together, cleaned leg and toes",410008559
4100-58580,07/28/2010,6:50,MCGC,TBE,BTLH,AHY,F,3.6,50.8,18.7,32.0,,,,,,,
4100-58581,07/28/2010,7:24,MCGC,FCE,BTLH,AHY,F,4,50.6,17.7,31.0,,,,,,,
4100-58582,07/28/2010,7:37,MCGC,FCE,BTLH,AHY,F,3.6,49.8,17.1,28.5,,,,,,,
4100-58583,07/28/2010,7:50,MCGC,FCE,BTLH,AHY,F,3.9,49.1,17.6,30.0,,,,,,,
