"","UBI_band","band_status","year","fixed_sex","site"
"2969","3100-42464","R",2009,"F","KV1"
"2970","3100-42474","R",2009,"F","GNMTN"
"2971","3100-42478","R",2009,"F","MCGC"
"2972","3100-42489","R",2009,"F","MP1"
"2973","3100-42491","R",2009,"F","MCGC"
"2974","3100-42493","R",2009,"F","MP1"
"2975","3100-42496","R",2009,"F","MP1"
"2976","3100-42498","R",2009,"F","MP1"
"2977","3100-42511","R",2009,"F","MCGC"
"2978","3100-42512","R",2009,"F","MCGC"
"2979","3100-42515","R",2009,"F","MCGC"
"2980","3100-42516","R",2009,"F","HOLZ"
"2981","3100-42528","R",2009,"F","MCGC"
"2982","3100-42529","R",2009,"F","MCGC"
"2983","3100-42533","R",2009,"F","MCGC"
"2984","3100-42534","R",2009,"F","MCGC"
"2985","3100-42536","R",2009,"F","MCGC"
"2986","3100-42544","R",2009,"F","MCGC"
"2987","3100-42546","R",2009,"F","MCGC"
"2988","3100-42550","R",2009,"F","KV1"
"2989","3100-42601","R",2009,"F","HOLZ"
"2990","3100-42604","R",2009,"F","HOLZ"
"2991","3100-42608","R",2009,"F","MCGC"
"2992","3100-42611","R",2009,"F","MCGC"
"2993","3100-42646","R",2009,"F","GNMTN"
"2994","3100-42650","R",2009,"M","MCGC"
"2995","3100-42651","R",2009,"M","MP1"
"2996","3100-42698","R",2009,"F","KV1"
"2997","3100-42704","R",2009,"M","MP1"
"2998","3100-42713","R",2009,"F","MCGC"
"2999","3100-42722","R",2009,"F","MP1"
"3000","3100-42723","R",2009,"F","MP1"
"3001","3100-42724","R",2009,"F","MP1"
"3002","3100-42734","R",2009,"F","MCGC"
"3003","3100-42737","R",2009,"F","MP1"
"3004","3100-42749","R",2009,"M","MP1"
"3005","3100-42751","R",2009,"F","HOLZ"
"3006","3100-42754","R",2009,"F","HOLZ"
"3007","3100-42755","R",2009,"F","HOLZ"
"3008","3100-42762","R",2009,"F","MP1"
"3009","3100-42801","R",2009,"F","GNMTN"
"3010","3100-42819","R",2009,"F","HOLZ"
"3011","3100-42820","R",2009,"F","HOLZ"
"3012","3100-42822","R",2009,"F","HOLZ"
"3013","3100-42840","R",2009,"M","MCGC"
"3014","3100-42879","R",2009,"F","MCGC"
"3015","3100-42893","R",2009,"F","KV1"
"3016","3100-42900","R",2009,"M","MCGC"
"3017","4100-07807","R",2009,"F","MP1"
"3018","4100-07808","R",2009,"M","MP1"
"3019","4100-07831","R",2009,"M","MP1"
"3020","4100-07835","R",2009,"M","HPK1"
"3021","4100-07880","R",2009,"M","MCGC"
"3022","4100-08058","R",2009,"F","MP1"
"3023","4100-08484","R",2010,"F","MCGC"
"3024","4000-47664","R",2010,"F","MP1"
"3025","3100-42459","R",2010,"F","MCGC"
"3026","3100-41814","R",2010,"F","MP1"
"3027","4100-58824","R",2010,"F","MP1"
"3028","5000-96894","R",2010,"F","MCGC"
"3029","6000-23631","R",2010,"F","KV1"
"3030","6000-23646","R",2010,"F","GNMTN"
"3031","6000-23679","R",2010,"F","MCGC"
"3032","6000-23792","R",2010,"F","MCGC"
"3033","4100-08315","R",2010,"F","MP1"
"3034","4100-08685","R",2010,"F","MP1"
"3035","6000-53739","R",2010,"F","MP1"
"3036","6000-53773","R",2010,"F","GNMTN"
"3037","6000-53816","R",2010,"F","MP1"
"3038","6000-53887","R",2010,"F","MP1"
"3039","6000-80924","R",2010,"F","CC3"
"3040","4100-08367","R",2010,"F","MCGC"
"3041","6000-81059","R",2010,"F","MCGC"
"3042","9000-11809","R",2010,"F","HOLZ"
"3043","3100-41563","R",2010,"M","MCGC"
"3044","9000-11842","R",2010,"M","MCGC"
"3045","9000-11902","R",2010,"F","KV1"
"3046","9000-91152","R",2010,"F","MCGC"
"3047","9000-11950","R",2010,"F","GNMTN"
"3048","9000-11988","R",2010,"F","MCGC"
"3049","9000-11994","R",2010,"F","MCGC"
"3050","9000-90668","R",2010,"F","MCGC"
"3051","9000-12013","R",2010,"F","MCGC"
"3052","9000-12025","R",2010,"F","MP1"
"3053","9000-12041","R",2010,"F","MCGC"
"3054","3100-41757","R",2010,"F","HOLZ"
"3055","9000-12257","R",2010,"F","MCGC"
"3056","9000-12317","R",2010,"F","HOLZ"
"3057","9000-12414","R",2010,"F","MCGC"
"3058","9000-12430","R",2010,"F","MP1"
"3059","9000-12435","R",2010,"F","MP1"
"3060","9000-12439","R",2010,"F","MCGC"
"3061","9000-12520","R",2010,"F","HPK1"
"3062","9000-12558","R",2010,"M","MCGC"
"3063","9000-12564","R",2010,"F","MCGC"
"3064","9000-12585","R",2010,"M","HPK1"
"3065","9000-39020","R",2010,"M","MP1"
"3066","9000-39030","R",2010,"M","HPK1"
"3067","9000-39072","R",2010,"M","MCGC"
"3068","9000-39075","R",2010,"M","MCGC"
"3069","9000-39127","R",2010,"M","MCGC"
"3070","9000-39133","R",2010,"M","MCGC"
"3071","9000-39212","R",2010,"F","HPK1"
"3072","4100-08571","R",2010,"F","HPK1"
"3073","9000-90316","R",2010,"F","MCGC"
"3074","9000-39282","R",2010,"F","MP1"
"3075","9000-39307","R",2010,"F","MCGC"
"3076","9000-39369","R",2010,"F","MP1"
"3077","9000-39380","R",2010,"F","MCGC"
"3078","4100-08644","R",2010,"F","MP1"
"3079","9000-39405","R",2010,"F","HPK1"
"3080","9000-39412","R",2010,"F","KV1"
"3081","9000-39413","R",2010,"F","KV1"
"3082","9000-39426","R",2010,"F","GNMTN"
"3083","9000-39464","R",2010,"F","MCGC"
"3084","9000-39480","R",2010,"F","HOLZ"
"3085","9000-39490","R",2010,"F","HOLZ"
"3086","9000-39493","R",2010,"F","HOLZ"
"3087","9000-39515","R",2010,"F","MCGC"
"3088","9000-39541","R",2010,"F","MCGC"
"3089","9000-39570","R",2010,"F","HPK1"
"3090","9000-39571","R",2010,"F","HPK1"
"3091","9000-39573","R",2010,"F","HPK1"
"3092","9000-39579","R",2010,"F","MCGC"
"3093","9000-39583","R",2010,"F","WC1"
"3094","9000-39586","R",2010,"F","MCGC"
"3095","9000-39592","R",2010,"F","HPK1"
"3096","9000-39595","R",2010,"F","HPK1"
"3097","9000-39646","R",2010,"M","MP1"
"3098","9000-39708","R",2010,"M","HOLZ"
"3099","9000-39810","R",2010,"F","MCGC"
"3100","9000-39814","R",2010,"F","HOLZ"
"3101","9000-39815","R",2010,"F","HOLZ"
"3102","9000-39816","R",2010,"F","HOLZ"
"3103","9000-39817","R",2010,"F","HOLZ"
"3104","9000-39822","R",2010,"F","KV1"
"3105","9000-39837","R",2010,"F","MCGC"
"3106","9000-39860","R",2010,"F","MP1"
"3107","9000-39863","R",2010,"F","HPK1"
"3108","9000-39872","R",2010,"F","HPK1"
"3109","9000-39873","R",2010,"F","HPK1"
"3110","9000-39877","R",2010,"F","HPK1"
"3111","9000-39881","R",2010,"F","GNMTN"
"3112","9000-39890","R",2010,"F","GNMTN"
"3113","4100-08151","R",2010,"F","KV1"
"3114","9000-39907","R",2010,"F","MCGC"
"3115","9000-39943","R",2010,"F","KV1"
"3116","9000-39947","R",2010,"F","HOLZ"
"3117","3100-42079","R",2010,"F","MCGC"
"3118","9000-39970","R",2010,"F","MCGC"
"3119","9000-39976","R",2010,"F","MP1"
"3120","9000-39995","R",2010,"F","GNMTN"
"3121","9000-40058","R",2010,"F","MP1"
"3122","9000-40135","R",2010,"F","MCGC"
"3123","9000-40150","R",2010,"M","MP1"
"3124","9000-40167","R",2010,"F","HPK1"
"3125","9000-40183","R",2010,"M","HPK1"
"3126","9000-40187","R",2010,"F","HPK1"
"3127","9000-89925","R",2010,"M","HOLZ"
"3128","9000-89926","R",2010,"M","HOLZ"
"3129","9000-89927","R",2010,"M","HOLZ"
"3130","9000-89941","R",2010,"M","MCGC"
"3131","9000-89944","R",2010,"M","GNMTN"
"3132","9000-89948","R",2010,"M","GNMTN"
"3133","9000-89960","R",2010,"M","MP1"
"3134","9000-89966","R",2010,"M","HOLZ"
"3135","9000-89970","R",2010,"M","HOLZ"
"3136","9000-89980","R",2010,"M","MCGC"
"3137","9000-89983","R",2010,"M","MCGC"
"3138","9000-90097","R",2010,"F","HOLZ"
"3139","9000-90098","R",2010,"F","MCGC"
"3140","9000-90126","R",2010,"F","MP1"
"3141","9000-90129","R",2010,"F","GNMTN"
"3142","9000-90141","R",2010,"F","GNMTN"
"3143","9000-90143","R",2010,"F","GNMTN"
"3144","9000-90146","R",2010,"F","KV1"
"3145","9000-90150","R",2010,"F","MCGC"
"3146","9000-90154","R",2010,"F","CC3"
"3147","9000-90165","R",2010,"F","KV1"
"3148","9000-90181","R",2010,"F","GNMTN"
"3149","9000-90219","R",2010,"F","MP1"
"3150","9000-90223","R",2010,"F","MP1"
"3151","9000-90235","R",2010,"F","HPK1"
"3152","9000-90239","R",2010,"F","HPK1"
"3153","9000-90252","R",2010,"F","MP1"
"3154","9000-90253","R",2010,"F","MP1"
"3155","9000-90261","R",2010,"F","CC3"
"3156","9000-90263","R",2010,"F","CC3"
"3157","9000-90266","R",2010,"F","MCGC"
"3158","9000-90275","R",2010,"F","KV1"
"3159","3100-42160","R",2010,"F","KV1"
"3160","9000-90304","R",2010,"F","HOLZ"
"3161","9000-90307","R",2010,"F","HOLZ"
"3162","9000-90310","R",2010,"F","MCGC"
"3163","9000-90318","R",2010,"F","MCGC"
"3164","9000-90321","R",2010,"F","MCGC"
"3165","3100-41690","R",2010,"F","MP1"
"3166","9000-90370","R",2010,"F","KV1"
"3167","9000-90374","R",2010,"F","KV1"
"3168","9000-90380","R",2010,"F","MCGC"
"3169","9000-90386","R",2010,"F","MCGC"
"3170","9000-90401","R",2010,"F","MP1"
"3171","9000-90404","R",2010,"F","MP1"
"3172","9000-90407","R",2010,"F","MCGC"
"3173","9000-90411","R",2010,"F","CC2"
"3174","9000-90417","R",2010,"F","HPK1"
"3175","9000-90418","R",2010,"F","HPK1"
"3176","9000-90426","R",2010,"F","KV1"
"3177","9000-90428","R",2010,"F","KV1"
"3178","9000-90449","R",2010,"F","MCGC"
"3179","9000-90453","R",2010,"F","MCGC"
"3180","9000-90462","R",2010,"F","MCGC"
"3181","9000-90483","R",2010,"M","MCGC"
"3182","9000-90511","R",2010,"F","MP1"
"3183","9000-90520","R",2010,"F","HPK1"
"3184","9000-90531","R",2010,"F","MCGC"
"3185","9000-90538","R",2010,"F","MCGC"
"3186","9000-90549","R",2010,"F","MCGC"
"3187","9000-90560","R",2010,"M","HOLZ"
"3188","9000-90652","R",2010,"F","MCGC"
"3189","9000-90654","R",2010,"F","MCGC"
"3190","9000-90658","R",2010,"F","MCGC"
"3191","9000-90662","R",2010,"F","MCGC"
"3192","9000-90677","R",2010,"F","MP1"
"3193","9000-90683","R",2010,"F","MP1"
"3194","9000-90692","R",2010,"F","MP1"
"3195","9000-90738","R",2010,"F","MP1"
"3196","9000-90740","R",2010,"F","MP1"
"3197","9000-90745","R",2010,"F","MP1"
"3198","9000-90752","R",2010,"F","HPK1"
"3199","9000-90755","R",2010,"F","HPK1"
"3200","9000-90764","R",2010,"F","KV1"
"3201","9000-90768","R",2010,"F","KV1"
"3202","9000-90788","R",2010,"F","MCGC"
"3203","9000-90857","R",2010,"F","KV1"
"3204","9000-90869","R",2010,"F","MCGC"
"3205","9000-90915","R",2010,"F","MP1"
"3206","9000-90932","R",2010,"F","MP1"
"3207","9000-90937","R",2010,"F","MP1"
"3208","9000-90938","R",2010,"F","MCGC"
"3209","9000-90940","R",2010,"F","MCGC"
"3210","9000-90941","R",2010,"F","MCGC"
"3211","9000-90945","R",2010,"F","CC3"
"3212","9000-91003","R",2010,"F","MCGC"
"3213","9000-91006","R",2010,"F","MCGC"
"3214","3100-42173","R",2010,"F","MCGC"
"3215","9000-91054","R",2010,"F","MCGC"
"3216","9000-91084","R",2010,"M","MP1"
"3217","9000-91085","R",2010,"M","MP1"
"3218","9000-91128","R",2010,"F","CC3"
"3219","9000-91171","R",2010,"F","KV1"
"3220","9000-91173","R",2010,"F","KV1"
"3221","9000-91176","R",2010,"F","HOLZ"
"3222","9000-91196","R",2010,"F","MCGC"
"3223","9000-91223","R",2010,"F","CC2"
"3224","9000-91226","R",2010,"F","HOLZ"
"3225","9000-91227","R",2010,"F","HOLZ"
"3226","9000-91274","R",2010,"F","HPK1"
"3227","9000-91329","R",2010,"F","MP1"
"3228","9000-91339","R",2010,"F","MP1"
"3229","9000-91347","R",2010,"F","KV1"
"3230","9000-91362","R",2010,"F","MP1"
"3231","9000-41411","R",2010,"F","MP1"
"3232","3100-41414","R",2010,"F","HPK1"
"3233","3100-41417","R",2010,"F","GNMTN"
"3234","3100-41422","R",2010,"F","MP1"
"3235","3100-41435","R",2010,"F","MCGC"
"3236","3100-41452","R",2010,"M","MCGC"
"3237","3100-41492","R",2010,"F","HPK1"
"3238","3100-41515","R",2010,"F","MP1"
"3239","3100-41536","R",2010,"F","MP1"
"3240","3100-41539","R",2010,"F","MP1"
"3241","3100-41540","R",2010,"F","MCGC"
"3242","3100-41550","R",2010,"M","MCGC"
"3243","3100-41564","R",2010,"M","MCGC"
"3244","3100-41573","R",2010,"M","MP1"
"3245","3100-41582","R",2010,"M","MCGC"
"3246","3100-41584","R",2010,"M","MCGC"
"3247","3100-41588","R",2010,"M","MCGC"
"3248","3100-41590","R",2010,"M","MCGC"
"3249","3100-41611","R",2010,"F","MP1"
"3250","3100-41623","R",2010,"M","MCGC"
"3251","3100-41634","R",2010,"F","MCGC"
"3252","3100-41640","R",2010,"F","MCGC"
"3253","3100-41646","R",2010,"M","MCGC"
"3254","3100-41655","R",2010,"F","MP1"
"3255","3100-41662","R",2010,"F","KV1"
"3256","3100-41668","R",2010,"F","KV1"
"3257","3100-41669","R",2010,"F","KV1"
"3258","3100-41688","R",2010,"F","MP1"
"3259","3100-41693","R",2010,"F","HPK1"
"3260","3100-41697","R",2010,"F","GNMTN"
"3261","3100-41700","R",2010,"F","GNMTN"
"3262","3100-41702","R",2010,"M","MCGC"
"3263","3100-41717","R",2010,"M","MP1"
"3264","3100-41727","R",2010,"M","MP1"
"3265","3100-41740","R",2010,"F","MP1"
"3266","3100-41741","R",2010,"F","MP1"
"3267","3100-41752","R",2010,"F","HOLZ"
"3268","3100-41758","R",2010,"F","GNMTN"
"3269","3100-41760","R",2010,"F","GNMTN"
"3270","3100-41764","R",2010,"F","KV1"
"3271","3100-41796","R",2010,"M","HOLZ"
"3272","3100-41816","R",2010,"F","MP1"
"3273","3100-41820","R",2010,"F","MP1"
"3274","3100-41822","R",2010,"F","MP1"
"3275","3100-41824","R",2010,"F","MP1"
"3276","3100-41832","R",2010,"M","HPK1"
"3277","3100-41833","R",2010,"M","HPK1"
"3278","3100-41835","R",2010,"M","HPK1"
"3279","3100-41849","R",2010,"M","MP1"
"3280","3100-41854","R",2010,"M","MP1"
"3281","3100-41857","R",2010,"M","MCGC"
"3282","3100-41859","R",2010,"M","MCGC"
"3283","3100-41864","R",2010,"M","MP1"
"3284","3100-41876","R",2010,"F","MP1"
"3285","3100-41877","R",2010,"F","MP1"
"3286","3100-41884","R",2010,"F","MCGC"
"3287","3100-41891","R",2010,"F","MP1"
"3288","3100-41892","R",2010,"F","MP1"
"3289","3100-41893","R",2010,"F","MP1"
"3290","3100-41899","R",2010,"F","MCGC"
"3291","3100-41914","R",2010,"F","MP1"
"3292","3100-41918","R",2010,"F","HPK1"
"3293","3100-41930","R",2010,"F","MCGC"
"3294","3100-41932","R",2010,"F","HPK1"
"3295","3100-41935","R",2010,"F","MP1"
"3296","4100-08313","R",2010,"F","MP1"
"3297","3100-41952","R",2010,"M","KV1"
"3298","3100-41955","R",2010,"M","MCGC"
"3299","3100-41959","R",2010,"M","MCGC"
"3300","3100-41964","R",2010,"F","HPK1"
"3301","3100-41967","R",2010,"F","HPK1"
"3302","3100-41969","R",2010,"F","HPK1"
"3303","3100-41972","R",2010,"F","MP1"
"3304","3100-41981","R",2010,"F","MCGC"
"3305","3100-41988","R",2010,"F","MCGC"
"3306","3100-41992","R",2010,"F","MCGC"
"3307","3100-41999","R",2010,"F","HPK1"
"3308","3100-42007","R",2010,"F","HPK1"
"3309","3100-42010","R",2010,"F","CC3"
"3310","3100-42022","R",2010,"F","KV1"
"3311","3100-42027","R",2010,"F","GNMTN"
"3312","3100-42036","R",2010,"F","GNMTN"
"3313","3100-42042","R",2010,"F","MCGC"
"3314","3100-42051","R",2010,"F","HPK1"
"3315","3100-42068","R",2010,"M","MCGC"
"3316","3100-42069","R",2010,"M","MCGC"
"3317","3100-42076","R",2010,"F","MCGC"
"3318","3100-42078","R",2010,"F","MCGC"
"3319","3100-42080","R",2010,"F","MCGC"
"3320","3100-42082","R",2010,"F","HPK1"
"3321","3100-42083","R",2010,"M","MCGC"
"3322","3100-42090","R",2010,"F","KV1"
"3323","3100-42091","R",2010,"F","KV1"
"3324","3100-42093","R",2010,"F","KV1"
"3325","3100-42097","R",2010,"F","MCGC"
"3326","3100-42109","R",2010,"F","MP1"
"3327","3100-42110","R",2010,"F","MCGC"
"3328","3100-42118","R",2010,"F","MP1"
"3329","3100-42121","R",2010,"F","HOLZ"
"3330","3100-42122","R",2010,"F","HOLZ"
"3331","3100-42123","R",2010,"F","HOLZ"
"3332","3100-42124","R",2010,"F","HOLZ"
"3333","3100-42127","R",2010,"F","MP1"
"3334","3100-42146","R",2010,"M","HOLZ"
"3335","3100-42155","R",2010,"F","KV1"
"3336","3100-42157","R",2010,"F","KV1"
"3337","3100-42164","R",2010,"F","KV1"
"3338","3100-42165","R",2010,"F","KV1"
"3339","3100-42166","R",2010,"F","GNMTN"
"3340","3100-42170","R",2010,"F","GNMTN"
"3341","3100-42186","R",2010,"F","MCGC"
"3342","3100-42188","R",2010,"F","MCGC"
"3343","3100-42190","R",2010,"F","MCGC"
"3344","3100-42192","R",2010,"F","MCGC"
"3345","3100-42194","R",2010,"F","MCGC"
"3346","3100-42195","R",2010,"F","MCGC"
"3347","3100-42204","R",2010,"F","MP1"
"3348","3100-42206","R",2010,"F","MP1"
"3349","3100-42211","R",2010,"F","MCGC"
"3350","3100-42214","R",2010,"F","MCGC"
"3351","3100-42220","R",2010,"F","MCGC"
"3352","3100-42225","R",2010,"F","HOLZ"
"3353","3100-42241","R",2010,"F","MCGC"
"3354","3100-42243","R",2010,"F","MCGC"
"3355","3100-42244","R",2010,"F","MCGC"
"3356","3100-42254","R",2010,"F","KV1"
"3357","3100-42266","R",2010,"F","GNMTN"
"3358","3100-42268","R",2010,"F","GNMTN"
"3359","3100-42270","R",2010,"F","GNMTN"
"3360","3100-42278","R",2010,"M","MCGC"
"3361","3100-42280","R",2010,"M","MCGC"
"3362","3100-42296","R",2010,"M","MCGC"
"3363","3100-42302","R",2010,"F","MP1"
"3364","3100-42304","R",2010,"F","MP1"
"3365","3100-42311","R",2010,"F","MCGC"
"3366","3100-42314","R",2010,"F","HPK1"
"3367","3100-42324","R",2010,"F","MCGC"
"3368","3100-42325","R",2010,"F","MCGC"
"3369","3100-42327","R",2010,"F","MCGC"
"3370","3100-42330","R",2010,"F","MCGC"
"3371","3100-42334","R",2010,"F","MCGC"
"3372","3100-42335","R",2010,"F","MCGC"
"3373","3100-42336","R",2010,"F","MCGC"
"3374","3100-42341","R",2010,"F","MCGC"
"3375","3100-42342","R",2010,"F","MCGC"
"3376","3100-42364","R",2010,"F","MCGC"
"3377","3100-42366","R",2010,"F","MCGC"
"3378","4100-08560","R",2010,"F","MCGC"
"3379","3100-42390","R",2010,"M","MCGC"
"3380","3100-42410","R",2010,"M","MCGC"
"3381","3100-42444","R",2010,"M","HOLZ"
"3382","3100-42453","R",2010,"F","MCGC"
"3383","3100-42464","R",2010,"F","KV1"
"3384","3100-42478","R",2010,"F","MCGC"
"3385","3100-42482","R",2010,"F","MP1"
"3386","3100-42505","R",2010,"F","MP1"
"3387","3100-42511","R",2010,"F","MCGC"
"3388","3100-42512","R",2010,"F","MCGC"
"3389","3100-42514","R",2010,"F","MCGC"
"3390","3100-42529","R",2010,"F","MCGC"
"3391","3100-42530","R",2010,"F","MCGC"
"3392","3100-42531","R",2010,"F","MCGC"
"3393","3100-42532","R",2010,"F","MCGC"
"3394","3100-42534","R",2010,"F","MCGC"
"3395","3100-42536","R",2010,"F","MCGC"
"3396","3100-42537","R",2010,"F","MCGC"
"3397","3100-42538","R",2010,"F","KV1"
"3398","3100-42543","R",2010,"F","HOLZ"
"3399","3100-42544","R",2010,"F","MCGC"
"3400","3100-42546","R",2010,"F","MCGC"
"3401","3100-42548","R",2010,"F","MCGC"
"3402","3100-42601","R",2010,"F","HOLZ"
"3403","3100-42605","R",2010,"F","HOLZ"
"3404","3100-42619","R",2010,"F","MCGC"
"3405","3100-42622","R",2010,"F","HPK1"
"3406","3100-42629","R",2010,"F","HOLZ"
"3407","3100-42642","R",2010,"F","MCGC"
"3408","3100-42665","R",2010,"M","CC3"
"3409","3100-42685","R",2010,"F","MP1"
"3410","3100-42686","R",2010,"F","MP1"
"3411","3100-42698","R",2010,"F","KV1"
"3412","3100-42699","R",2010,"F","KV1"
"3413","3100-42702","R",2010,"M","MCGC"
"3414","3100-42709","R",2010,"M","MCGC"
"3415","3100-42722","R",2010,"F","MP1"
"3416","3100-42728","R",2010,"F","MP1"
"3417","3100-42730","R",2010,"F","MCGC"
"3418","3100-42735","R",2010,"F","MP1"
"3419","3100-42742","R",2010,"M","MCGC"
"3420","3100-42747","R",2010,"M","MP1"
"3421","3100-42751","R",2010,"F","HOLZ"
"3422","3100-42756","R",2010,"F","MCGC"
"3423","3100-42765","R",2010,"F","MP1"
"3424","3100-42790","R",2010,"M","MCGC"
"3425","3100-42792","R",2010,"F","KV1"
"3426","3100-42794","R",2010,"F","KV1"
"3427","3100-42797","R",2010,"F","KV1"
"3428","3100-42800","R",2010,"F","KV1"
"3429","3100-42802","R",2010,"F","GNMTN"
"3430","3100-42806","R",2010,"F","GNMTN"
"3431","3100-42816","R",2010,"F","KV1"
"3432","3100-42818","R",2010,"F","HOLZ"
"3433","3100-42819","R",2010,"F","HOLZ"
"3434","3100-42821","R",2010,"F","HOLZ"
"3435","3100-42823","R",2010,"F","MCGC"
"3436","3100-42825","R",2010,"F","MCGC"
"3437","3100-42827","R",2010,"M","KV1"
"3438","4100-08515","R",2010,"M","MCGC"
"3439","3100-42850","R",2010,"F","MCGC"
"3440","3100-42871","R",2010,"F","MP1"
"3441","3100-42884","R",2010,"F","MCGC"
"3442","3100-42892","R",2010,"F","GNMTN"
"3443","3100-42894","R",2010,"F","KV1"
"3444","4100-07816","R",2010,"F","HPK1"
"3445","4100-07836","R",2010,"M","HPK1"
"3446","4100-07896","R",2010,"M","CC3"
"3447","4100-08055","R",2010,"F","MP1"
"3448","3100-42456","R",2010,"F","CC3"
"3449","3100-42460","R",2010,"F","MCGC"
"3450","4100-07870","R",2010,"F","MP1"
"3451","4100-07876","R",2010,"M","MCGC"
"3452","4100-07878","R",2010,"M","MP1"
"3453","4100-07904","R",2010,"M","MP1"
"3454","4100-07906","R",2010,"M","MP1"
"3455","4100-07930","R",2010,"M","HPK2"
"3456","4100-07933","R",2010,"M","MP1"
"3457","4100-07936","R",2010,"M","MCGC"
"3458","4100-07944","R",2010,"M","HPK2"
"3459","4100-07945","R",2010,"M","MCGC"
"3460","4100-07952","R",2010,"M","HPK2"
"3461","4100-07957","R",2010,"M","MCGC"
"3462","4100-07960","R",2010,"M","MCGC"
"3463","4100-07962","R",2010,"M","MCGC"
"3464","4100-07977","R",2010,"M","GNMTN"
"3465","4100-07979","R",2010,"M","HOLZ"
"3466","4100-07980","R",2010,"M","HOLZ"
"3467","4100-07981","R",2010,"M","HPK2"
"3468","4100-07989","R",2010,"M","MP1"
"3469","4100-07991","R",2010,"M","MP1"
"3470","4100-07993","R",2010,"M","MCGC"
"3471","4100-07996","R",2010,"M","CC3"
"3472","4100-07999","R",2010,"M","MCGC"
"3473","4100-08000","R",2010,"M","MCGC"
"3474","4100-08012","R",2010,"F","MCGC"
"3475","4100-08013","R",2010,"F","MCGC"
"3476","4100-08015","R",2010,"F","MCGC"
"3477","4100-08018","R",2010,"F","MP1"
"3478","4100-08020","R",2010,"F","MP1"
"3479","4100-08035","R",2010,"F","MCGC"
"3480","4100-08040","R",2010,"F","MCGC"
"3481","4100-08075","R",2010,"M","MCGC"
"3482","4100-08093","R",2010,"M","MCGC"
"3483","4100-08095","R",2010,"M","MCGC"
"3484","4100-08096","R",2010,"M","MCGC"
"3485","4100-08097","R",2010,"M","MCGC"
"3486","4100-08099","R",2010,"M","MCGC"
"3487","4100-08100","R",2010,"M","MCGC"
"3488","4100-08106","R",2010,"F","MCGC"
"3489","4100-08107","R",2010,"F","MCGC"
"3490","4100-08112","R",2010,"F","MCGC"
"3491","4100-08113","R",2010,"F","MCGC"
"3492","4100-08114","R",2010,"F","MCGC"
"3493","4100-08116","R",2010,"F","MCGC"
"3494","4100-08120","R",2010,"F","MP1"
"3495","4100-08127","R",2010,"F","MCGC"
"3496","4100-08129","R",2010,"F","MCGC"
"3497","4100-08130","R",2010,"F","MCGC"
"3498","4100-08465","R",2010,"F","MCGC"
"3499","4100-08134","R",2010,"F","MCGC"
"3500","4100-08135","R",2010,"F","MCGC"
"3501","4100-08136","R",2010,"F","MCGC"
"3502","4100-08138","R",2010,"F","MCGC"
"3503","4100-08139","R",2010,"F","MCGC"
"3504","4100-08144","R",2010,"F","HPK2"
"3505","4100-08145","R",2010,"F","HPK2"
"3506","4100-08152","R",2010,"F","KV1"
"3507","4100-08153","R",2010,"F","KV1"
"3508","4100-08154","R",2010,"F","KV1"
"3509","4100-08158","R",2010,"F","KV1"
"3510","4100-08159","R",2010,"F","KV1"
"3511","4100-08161","R",2010,"F","KV1"
"3512","4100-08163","R",2010,"F","KV1"
"3513","4100-08165","R",2010,"F","MP1"
"3514","4100-08170","R",2010,"F","MP1"
"3515","4100-08171","R",2010,"F","MP1"
"3516","4100-08173","R",2010,"F","MP1"
"3517","4100-08174","R",2010,"F","MP1"
"3518","4100-08178","R",2010,"F","HPK2"
"3519","4100-08180","R",2010,"F","HPK2"
"3520","4100-08183","R",2010,"F","MP1"
"3521","4100-08184","R",2010,"F","MP1"
"3522","4100-08185","R",2010,"F","MP1"
"3523","4100-08189","R",2010,"F","MP1"
"3524","4100-08190","R",2010,"F","MP1"
"3525","4100-08191","R",2010,"F","MP1"
"3526","4100-08193","R",2010,"F","MP1"
"3527","4100-08194","R",2010,"F","MP1"
"3528","4100-08197","R",2010,"F","HPK2"
"3529","4100-08202","R",2010,"F","MCGC"
"3530","4100-08214","R",2010,"F","MP1"
"3531","4100-08219","R",2010,"F","MP1"
"3532","4100-08220","R",2010,"F","MP1"
"3533","4100-08225","R",2010,"F","HPK2"
"3534","4100-08226","R",2010,"F","MCGC"
"3535","4100-08227","R",2010,"F","MCGC"
"3536","4100-08230","R",2010,"F","MCGC"
"3537","4100-08231","R",2010,"F","MCGC"
"3538","4100-08233","R",2010,"F","MCGC"
"3539","4100-08234","R",2010,"F","MCGC"
"3540","4100-08235","R",2010,"F","MCGC"
"3541","4100-08237","R",2010,"F","MCGC"
"3542","4100-08238","R",2010,"F","MCGC"
"3543","4100-08240","R",2010,"F","CC3"
"3544","4100-08245","R",2010,"F","CC3"
"3545","4100-08249","R",2010,"F","CC3"
"3546","4100-08251","R",2010,"M","MCGC"
"3547","4100-08253","R",2010,"M","MCGC"
"3548","4100-08254","R",2010,"M","MCGC"
"3549","4100-08255","R",2010,"M","MCGC"
"3550","4100-08267","R",2010,"M","MP1"
"3551","4100-08268","R",2010,"M","MCGC"
"3552","4100-08269","R",2010,"M","MCGC"
"3553","4100-08271","R",2010,"M","MCGC"
"3554","4100-08276","R",2010,"M","MCGC"
"3555","4100-08277","R",2010,"M","MCGC"
