"","UBI_band","band_status","year","fixed_sex","site"
"1798","9000-12349","R",2008,"F","MCGC"
"1799","9000-12389","R",2008,"F","GNMTN"
"1800","9000-12410","R",2008,"F","MCGC"
"1801","9000-12414","R",2008,"F","MCGC"
"1802","9000-12416","R",2008,"F","MP1"
"1803","9000-12434","R",2008,"F","MP1"
"1804","9000-12435","R",2008,"F","MP1"
"1805","9000-12455","R",2008,"F","MP1"
"1806","9000-12484","R",2008,"M","HPK1"
"1807","9000-12490","R",2008,"M","MCGC"
"1808","9000-12510","R",2008,"F","HPK1"
"1809","9000-12558","R",2008,"M","MCGC"
"1810","9000-12564","R",2008,"F","MCGC"
"1811","9000-12589","R",2008,"M","CC2"
"1812","9000-12618","R",2008,"F","HPK1"
"1813","9000-12635","R",2008,"F","MCGC"
"1814","9000-12647","R",2008,"F","CC3"
"1815","9000-39020","R",2008,"M","MP1"
"1816","9000-39027","R",2008,"M","HPK1"
"1817","9000-39048","R",2008,"M","MCGC"
"1818","9000-39055","R",2008,"M","MCGC"
"1819","9000-39060","R",2008,"M","MP1"
"1820","9000-39061","R",2008,"M","MCGC"
"1821","9000-39068","R",2008,"M","GNMTN"
"1822","9000-39071","R",2008,"M","MCGC"
"1823","9000-39072","R",2008,"M","MCGC"
"1824","9000-39075","R",2008,"M","MCGC"
"1825","9000-39084","R",2008,"M","MCGC"
"1826","9000-39091","R",2008,"M","MP1"
"1827","9000-39105","R",2008,"M","MCGC"
"1828","9000-39118","R",2008,"M","MCGC"
"1829","9000-39127","R",2008,"M","MCGC"
"1830","9000-39129","R",2008,"M","MCGC"
"1831","9000-39131","R",2008,"M","MCGC"
"1832","9000-39151","R",2008,"M","MCGC"
"1833","9000-39160","R",2008,"M","MCGC"
"1834","9000-39180","R",2008,"M","MCGC"
"1835","9000-39201","R",2008,"F","MP1"
"1836","9000-39202","R",2008,"F","MP1"
"1837","9000-39215","R",2008,"F","MP1"
"1838","9000-39216","R",2008,"F","MP1"
"1839","9000-39227","R",2008,"F","MP1"
"1840","9000-39242","R",2008,"F","MP1"
"1841","9000-39246","R",2008,"F","KV1"
"1842","9000-39248","R",2008,"F","KV1"
"1843","9000-39250","R",2008,"F","MCGC"
"1844","9000-39251","R",2008,"F","MCGC"
"1845","9000-39252","R",2008,"F","MCGC"
"1846","9000-39263","R",2008,"F","MCGC"
"1847","9000-39273","R",2008,"F","MCGC"
"1848","9000-39277","R",2008,"F","MP1"
"1849","9000-39278","R",2008,"F","MP1"
"1850","9000-39289","R",2008,"F","MP1"
"1851","9000-39298","R",2008,"F","MP1"
"1852","9000-39304","R",2008,"F","MCGC"
"1853","9000-39307","R",2008,"F","MCGC"
"1854","9000-39324","R",2008,"F","MP1"
"1855","9000-39327","R",2008,"F","KV1"
"1856","9000-39331","R",2008,"F","KV1"
"1857","9000-39352","R",2008,"F","MCGC"
"1858","9000-39353","R",2008,"F","MCGC"
"1859","9000-39355","R",2008,"F","MCGC"
"1860","9000-39359","R",2008,"F","MCGC"
"1861","9000-39380","R",2008,"F","MCGC"
"1862","9000-39397","R",2008,"F","MP1"
"1863","9000-39399","R",2008,"F","MP1"
"1864","9000-39408","R",2008,"F","HPK1"
"1865","9000-39412","R",2008,"F","KV1"
"1866","9000-39420","R",2008,"F","GNMTN"
"1867","9000-39430","R",2008,"F","MCGC"
"1868","9000-39431","R",2008,"F","MCGC"
"1869","9000-39433","R",2008,"F","MCGC"
"1870","9000-39459","R",2008,"F","MCGC"
"1871","9000-39463","R",2008,"F","MCGC"
"1872","9000-39464","R",2008,"F","MCGC"
"1873","9000-39474","R",2008,"F","MCGC"
"1874","9000-39479","R",2008,"F","HOLZ"
"1875","9000-39480","R",2008,"F","HOLZ"
"1876","9000-39485","R",2008,"F","HOLZ"
"1877","9000-39489","R",2008,"F","HOLZ"
"1878","9000-39493","R",2008,"F","HOLZ"
"1879","9000-39494","R",2008,"F","HOLZ"
"1880","9000-39508","R",2008,"F","MCGC"
"1881","9000-39509","R",2008,"F","MCGC"
"1882","9000-39512","R",2008,"F","MCGC"
"1883","9000-39514","R",2008,"F","MCGC"
"1884","9000-39515","R",2008,"F","MCGC"
"1885","9000-39518","R",2008,"F","MCGC"
"1886","9000-39526","R",2008,"F","MCGC"
"1887","9000-39530","R",2008,"F","KV1"
"1888","9000-39531","R",2008,"F","GNMTN"
"1889","9000-39537","R",2008,"F","GNMTN"
"1890","9000-39539","R",2008,"F","MCGC"
"1891","9000-39541","R",2008,"F","MCGC"
"1892","9000-39547","R",2008,"F","HPK1"
"1893","9000-39560","R",2008,"F","MCGC"
"1894","9000-39562","R",2008,"F","MCGC"
"1895","9000-39564","R",2008,"F","MCGC"
"1896","9000-39566","R",2008,"F","MCGC"
"1897","9000-39567","R",2008,"F","MCGC"
"1898","9000-39573","R",2008,"F","HPK1"
"1899","9000-39576","R",2008,"F","MCGC"
"1900","9000-39579","R",2008,"F","MCGC"
"1901","9000-39583","R",2008,"F","WC1"
"1902","9000-39584","R",2008,"F","WC1"
"1903","9000-39586","R",2008,"F","MCGC"
"1904","9000-39587","R",2008,"F","MCGC"
"1905","9000-39588","R",2008,"F","MCGC"
"1906","9000-39597","R",2008,"F","MP1"
"1907","9000-39605","R",2008,"M","MP1"
"1908","9000-39612","R",2008,"M","HOLZ"
"1909","9000-39689","R",2008,"M","MCGC"
"1910","9000-39708","R",2008,"M","HOLZ"
"1911","9000-39714","R",2008,"M","GNMTN"
"1912","9000-39736","R",2008,"M","MP1"
"1913","9000-39761","R",2008,"M","WC1"
"1914","9000-39803","R",2008,"F","MP1"
"1915","9000-39809","R",2008,"F","MCGC"
"1916","9000-39810","R",2008,"F","MCGC"
"1917","9000-39812","R",2008,"F","MCGC"
"1918","9000-39815","R",2008,"F","HOLZ"
"1919","9000-39816","R",2008,"F","HOLZ"
"1920","9000-39817","R",2008,"F","HOLZ"
"1921","9000-39818","R",2008,"F","HOLZ"
"1922","9000-39820","R",2008,"F","HOLZ"
"1923","9000-39821","R",2008,"F","HOLZ"
"1924","9000-39825","R",2008,"F","MCGC"
"1925","9000-39826","R",2008,"F","MCGC"
"1926","9000-39829","R",2008,"F","MCGC"
"1927","9000-39830","R",2008,"F","MCGC"
"1928","9000-39831","R",2008,"F","MCGC"
"1929","9000-39835","R",2008,"F","MCGC"
"1930","9000-39837","R",2008,"F","MCGC"
"1931","9000-39842","R",2008,"F","MCGC"
"1932","9000-39843","R",2008,"F","MCGC"
"1933","9000-39856","R",2008,"F","MP1"
"1934","9000-39879","R",2008,"F","HOLZ"
"1935","9000-39881","R",2008,"F","GNMTN"
"1936","9000-39889","R",2008,"F","GNMTN"
"1937","9000-39890","R",2008,"F","GNMTN"
"1938","9000-39893","R",2008,"F","GNMTN"
"1939","9000-39897","R",2008,"F","GNMTN"
"1940","9000-39902","R",2008,"F","MCGC"
"1941","9000-39905","R",2008,"F","MCGC"
"1942","9000-39907","R",2008,"F","MCGC"
"1943","9000-39912","R",2008,"F","KV1"
"1944","9000-39922","R",2008,"F","MP1"
"1945","9000-39923","R",2008,"F","MP1"
"1946","9000-29930","R",2008,"F","MP1"
"1947","9000-39932","R",2008,"F","MP1"
"1948","9000-39936","R",2008,"F","HOLZ"
"1949","9000-39937","R",2008,"F","HOLZ"
"1950","9000-39943","R",2008,"F","KV1"
"1951","9000-39947","R",2008,"F","HOLZ"
"1952","9000-39948","R",2008,"F","GNMTN"
"1953","9000-39950","R",2008,"F","GNMTN"
"1954","9000-39951","R",2008,"F","GNMTN"
"1955","9000-39954","R",2008,"F","GNMTN"
"1956","9000-39959","R",2008,"F","MCGC"
"1957","9000-39970","R",2008,"F","MCGC"
"1958","9000-39974","R",2008,"F","MP1"
"1959","9000-39990","R",2008,"F","MCGC"
"1960","9000-39995","R",2008,"F","GNMTN"
"1961","9000-39996","R",2008,"F","GNMTN"
"1962","9000-40003","R",2008,"M","MCGC"
"1963","9000-40035","R",2008,"M","MCGC"
"1964","9000-40038","R",2008,"M","MCGC"
"1965","9000-40056","R",2008,"F","MCGC"
"1966","9000-40070","R",2008,"F","MCGC"
"1967","9000-40072","R",2008,"F","MCGC"
"1968","9000-40073","R",2008,"F","MCGC"
"1969","9000-40074","R",2008,"F","MCGC"
"1970","9000-40079","R",2008,"F","HPK1"
"1971","9000-40106","R",2008,"F","HOLZ"
"1972","9000-40108","R",2008,"F","HOLZ"
"1973","9000-40117","R",2008,"F","MP1"
"1974","9000-40135","R",2008,"F","MCGC"
"1975","9000-40137","R",2008,"M","MCGC"
"1976","9000-40161","R",2008,"M","MP1"
"1977","9000-90003","R",2008,"F","HOLZ"
"1978","9000-90009","R",2008,"F","MCGC"
"1979","9000-90013","R",2008,"F","MP1"
"1980","9000-90030","R",2008,"F","HOLZ"
"1981","9000-90054","R",2008,"M","MP1"
"1982","9000-90078","R",2008,"F","MP1"
"1983","9000-89905","R",2008,"M","HOLZ"
"1984","9000-89907","R",2008,"M","GNMTN"
"1985","9000-89912","R",2008,"M","CC3"
"1986","9000-89916","R",2008,"M","MCGC"
"1987","9000-89917","R",2008,"M","MCGC"
"1988","9000-89919","R",2008,"M","KV1"
"1989","9000-89924","R",2008,"M","HOLZ"
"1990","9000-89925","R",2008,"M","HOLZ"
"1991","9000-89927","R",2008,"M","HOLZ"
"1992","9000-89928","R",2008,"M","MCGC"
"1993","9000-89933","R",2008,"M","MP1"
"1994","9000-89940","R",2008,"M","MCGC"
"1995","9000-89946","R",2008,"M","GNMTN"
"1996","9000-89948","R",2008,"M","GNMTN"
"1997","9000-89952","R",2008,"M","MCGC"
"1998","9000-89964","R",2008,"M","MP1"
"1999","9000-89965","R",2008,"M","HOLZ"
"2000","9000-89976","R",2008,"M","MCGC"
"2001","9000-89988","R",2008,"M","MCGC"
"2002","9000-90096","R",2008,"F","MP1"
"2003","9000-90097","R",2008,"F","HOLZ"
"2004","9000-90098","R",2008,"F","MCGC"
"2005","9000-90109","R",2008,"M","MCGC"
"2006","9000-90114","R",2008,"M","MP1"
"2007","9000-90118","R",2008,"M","MP1"
"2008","9000-90123","R",2008,"F","MP1"
"2009","9000-90129","R",2008,"F","GNMTN"
"2010","9000-90132","R",2008,"F","MP1"
"2011","9000-90136","R",2008,"F","MP1"
"2012","9000-90141","R",2008,"F","GNMTN"
"2013","9000-90142","R",2008,"F","GNMTN"
"2014","9000-90143","R",2008,"F","GNMTN"
"2015","9000-90144","R",2008,"F","GNMTN"
"2016","9000-90146","R",2008,"F","KV1"
"2017","9000-90147","R",2008,"F","KV1"
"2018","9000-90148","R",2008,"F","KV1"
"2019","9000-90149","R",2008,"F","KV1"
"2020","9000-90150","R",2008,"F","MCGC"
"2021","9000-90152","R",2008,"F","MP1"
"2022","9000-90158","R",2008,"F","HPK1"
"2023","9000-90160","R",2008,"F","HPK1"
"2024","9000-90162","R",2008,"F","MCGC"
"2025","9000-90163","R",2008,"F","KV1"
"2026","9000-90165","R",2008,"F","KV1"
"2027","9000-90167","R",2008,"F","KV1"
"2028","9000-90168","R",2008,"F","KV1"
"2029","9000-90169","R",2008,"F","KV1"
"2030","9000-90171","R",2008,"F","KV1"
"2031","9000-90173","R",2008,"F","KV1"
"2032","9000-90174","R",2008,"F","KV1"
"2033","9000-90175","R",2008,"M","MCGC"
"2034","9000-90177","R",2008,"F","KV1"
"2035","9000-90179","R",2008,"F","GNMTN"
"2036","9000-90182","R",2008,"F","GNMTN"
"2037","9000-90187","R",2008,"F","GNMTN"
"2038","9000-90189","R",2008,"F","HOLZ"
"2039","9000-90190","R",2008,"F","HOLZ"
"2040","9000-90192","R",2008,"F","HOLZ"
"2041","9000-90193","R",2008,"F","HOLZ"
"2042","9000-90195","R",2008,"F","MCGC"
"2043","9000-90196","R",2008,"F","MCGC"
"2044","9000-90212","R",2008,"F","MP1"
"2045","9000-90213","R",2008,"F","MCGC"
"2046","9000-90214","R",2008,"F","MCGC"
"2047","9000-90215","R",2008,"F","MCGC"
"2048","9000-90225","R",2008,"F","MP1"
"2049","9000-90229","R",2008,"F","MP1"
"2050","9000-90232","R",2008,"F","MP1"
"2051","9000-90239","R",2008,"F","HPK1"
"2052","9000-90256","R",2008,"F","MCGC"
"2053","9000-90259","R",2008,"F","CC3"
"2054","9000-90261","R",2008,"F","CC3"
"2055","9000-90266","R",2008,"F","MCGC"
"2056","9000-90269","R",2008,"F","MCGC"
"2057","9000-90270","R",2008,"F","MCGC"
"2058","9000-90272","R",2008,"F","MCGC"
"2059","9000-90274","R",2008,"F","KV1"
"2060","9000-90281","R",2008,"F","KV1"
"2061","9000-90282","R",2008,"F","KV1"
"2062","9000-90286","R",2008,"F","GNMTN"
"2063","9000-90293","R",2008,"F","GNMTN"
"2064","9000-90294","R",2008,"F","GNMTN"
"2065","9000-90296","R",2008,"F","GNMTN"
"2066","9000-90299","R",2008,"F","HOLZ"
"2067","9000-90300","R",2008,"F","HOLZ"
"2068","9000-90301","R",2008,"F","MCGC"
"2069","9000-90302","R",2008,"F","HOLZ"
"2070","9000-90303","R",2008,"F","HOLZ"
"2071","9000-90304","R",2008,"F","HOLZ"
"2072","9000-90305","R",2008,"F","HOLZ"
"2073","9000-90307","R",2008,"F","HOLZ"
"2074","9000-90309","R",2008,"F","MCGC"
"2075","9000-90310","R",2008,"F","MCGC"
"2076","9000-90313","R",2008,"F","MCGC"
"2077","9000-90314","R",2008,"F","MCGC"
"2078","9000-90316","R",2008,"F","MCGC"
"2079","9000-90318","R",2008,"F","MCGC"
"2080","9000-90319","R",2008,"F","MCGC"
"2081","9000-90320","R",2008,"F","MCGC"
"2082","9000-90322","R",2008,"F","MCGC"
"2083","9000-90323","R",2008,"F","MCGC"
"2084","9000-90326","R",2008,"F","MCGC"
"2085","9000-90336","R",2008,"F","MCGC"
"2086","9000-90339","R",2008,"F","MCGC"
"2087","9000-90342","R",2008,"F","MCGC"
"2088","9000-90343","R",2008,"F","MCGC"
"2089","9000-90348","R",2008,"F","MCGC"
"2090","9000-90349","R",2008,"F","MCGC"
"2091","9000-90362","R",2008,"F","HOLZ"
"2092","9000-90364","R",2008,"F","HOLZ"
"2093","9000-90376","R",2008,"F","MCGC"
"2094","9000-90378","R",2008,"F","MCGC"
"2095","9000-90379","R",2008,"F","MCGC"
"2096","9000-90380","R",2008,"F","MCGC"
"2097","9000-90381","R",2008,"F","MCGC"
"2098","9000-90382","R",2008,"F","MCGC"
"2099","9000-90383","R",2008,"F","MCGC"
"2100","9000-90384","R",2008,"F","MCGC"
"2101","9000-90385","R",2008,"F","MCGC"
"2102","9000-90394","R",2008,"F","MP1"
"2103","9000-90406","R",2008,"F","MCGC"
"2104","9000-90407","R",2008,"F","MCGC"
"2105","9000-90410","R",2008,"F","CC3"
"2106","9000-90411","R",2008,"F","CC2"
"2107","9000-90423","R",2008,"F","MCGC"
"2108","9000-90426","R",2008,"F","KV1"
"2109","9000-90434","R",2008,"F","GNMTN"
"2110","9000-90444","R",2008,"F","HOLZ"
"2111","9000-90445","R",2008,"F","HOLZ"
"2112","9000-90446","R",2008,"F","HOLZ"
"2113","9000-90453","R",2008,"F","MCGC"
"2114","9000-90454","R",2008,"F","MCGC"
"2115","9000-90456","R",2008,"F","MCGC"
"2116","9000-90458","R",2008,"F","MCGC"
"2117","9000-90459","R",2008,"F","MCGC"
"2118","9000-90460","R",2008,"F","MCGC"
"2119","9000-90461","R",2008,"F","MCGC"
"2120","9000-90462","R",2008,"F","MCGC"
"2121","9000-90463","R",2008,"F","MCGC"
"2122","9000-90465","R",2008,"F","MCGC"
"2123","9000-90467","R",2008,"F","MCGC"
"2124","9000-90471","R",2008,"M","GNMTN"
"2125","9000-90477","R",2008,"M","MCGC"
"2126","9000-90483","R",2008,"M","MCGC"
"2127","9000-90496","R",2008,"M","MCGC"
"2128","9000-90525","R",2008,"F","MCGC"
"2129","9000-90529","R",2008,"F","MCGC"
"2130","9000-90531","R",2008,"F","MCGC"
"2131","9000-90535","R",2008,"F","MCGC"
"2132","9000-90538","R",2008,"F","MCGC"
"2133","9000-90544","R",2008,"F","MCGC"
"2134","9000-90545","R",2008,"F","MCGC"
"2135","9000-90546","R",2008,"F","MCGC"
"2136","9000-90549","R",2008,"F","MCGC"
"2137","9000-90553","R",2008,"M","MCGC"
"2138","9000-90574","R",2008,"M","MCGC"
"2139","9000-90588","R",2008,"M","MCGC"
"2140","9000-90653","R",2008,"F","MCGC"
"2141","9000-90655","R",2008,"F","MCGC"
"2142","9000-90660","R",2008,"F","MCGC"
"2143","9000-90663","R",2008,"F","MCGC"
"2144","9000-90668","R",2008,"F","MCGC"
"2145","9000-90673","R",2008,"F","MP1"
"2146","9000-90682","R",2008,"F","MP1"
"2147","9000-90685","R",2008,"F","MCGC"
"2148","9000-90689","R",2008,"F","MCGC"
"2149","9000-90691","R",2008,"F","MCGC"
"2150","9000-90734","R",2008,"F","MP1"
"2151","9000-90743","R",2008,"F","MP1"
"2152","9000-90745","R",2008,"F","MP1"
"2153","9000-90749","R",2008,"F","MCGC"
"2154","9000-90756","R",2008,"F","MCGC"
"2155","9000-90757","R",2008,"F","MCGC"
"2156","9000-90766","R",2008,"F","KV1"
"2157","9000-90781","R",2008,"F","KV1"
"2158","9000-90787","R",2008,"F","MCGC"
"2159","9000-90788","R",2008,"F","MCGC"
"2160","9000-90789","R",2008,"F","MCGC"
"2161","9000-90851","R",2008,"F","HOLZ"
"2162","9000-90858","R",2008,"F","KV1"
"2163","9000-90861","R",2008,"F","GNMTN"
"2164","9000-90865","R",2008,"F","MCGC"
"2165","9000-90866","R",2008,"F","MCGC"
"2166","9000-90867","R",2008,"F","MCGC"
"2167","9000-90868","R",2008,"F","MCGC"
"2168","9000-90869","R",2008,"F","MCGC"
"2169","9000-90870","R",2008,"F","MCGC"
"2170","9000-90872","R",2008,"F","MCGC"
"2171","9000-90874","R",2008,"F","MCGC"
"2172","9000-90875","R",2008,"F","MCGC"
"2173","9000-90876","R",2008,"F","MCGC"
"2174","9000-90879","R",2008,"F","MCGC"
"2175","9000-90894","R",2008,"F","GNMTN"
"2176","9000-90896","R",2008,"F","HOLZ"
"2177","9000-90897","R",2008,"F","HOLZ"
"2178","9000-90902","R",2008,"F","MCGC"
"2179","9000-90904","R",2008,"F","MCGC"
"2180","9000-90906","R",2008,"F","MCGC"
"2181","9000-90909","R",2008,"F","MCGC"
"2182","9000-90938","R",2008,"F","MCGC"
"2183","9000-90942","R",2008,"F","CC3"
"2184","9000-90946","R",2008,"F","CC3"
"2185","9000-90947","R",2008,"F","CC3"
"2186","9000-90950","R",2008,"F","GNMTN"
"2187","9000-90985","R",2008,"M","MCGC"
"2188","9000-90986","R",2008,"M","MCGC"
"2189","9000-90987","R",2008,"M","MCGC"
"2190","9000-91001","R",2008,"F","MCGC"
"2191","9000-91002","R",2008,"F","MCGC"
"2192","9000-91004","R",2008,"F","MCGC"
"2193","9000-91019","R",2008,"F","MP1"
"2194","9000-91022","R",2008,"F","HOLZ"
"2195","9000-91023","R",2008,"F","GNMTN"
"2196","9000-91032","R",2008,"F","MCGC"
"2197","9000-91033","R",2008,"F","MCGC"
"2198","9000-91037","R",2008,"F","MCGC"
"2199","9000-91038","R",2008,"F","MCGC"
"2200","9000-91054","R",2008,"F","MCGC"
"2201","9000-91055","R",2008,"F","MCGC"
"2202","9000-91092","R",2008,"M","MCGC"
"2203","9000-91097","R",2008,"M","MP1"
"2204","9000-91099","R",2008,"M","KV1"
"2205","9000-91122","R",2008,"F","CC3"
"2206","9000-91123","R",2008,"F","CC3"
"2207","9000-91130","R",2008,"F","MCGC"
"2208","9000-91153","R",2008,"F","MCGC"
"2209","9000-91168","R",2008,"F","KV1"
"2210","9000-91170","R",2008,"F","KV1"
"2211","9000-91171","R",2008,"F","KV1"
"2212","9000-91172","R",2008,"F","KV1"
"2213","9000-91174","R",2008,"F","HOLZ"
"2214","9000-91175","R",2008,"F","HOLZ"
"2215","9000-91177","R",2008,"F","HOLZ"
"2216","9000-91178","R",2008,"F","HOLZ"
"2217","9000-91179","R",2008,"F","HOLZ"
"2218","9000-91194","R",2008,"F","MCGC"
"2219","9000-91195","R",2008,"F","MCGC"
"2220","9000-91196","R",2008,"F","MCGC"
"2221","9000-91198","R",2008,"F","MCGC"
"2222","9000-91199","R",2008,"F","MCGC"
"2223","9000-91206","R",2008,"F","GNMTN"
"2224","9000-91212","R",2008,"F","MCGC"
"2225","9000-91213","R",2008,"F","MCGC"
"2226","9000-91214","R",2008,"F","MCGC"
"2227","9000-91215","R",2008,"F","MCGC"
"2228","9000-91219","R",2008,"F","MCGC"
"2229","9000-91221","R",2008,"F","MCGC"
"2230","9000-91223","R",2008,"F","CC2"
"2231","9000-91224","R",2008,"F","HOLZ"
"2232","9000-91226","R",2008,"F","HOLZ"
"2233","9000-91227","R",2008,"F","HOLZ"
"2234","9000-91233","R",2008,"M","MCGC"
"2235","9000-91241","R",2008,"M","HOLZ"
"2236","9000-91251","R",2008,"M","GC1"
"2237","9000-91258","R",2008,"M","HPK1"
"2238","9000-91287","R",2008,"M","MCGC"
"2239","9000-91322","R",2008,"F","MCGC"
"2240","9000-91332","R",2008,"F","MP1"
"2241","9000-91348","R",2008,"F","KV1"
"2242","9000-91350","R",2008,"F","KV1"
"2243","9000-91368","R",2008,"F","MP1"
"2244","3100-41414","R",2008,"F","HPK1"
"2245","3100-41420","R",2008,"F","CC2"
"2246","3100-41427","R",2008,"F","MP1"
"2247","3100-41488","R",2008,"M","HPK1"
"2248","3100-41496","R",2008,"F","CC2"
"2249","3100-41504","R",2008,"F","CC2"
"2250","3100-41509","R",2008,"F","CC3"
"2251","3100-41512","R",2008,"F","MP1"
"2252","3100-41524","R",2008,"M","MCGC"
"2253","5000-11679","R",2009,"M","MCGC"
"2254","5000-11757","R",2009,"F","MCGC"
"2255","9000-12256","R",2009,"F","MCGC"
"2256","5000-29407","R",2009,"F","MP1"
"2257","4000-47664","R",2009,"F","MP1"
"2258","9000-90377","R",2009,"F","MCGC"
"2259","5000-29452","R",2009,"F","MCGC"
"2260","3100-42126","R",2009,"F","MCGC"
"2261","5000-29500","R",2009,"F","KV1"
"2262","5000-29547","R",2009,"F","GNMTN"
"2263","5000-29551","R",2009,"F","GNMTN"
"2264","5000-29608","R",2009,"F","GNMTN"
"2265","5000-29676","R",2009,"F","GNMTN"
"2266","5000-96639","R",2009,"F","MCGC"
"2267","5000-96800","R",2009,"F","MP1"
"2268","5000-96835","R",2009,"F","MCGC"
"2269","5000-96868","R",2009,"F","MP1"
"2270","5000-96894","R",2009,"F","MCGC"
"2271","5000-96960","R",2009,"F","MCGC"
"2272","5000-97004","R",2009,"F","KV1"
"2273","5000-97049","R",2009,"F","MP1"
"2274","5000-97067","R",2009,"M","MCGC"
"2275","3100-41738","R",2009,"F","MP1"
"2276","6000-23432","R",2009,"F","MP1"
"2277","6000-23468","R",2009,"F","MP1"
"2278","3100-41595","R",2009,"F","MP1"
"2279","6000-23528","R",2009,"F","MP1"
"2280","6000-23532","R",2009,"F","MP1"
"2281","6000-23594","R",2009,"F","MP1"
"2282","6000-23631","R",2009,"F","KV1"
"2283","6000-23641","R",2009,"F","GNMTN"
"2284","6000-23645","R",2009,"F","GNMTN"
"2285","6000-23669","R",2009,"F","KV1"
"2286","6000-23679","R",2009,"F","MCGC"
"2287","9000-90908","R",2009,"F","MCGC"
"2288","9000-90414","R",2009,"F","MCGC"
"2289","6000-23792","R",2009,"F","MCGC"
"2290","6000-23804","R",2009,"F","MCGC"
"2291","6000-23817","R",2009,"F","MCGC"
"2292","6000-23818","R",2009,"F","MCGC"
"2293","6000-23835","R",2009,"F","GNMTN"
"2294","6000-23872","R",2009,"M","MCGC"
"2295","3100-42492","R",2009,"F","MP1"
"2296","9000-11925","R",2009,"F","MCGC"
"2297","6000-53580","R",2009,"F","MCGC"
"2298","6000-53582","R",2009,"F","MCGC"
"2299","6000-53625","R",2009,"F","KV1"
"2300","6000-53627","R",2009,"F","KV1"
"2301","6000-53637","R",2009,"F","MCGC"
"2302","6000-53646","R",2009,"F","MP1"
"2303","3100-41591","R",2009,"F","MCGC"
"2304","6000-53773","R",2009,"F","GNMTN"
"2305","6000-53816","R",2009,"F","MP1"
"2306","6000-53818","R",2009,"F","MP1"
"2307","6000-53902","R",2009,"F","MP1"
"2308","6000-80917","R",2009,"F","MP1"
"2309","6000-80944","R",2009,"F","MCGC"
"2310","6000-80982","R",2009,"F","MP1"
"2311","6000-80983","R",2009,"F","MP1"
"2312","6000-81012","R",2009,"F","MP1"
"2313","6000-81038","R",2009,"F","MP1"
"2314","6000-81041","R",2009,"F","MP1"
"2315","6000-81183","R",2009,"F","MP1"
"2316","9000-11801","R",2009,"F","MP1"
"2317","9000-11809","R",2009,"F","HOLZ"
"2318","3100-41563","R",2009,"M","MCGC"
"2319","9000-11833","R",2009,"M","MCGC"
"2320","9000-11843","R",2009,"M","MCGC"
"2321","9000-11883","R",2009,"M","MCGC"
"2322","9000-11902","R",2009,"F","KV1"
"2323","9000-11905","R",2009,"F","KV1"
"2324","9000-91152","R",2009,"F","MCGC"
"2325","9000-11921","R",2009,"F","MCGC"
"2326","9000-11922","R",2009,"F","MCGC"
"2327","9000-11936","R",2009,"F","KV1"
"2328","9000-11945","R",2009,"F","GNMTN"
"2329","9000-11950","R",2009,"F","GNMTN"
"2330","9000-11986","R",2009,"F","MCGC"
"2331","9000-11996","R",2009,"F","MCGC"
"2332","9000-11999","R",2009,"F","MCGC"
"2333","9000-12001","R",2009,"F","MCGC"
"2334","9000-12010","R",2009,"F","MCGC"
"2335","9000-12019","R",2009,"F","MCGC"
"2336","9000-12025","R",2009,"F","MP1"
"2337","9000-12030","R",2009,"F","MP1"
"2338","9000-12037","R",2009,"F","MP1"
"2339","9000-12038","R",2009,"F","MP1"
"2340","9000-12041","R",2009,"F","MCGC"
"2341","3100-41757","R",2009,"F","HOLZ"
"2342","9000-12076","R",2009,"F","MP1"
"2343","9000-12112","R",2009,"F","MCGC"
"2344","9000-12128","R",2009,"F","MP1"
"2345","9000-12130","R",2009,"F","MP1"
"2346","9000-12136","R",2009,"F","MP1"
"2347","9000-12150","R",2009,"F","MCGC"
"2348","9000-12261","R",2009,"M","MCGC"
"2349","9000-12262","R",2009,"F","MCGC"
"2350","9000-12270","R",2009,"F","MCGC"
"2351","9000-12279","R",2009,"M","MP1"
"2352","9000-12297","R",2009,"F","MP1"
"2353","9000-12317","R",2009,"F","HOLZ"
"2354","9000-12329","R",2009,"F","GNMTN"
"2355","9000-12340","R",2009,"F","MP1"
"2356","9000-12389","R",2009,"F","GNMTN"
"2357","9000-12393","R",2009,"M","MP1"
"2358","9000-12410","R",2009,"F","MCGC"
"2359","9000-12439","R",2009,"F","MCGC"
"2360","3100-42019","R",2009,"F","KV1"
"2361","9000-12514","R",2009,"F","HPK1"
"2362","9000-12520","R",2009,"F","HPK1"
"2363","9000-12521","R",2009,"F","HPK1"
"2364","9000-12534","R",2009,"F","MP1"
"2365","9000-12558","R",2009,"M","MCGC"
"2366","9000-12564","R",2009,"F","MCGC"
"2367","9000-12585","R",2009,"M","HPK1"
"2368","9000-39020","R",2009,"M","MP1"
"2369","9000-39027","R",2009,"M","HPK1"
"2370","9000-39048","R",2009,"M","MCGC"
"2371","9000-39058","R",2009,"M","MP1"
"2372","9000-39061","R",2009,"M","MCGC"
"2373","9000-39064","R",2009,"M","MP1"
"2374","9000-39072","R",2009,"M","MCGC"
"2375","9000-39075","R",2009,"M","MCGC"
"2376","9000-39084","R",2009,"M","MCGC"
"2377","9000-39096","R",2009,"M","MP1"
"2378","9000-39119","R",2009,"M","MCGC"
"2379","9000-39127","R",2009,"M","MCGC"
"2380","9000-39128","R",2009,"M","MCGC"
"2381","9000-39160","R",2009,"M","MCGC"
