"","band","band_status","year","age","sex","site","site_recap","location"
"429","3100-41750","1",2009,"AHY","F","HPK1","HPK1","east"
"430","3100-41750","R",2011,"AHY","F","HPK1","HPK2","east"
"431","3100-41751","1",2009,"AHY","F","HOLZ","HOLZ","west"
"432","3100-41752","1",2009,"AHY","F","HOLZ","HOLZ","west"
"433","3100-41752","R",2010,"AHY","F","HOLZ","HOLZ","west"
"434","3100-41753","1",2009,"AHY","F","HOLZ","HOLZ","west"
"435","3100-41753","R",2011,"AHY","F","HOLZ","HOLZ","west"
"436","3100-41754","1",2009,"AHY","F","HOLZ","HOLZ","west"
"437","3100-41755","1",2009,"AHY","F","HOLZ","HOLZ","west"
"438","3100-41757","1",2006,"AHY","F","HOLZ","HOLZ","west"
"439","3100-41757","R",2006,"AHY","F","HOLZ","HOLZ","west"
"440","3100-41757","R",2007,"AHY","F","HOLZ","HOLZ","west"
"441","3100-41757","R",2007,"AHY","F","HOLZ","GNMTN","west"
"442","3100-41757","R",2008,"AHY","F","HOLZ","HOLZ","west"
"443","3100-41757","R",2009,"AHY","F","HOLZ","HOLZ","west"
"444","3100-41757","R",2010,"AHY","F","HOLZ","HOLZ","west"
"445","3100-41758","1",2009,"AHY","F","GNMTN","GNMTN","west"
"446","3100-41758","R",2010,"AHY","F","GNMTN","GNMTN","west"
"447","3100-41759","1",2009,"AHY","F","GNMTN","GNMTN","west"
"448","3100-41760","1",2009,"AHY","F","GNMTN","GNMTN","west"
"449","3100-41760","R",2010,"AHY","F","GNMTN","GNMTN","west"
"450","3100-41761","1",2009,"AHY","F","GNMTN","GNMTN","west"
"451","3100-41762","1",2009,"AHY","F","GNMTN","GNMTN","west"
"452","3100-41763","1",2009,"AHY","F","KV1","KV1","west"
"453","3100-41764","1",2009,"AHY","F","KV1","KV1","west"
"454","3100-41764","R",2010,"AHY","F","KV1","KV1","west"
"455","3100-41765","1",2009,"AHY","F","KV1","KV1","west"
"456","3100-41766","1",2009,"AHY","F","KV1","KV1","west"
"457","3100-41767","1",2009,"AHY","F","KV1","KV1","west"
"458","3100-41768","1",2009,"AHY","F","KV1","KV1","west"
"459","3100-41769","1",2009,"AHY","F","KV1","KV1","west"
"460","3100-41770","1",2009,"AHY","F","KV1","KV1","west"
"461","3100-41771","1",2009,"AHY","F","MCGC","MCGC","east"
"462","3100-41772","1",2009,"AHY","F","MCGC","MCGC","east"
"463","3100-41773","1",2009,"AHY","F","MCGC","MCGC","east"
"464","3100-41774","1",2009,"AHY","F","MCGC","MCGC","east"
"465","3100-41775","1",2009,"AHY","F","MCGC","MCGC","east"
"466","3100-41776","1",2009,"AHY","M","HPK1","HPK1","east"
"467","3100-41777","1",2009,"AHY","M","HPK1","HPK1","east"
"468","3100-41778","1",2009,"AHY","M","HPK1","HPK1","east"
"469","3100-41779","1",2009,"AHY","M","HPK1","HPK1","east"
"470","3100-41779","R",2011,"AHY","M","HPK1","HPK2","east"
"471","3100-41780","1",2009,"AHY","M","HOLZ","HOLZ","west"
"472","3100-41781","1",2009,"AHY","M","KV1","KV1","west"
"473","3100-41782","1",2009,"AHY","M","KV1","KV1","west"
"474","3100-41783","1",2009,"AHY","M","MCGC","MCGC","east"
"475","3100-41784","1",2009,"AHY","M","MCGC","MCGC","east"
"476","3100-41785","1",2009,"AHY","M","MCGC","MCGC","east"
"477","3100-41786","1",2009,"AHY","M","MCGC","MCGC","east"
"478","3100-41787","1",2009,"AHY","M","MP1","MP1","east"
"479","3100-41788","1",2009,"AHY","M","MP1","MP1","east"
"480","3100-41789","1",2009,"AHY","M","MP1","MP1","east"
"481","3100-41790","1",2009,"AHY","M","MP1","MP1","east"
"482","3100-41791","1",2009,"AHY","M","GNMTN","GNMTN","west"
"483","3100-41792","1",2009,"AHY","M","GNMTN","GNMTN","west"
"484","3100-41793","1",2009,"AHY","M","GNMTN","GNMTN","west"
"485","3100-41794","1",2009,"AHY","M","HOLZ","HOLZ","west"
"486","3100-41795","1",2009,"AHY","M","MP1","MP1","east"
"487","3100-41796","1",2009,"AHY","M","HOLZ","HOLZ","west"
"488","3100-41796","R",2010,"AHY","M","HOLZ","HOLZ","west"
"489","3100-41797","1",2009,"AHY","M","HOLZ","HOLZ","west"
"490","3100-41798","1",2009,"AHY","M","HOLZ","HOLZ","west"
"491","3100-41799","1",2009,"AHY","M","HOLZ","HOLZ","west"
"492","3100-41800","1",2009,"AHY","M","HOLZ","HOLZ","west"
"493","3100-41801","1",2009,"AHY","F","GNMTN","GNMTN","west"
"494","3100-41802","1",2009,"AHY","F","GNMTN","GNMTN","west"
"495","3100-41803","1",2009,"AHY","F","GNMTN","GNMTN","west"
"496","3100-41804","1",2009,"AHY","F","GNMTN","GNMTN","west"
"497","3100-41805","1",2009,"AHY","F","KV1","KV1","west"
"498","3100-41806","1",2009,"AHY","F","KV1","KV1","west"
"499","3100-41807","1",2009,"AHY","F","KV1","KV1","west"
"500","3100-41808","1",2009,"AHY","F","KV1","KV1","west"
"501","3100-41809","1",2009,"AHY","F","KV1","KV1","west"
"502","3100-41810","1",2009,"AHY","F","KV1","KV1","west"
"503","3100-41811","1",2009,"AHY","F","KV1","KV1","west"
"504","3100-41812","1",2009,"AHY","F","MP1","MP1","east"
"505","3100-41813","1",2009,"AHY","F","MP1","MP1","east"
"506","3100-41814","1",2004,"AHY","F","MP1","MP1","east"
"507","3100-41814","R",2004,"AHY","F","MP1","MP1","east"
"508","3100-41814","R",2005,"AHY","F","MP1","MP1","east"
"509","3100-41814","R",2006,"AHY","F","MP1","MP1","east"
"510","3100-41814","R",2007,"AHY","F","MP1","MP1","east"
"511","3100-41814","R",2008,"AHY","F","MP1","MP1","east"
"512","3100-41814","R",2009,"AHY","F","MP1","MP1","east"
"513","3100-41814","R",2010,"AHY","F","MP1","MP1","east"
"514","3100-41814","R",2011,"AHY","F","MP1","MP1","east"
"515","3100-41815","1",2009,"AHY","F","MP1","MP1","east"
"516","3100-41816","1",2009,"AHY","F","MP1","MP1","east"
"517","3100-41816","R",2010,"AHY","F","MP1","MP1","east"
"518","3100-41817","1",2009,"AHY","F","MP1","MP1","east"
"519","3100-41818","1",2009,"AHY","F","MP1","MP1","east"
"520","3100-41819","1",2009,"AHY","F","MP1","MP1","east"
"521","3100-41820","1",2009,"AHY","F","MP1","MP1","east"
"522","3100-41820","R",2010,"AHY","F","MP1","HPK2","east"
"523","3100-41821","1",2009,"AHY","F","MP1","MP1","east"
"524","3100-41822","1",2009,"AHY","F","MP1","MP1","east"
"525","3100-41822","R",2010,"AHY","F","MP1","MP1","east"
"526","3100-41823","1",2009,"AHY","F","MP1","MP1","east"
"527","3100-41824","1",2009,"AHY","F","MP1","MP1","east"
"528","3100-41824","R",2010,"AHY","F","MP1","MP1","east"
"529","3100-41825","1",2009,"AHY","F","MP1","MP1","east"
"530","3100-41826","1",2009,"AHY","M","MP1","MP1","east"
"531","3100-41827","1",2009,"AHY","M","MP1","MP1","east"
"532","3100-41828","1",2009,"AHY","M","MP1","MP1","east"
"533","3100-41829","1",2009,"AHY","M","HPK1","HPK1","east"
"534","3100-41830","1",2009,"AHY","M","HPK1","HPK1","east"
"535","3100-41831","1",2009,"AHY","M","HPK1","HPK1","east"
"536","3100-41832","1",2009,"AHY","M","HPK1","HPK1","east"
"537","3100-41832","R",2010,"AHY","M","HPK1","HPK2","east"
"538","3100-41832","R",2011,"AHY","M","HPK1","HPK2","east"
"539","3100-41833","1",2009,"AHY","M","HPK1","HPK1","east"
"540","3100-41833","R",2010,"AHY","M","HPK1","HPK2","east"
"541","3100-41834","1",2009,"AHY","M","HPK1","HPK1","east"
"542","3100-41835","1",2009,"AHY","M","HPK1","HPK1","east"
"543","3100-41835","R",2010,"AHY","M","HPK1","MP1","east"
"544","3100-41836","1",2009,"AHY","M","HPK1","HPK1","east"
"545","3100-41837","1",2009,"AHY","M","HPK1","HPK1","east"
"546","3100-41838","1",2009,"AHY","M","HPK1","HPK1","east"
"547","3100-41839","1",2009,"AHY","M","MP1","MP1","east"
"548","3100-41840","1",2009,"AHY","M","MP1","MP1","east"
"549","3100-41841","1",2009,"AHY","M","MP1","MP1","east"
"550","3100-41842","1",2009,"AHY","M","MP1","MP1","east"
"551","3100-41843","1",2009,"AHY","M","MCGC","MCGC","east"
"552","3100-41844","1",2009,"AHY","M","HPK1","HPK1","east"
"553","3100-41845","1",2009,"AHY","M","HPK1","HPK1","east"
"554","3100-41846","1",2009,"AHY","M","HPK1","HPK1","east"
"555","3100-41847","1",2009,"AHY","M","HPK1","HPK1","east"
"556","3100-41848","1",2009,"AHY","M","HPK1","HPK1","east"
"557","3100-41849","1",2009,"AHY","M","MP1","MP1","east"
"558","3100-41849","R",2010,"AHY","M","MP1","MP1","east"
"559","3100-41850","1",2009,"AHY","M","MP1","MP1","east"
"560","3100-41851","1",2009,"AHY","M","MP1","MP1","east"
"561","3100-41852","1",2009,"AHY","M","MP1","MP1","east"
"562","3100-41853","1",2009,"AHY","M","MP1","MP1","east"
"563","3100-41854","1",2009,"AHY","M","MP1","MP1","east"
"564","3100-41854","R",2010,"AHY","M","MP1","MP1","east"
"565","3100-41855","1",2009,"AHY","M","MP1","MP1","east"
"566","3100-41856","1",2009,"AHY","M","MP1","MP1","east"
"567","3100-41857","1",2009,"AHY","M","MCGC","MCGC","east"
"568","3100-41857","R",2010,"AHY","M","MCGC","MCGC","east"
"569","3100-41858","1",2009,"AHY","M","MCGC","MCGC","east"
"570","3100-41859","1",2009,"AHY","M","MCGC","MCGC","east"
"571","3100-41859","R",2010,"AHY","M","MCGC","MCGC","east"
"572","3100-41860","1",2009,"AHY","M","MCGC","MCGC","east"
"573","3100-41861","1",2009,"AHY","M","MCGC","MCGC","east"
"574","3100-41862","1",2009,"AHY","M","HPK1","HPK1","east"
"575","3100-41863","1",2009,"AHY","M","HPK1","HPK1","east"
"576","3100-41864","1",2009,"AHY","M","MP1","MP1","east"
"577","3100-41864","R",2010,"AHY","M","MP1","MP1","east"
"578","3100-41865","1",2009,"AHY","M","MP1","MP1","east"
"579","3100-41866","1",2009,"AHY","M","MP1","MP1","east"
"580","3100-41867","1",2009,"AHY","M","MP1","MP1","east"
"581","3100-41868","1",2009,"AHY","M","MP1","MP1","east"
"582","3100-41870","1",2009,"AHY","M","MP1","MP1","east"
"583","3100-41871","1",2009,"AHY","M","MCGC","MCGC","east"
"584","3100-41872","1",2009,"AHY","M","MP1","MP1","east"
"585","3100-41873","1",2009,"AHY","M","MCGC","MCGC","east"
"586","3100-41874","1",2009,"AHY","M","MCGC","MCGC","east"
"587","3100-41875","1",2009,"AHY","M","HOLZ","HOLZ","west"
"588","3100-41876","1",2009,"AHY","F","MP1","MP1","east"
"589","3100-41876","R",2010,"AHY","F","MP1","MP1","east"
"590","3100-41877","1",2009,"AHY","F","MP1","MP1","east"
"591","3100-41877","R",2010,"AHY","F","MP1","MP1","east"
"592","3100-41877","R",2011,"AHY","F","MP1","MP1","east"
"593","3100-41878","1",2009,"AHY","F","MCGC","MCGC","east"
"594","3100-41878","R",2011,"AHY","F","MCGC","MCGC","east"
"595","3100-41879","1",2009,"AHY","F","MCGC","MCGC","east"
"596","3100-41880","1",2009,"AHY","F","MP1","MP1","east"
"597","3100-41881","1",2009,"AHY","F","MCGC","MCGC","east"
"598","3100-41882","1",2009,"AHY","F","MCGC","MCGC","east"
"599","3100-41883","1",2009,"AHY","F","MCGC","MCGC","east"
"600","3100-41884","1",2009,"AHY","F","MCGC","MCGC","east"
"601","3100-41884","R",2010,"AHY","F","MCGC","MCGC","east"
"602","3100-41884","R",2011,"AHY","F","MCGC","MCGC","east"
"603","3100-41885","1",2009,"AHY","F","MCGC","MCGC","east"
"604","3100-41886","1",2009,"AHY","F","MCGC","MCGC","east"
"605","3100-41887","1",2007,"AHY","F","WC1","WC1","east"
"606","3100-41887","R",2007,"AHY","F","WC1","MCGC","east"
"607","3100-41887","R",2008,"AHY","F","WC1","MCGC","east"
"608","3100-41887","R",2009,"AHY","F","WC1","MCGC","east"
"609","3100-41887","R",2009,"AHY","F","WC1","WC1","east"
"610","3100-41888","1",2009,"AHY","F","MCGC","MCGC","east"
"611","3100-41889","1",2009,"AHY","F","MP1","MP1","east"
"612","3100-41890","1",2009,"AHY","F","MP1","MP1","east"
"613","3100-41891","1",2009,"AHY","F","MP1","MP1","east"
"614","3100-41891","R",2010,"AHY","F","MP1","MP1","east"
"615","3100-41892","1",2009,"AHY","F","MP1","MP1","east"
"616","3100-41892","R",2010,"AHY","F","MP1","MP1","east"
"617","3100-41893","1",2009,"AHY","F","MP1","MP1","east"
"618","3100-41893","R",2010,"AHY","F","MP1","MP1","east"
"619","3100-41893","R",2011,"AHY","F","MP1","MP1","east"
"620","3100-41894","1",2009,"AHY","F","MP1","MP1","east"
"621","3100-41895","1",2009,"AHY","F","MP1","MP1","east"
"622","3100-41896","1",2009,"AHY","F","MP1","MP1","east"
"623","3100-41897","1",2009,"AHY","F","MP1","MP1","east"
"624","3100-41898","1",2009,"AHY","F","MCGC","MCGC","east"
"625","3100-41899","1",2009,"AHY","F","MCGC","MCGC","east"
"626","3100-41899","R",2010,"AHY","F","MCGC","MCGC","east"
"627","3100-41900","1",2009,"AHY","F","MP1","MP1","east"
"628","3100-41901","1",2009,"AHY","F","MP1","MP1","east"
"629","3100-41902","1",2009,"AHY","F","MP1","MP1","east"
"630","3100-41903","1",2009,"AHY","F","MP1","MP1","east"
"631","3100-41904","1",2009,"AHY","F","MP1","MP1","east"
"632","3100-41905","1",2009,"AHY","F","MP1","MP1","east"
"633","3100-41906","1",2009,"AHY","F","MP1","MP1","east"
"634","3100-41907","1",2009,"AHY","F","MP1","MP1","east"
"635","3100-41908","1",2009,"AHY","F","MP1","MP1","east"
"636","3100-41909","1",2009,"AHY","F","MP1","MP1","east"
"637","3100-41910","1",2009,"AHY","F","MP1","MP1","east"
"638","3100-41911","1",2009,"AHY","F","MP1","MP1","east"
"639","3100-41912","1",2009,"AHY","F","MP1","MP1","east"
"640","3100-41913","1",2009,"AHY","F","MP1","MP1","east"
"641","3100-41914","1",2009,"AHY","F","MP1","MP1","east"
"642","3100-41914","R",2010,"AHY","F","MP1","MP1","east"
"643","3100-41915","1",2009,"AHY","F","HPK1","HPK1","east"
"644","3100-41916","1",2009,"AHY","F","HPK1","HPK1","east"
"645","3100-41917","1",2009,"AHY","F","HPK1","HPK1","east"
"646","3100-41918","1",2009,"AHY","F","HPK1","HPK1","east"
"647","3100-41918","R",2010,"AHY","F","HPK1","HPK2","east"
"648","3100-41919","1",2009,"AHY","F","MP1","MP1","east"
"649","3100-41920","1",2009,"AHY","F","MP1","MP1","east"
"650","3100-41921","1",2009,"AHY","F","MP1","MP1","east"
"651","3100-41922","1",2009,"AHY","F","MP1","MP1","east"
"652","3100-41923","1",2009,"AHY","F","MP1","MP1","east"
"653","3100-41924","1",2009,"AHY","F","MP1","MP1","east"
"654","3100-41925","1",2009,"AHY","F","MP1","MP1","east"
"655","3100-41926","1",2009,"AHY","F","MCGC","MCGC","east"
"656","3100-41927","1",2009,"AHY","F","MCGC","MCGC","east"
"657","3100-41928","1",2009,"AHY","F","MCGC","MCGC","east"
"658","3100-41929","1",2009,"AHY","F","MCGC","MCGC","east"
"659","3100-41930","1",2009,"AHY","F","MCGC","MCGC","east"
"660","3100-41930","R",2010,"AHY","F","MCGC","MCGC","east"
"661","3100-41930","R",2011,"AHY","F","MCGC","MCGC","east"
"662","3100-41931","1",2009,"AHY","F","HPK1","HPK1","east"
"663","3100-41932","1",2009,"AHY","F","HPK1","HPK1","east"
"664","3100-41932","R",2010,"AHY","F","HPK1","HPK1","east"
"665","3100-41932","R",2011,"AHY","F","HPK1","HPK2","east"
"666","3100-41933","1",2009,"AHY","F","HPK1","HPK1","east"
"667","3100-41934","1",2009,"AHY","F","HPK1","HPK1","east"
"668","3100-41935","1",2009,"AHY","F","MP1","MP1","east"
"669","3100-41935","R",2010,"AHY","F","MP1","MP1","east"
"670","3100-41936","1",2009,"AHY","F","MP1","MP1","east"
"671","3100-41937","1",2009,"AHY","F","MP1","MP1","east"
"672","3100-41938","1",2009,"AHY","F","MP1","MP1","east"
"673","3100-41939","1",2009,"AHY","F","MP1","MP1","east"
"674","3100-41940","1",2009,"AHY","F","MP1","MP1","east"
"675","3100-41941","1",2009,"AHY","F","MP1","MP1","east"
"676","3100-41942","1",2009,"AHY","F","MP1","MP1","east"
"677","3100-41943","1",2009,"AHY","F","MP1","MP1","east"
"678","3100-41944","1",2009,"AHY","F","MP1","MP1","east"
"679","3100-41945","1",2009,"AHY","F","MP1","MP1","east"
"680","3100-41946","1",2009,"AHY","F","MP1","MP1","east"
"681","3100-41947","1",2009,"AHY","F","MP1","MP1","east"
"682","3100-41948","1",2009,"AHY","F","MP1","MP1","east"
"683","3100-41949","1",2009,"AHY","F","MP1","MP1","east"
"684","3100-41950","1",2009,"AHY","F","MP1","MP1","east"
"685","3100-41951","1",2009,"AHY","M","KV1","KV1","west"
"686","3100-41952","1",2009,"AHY","M","KV1","KV1","west"
"687","3100-41952","R",2010,"AHY","M","KV1","KV1","west"
"688","3100-41952","R",2011,"AHY","M","KV1","KV1","west"
"689","3100-41953","1",2009,"AHY","M","GNMTN","GNMTN","west"
"690","3100-41954","1",2009,"AHY","M","MCGC","MCGC","east"
"691","3100-41955","1",2009,"AHY","M","MCGC","MCGC","east"
"692","3100-41955","R",2010,"AHY","M","MCGC","MCGC","east"
"693","3100-41956","1",2009,"AHY","M","MCGC","MCGC","east"
"694","3100-41957","1",2009,"AHY","M","MCGC","MCGC","east"
"695","3100-41958","1",2009,"AHY","M","MCGC","MCGC","east"
"696","3100-41959","1",2009,"AHY","M","MCGC","MCGC","east"
"697","3100-41959","R",2010,"AHY","M","MCGC","MCGC","east"
"698","3100-41960","1",2009,"AHY","M","MCGC","MCGC","east"
"699","3100-41961","1",2007,"AHY","F","MP1","MP1","east"
"700","3100-41961","R",2009,"AHY","F","MP1","HPK1","east"
"701","3100-41962","1",2009,"AHY","F","HPK1","HPK1","east"
"702","3100-41963","1",2009,"AHY","F","HPK1","HPK1","east"
"703","3100-41964","1",2009,"AHY","F","HPK1","HPK1","east"
"704","3100-41964","R",2010,"AHY","F","HPK1","HPK1","east"
"705","3100-41965","1",2009,"AHY","F","HPK1","HPK1","east"
"706","3100-41966","1",2009,"AHY","F","HPK1","HPK1","east"
"707","3100-41967","1",2009,"AHY","F","HPK1","HPK1","east"
"708","3100-41967","R",2010,"AHY","F","HPK1","HPK1","east"
"709","3100-41967","R",2011,"AHY","F","HPK1","MP1","east"
"710","3100-41967","R",2011,"AHY","F","HPK1","HPK2","east"
"711","3100-41968","1",2009,"AHY","F","HPK1","HPK1","east"
"712","3100-41969","1",2009,"AHY","F","HPK1","HPK1","east"
"713","3100-41969","R",2010,"AHY","F","HPK1","HPK2","east"
"714","3100-41971","1",2009,"AHY","F","MP1","MP1","east"
"715","3100-41972","1",2009,"AHY","F","MP1","MP1","east"
"716","3100-41972","R",2010,"AHY","F","MP1","MP1","east"
"717","3100-41972","R",2011,"AHY","F","MP1","MP1","east"
"718","3100-41973","1",2009,"AHY","F","MP1","MP1","east"
"719","3100-41974","1",2009,"AHY","F","MP1","MP1","east"
"720","3100-41974","R",2011,"AHY","F","MP1","MP1","east"
"721","3100-41975","1",2009,"AHY","F","MP1","MP1","east"
"722","3100-41976","1",2009,"AHY","F","MP1","MP1","east"
"723","3100-41977","1",2009,"AHY","F","MP1","MP1","east"
"724","3100-41978","1",2009,"AHY","F","MCGC","MCGC","east"
"725","3100-41979","1",2009,"AHY","F","MCGC","MCGC","east"
"726","3100-41980","1",2009,"AHY","F","MCGC","MCGC","east"
"727","3100-41981","1",2009,"AHY","F","MCGC","MCGC","east"
"728","3100-41981","R",2010,"AHY","F","MCGC","MCGC","east"
"729","3100-41981","R",2011,"AHY","F","MCGC","MCGC","east"
"730","3100-41982","1",2009,"AHY","F","MCGC","MCGC","east"
"731","3100-41983","1",2009,"AHY","F","MCGC","MCGC","east"
"732","3100-41984","1",2009,"AHY","F","MCGC","MCGC","east"
"733","3100-41985","1",2009,"AHY","F","MCGC","MCGC","east"
"734","3100-41986","1",2009,"AHY","F","MCGC","MCGC","east"
"735","3100-41987","1",2009,"AHY","F","MCGC","MCGC","east"
"736","3100-41988","1",2009,"AHY","F","MCGC","MCGC","east"
"737","3100-41988","R",2010,"AHY","F","MCGC","MCGC","east"
"738","3100-41989","1",2009,"AHY","F","MCGC","MCGC","east"
"739","3100-41990","1",2009,"AHY","F","MCGC","MCGC","east"
"740","3100-41991","1",2009,"AHY","F","MCGC","MCGC","east"
"741","3100-41992","1",2009,"AHY","F","MCGC","MCGC","east"
"742","3100-41992","R",2010,"AHY","F","MCGC","MCGC","east"
"743","3100-41993","1",2009,"AHY","F","MCGC","MCGC","east"
"744","3100-41994","1",2009,"AHY","F","MCGC","MCGC","east"
"745","3100-41995","1",2009,"AHY","F","MCGC","MCGC","east"
"746","3100-41995","R",2011,"AHY","F","MCGC","MCGC","east"
"747","3100-41996","1",2009,"AHY","F","MCGC","MCGC","east"
"748","3100-41997","1",2009,"AHY","F","MCGC","MCGC","east"
"749","3100-41998","1",2009,"AHY","F","HPK1","HPK1","east"
"750","3100-41999","1",2009,"AHY","F","HPK1","HPK1","east"
"751","3100-41999","R",2010,"AHY","F","HPK1","HPK2","east"
"752","3100-42000","1",2009,"AHY","F","HPK1","HPK1","east"
"753","3100-42000","R",2011,"AHY","F","HPK1","HPK2","east"
"754","3100-42001","1",2009,"AHY","F","MP1","MP1","east"
"755","3100-42001","R",2011,"AHY","F","MP1","MP1","east"
"756","3100-42002","1",2009,"AHY","F","MP1","MP1","east"
"757","3100-42003","1",2009,"AHY","F","HPK1","HPK1","east"
"758","3100-42004","1",2009,"AHY","F","MP1","MP1","east"
"759","3100-42005","1",2009,"AHY","F","HPK1","HPK1","east"
"760","3100-42006","1",2009,"AHY","F","HPK1","HPK1","east"
"761","3100-42007","1",2009,"AHY","F","HPK1","HPK1","east"
"762","3100-42007","R",2010,"AHY","F","HPK1","MP1","east"
"763","3100-42008","1",2009,"AHY","F","HPK1","HPK1","east"
"764","3100-42009","1",2009,"AHY","F","HPK1","HPK1","east"
"765","3100-42010","1",2009,"AHY","F","CC3","CC3","east"
"766","3100-42010","R",2010,"AHY","F","CC3","MCGC","east"
"767","3100-42011","1",2009,"AHY","F","CC3","CC3","east"
"768","3100-42012","1",2009,"AHY","F","CC3","CC3","east"
"769","3100-42012","R",2009,"AHY","F","CC3","MCGC","east"
"770","3100-42013","1",2009,"AHY","F","POLC","POLC","west"
"771","3100-42014","1",2009,"AHY","F","POLC","POLC","west"
"772","3100-42015","1",2009,"AHY","F","KV1","KV1","west"
"773","3100-42016","1",2009,"AHY","F","KV1","KV1","west"
"774","3100-42017","1",2009,"AHY","F","KV1","KV1","west"
"775","3100-42018","1",2009,"AHY","F","KV1","KV1","west"
"776","3100-42018","R",2011,"AHY","F","KV1","KV1","west"
"777","3100-42019","1",2006,"AHY","F","KV1","KV1","west"
"778","3100-42019","R",2007,"AHY","F","KV1","KV1","west"
"779","3100-42019","R",2009,"AHY","F","KV1","KV1","west"
