"","UBI_band","band_status","year","species","age","fixed_sex","site"
"8893","9100-22935","1",2012,"BTLH","AHY","F","MP1"
"8894","9100-22936","1",2012,"BTLH","AHY","F","MP1"
"8895","9100-22937","1",2012,"BTLH","AHY","F","MP1"
"8896","9100-22938","1",2012,"BTLH","AHY","F","MP1"
"8897","9100-22939","1",2012,"BTLH","AHY","F","MP1"
"8898","9100-22940","1",2012,"BTLH","AHY","F","MP1"
"8899","9100-22941","1",2012,"BTLH","AHY","F","MP1"
"8900","9100-22942","1",2012,"BTLH","AHY","F","MP1"
"8901","9100-22943","1",2012,"BTLH","AHY","F","MP1"
"8902","9100-22944","1",2012,"BTLH","AHY","F","MP1"
"8903","9100-22945","1",2012,"BTLH","AHY","F","MP1"
"8904","9100-22946","1",2012,"BTLH","AHY","F","MP1"
"8905","9100-22947","1",2012,"BTLH","AHY","F","MP1"
"8906","9100-22948","1",2012,"BTLH","AHY","F","MP1"
"8907","9100-22949","1",2012,"BTLH","AHY","F","MP1"
"8908","9100-22950","1",2012,"BTLH","AHY","F","MP1"
"8909","9100-22951","1",2012,"BTLH","AHY","F","MP1"
"8910","9100-22952","1",2012,"BTLH","AHY","F","MP1"
"8911","9100-22953","1",2012,"BTLH","AHY","F","MP1"
"8912","9100-22954","1",2012,"BTLH","AHY","M","MP1"
"8913","9100-22955","1",2012,"BTLH","AHY","F","MP1"
"8914","9100-22956","1",2012,"BTLH","AHY","F","MCGC"
"8915","9100-22957","1",2012,"BTLH","AHY","F","MCGC"
"8916","9100-22958","1",2012,"BTLH","AHY","F","MCGC"
"8917","9100-22959","1",2012,"BTLH","AHY","F","MCGC"
"8918","9100-22960","1",2012,"BTLH","AHY","F","MCGC"
"8919","9100-22961","1",2012,"BTLH","AHY","F","MCGC"
"8920","9100-22963","1",2012,"BTLH","AHY","F","MCGC"
"8921","9100-22964","1",2012,"BTLH","AHY","F","MCGC"
"8922","9100-22965","1",2012,"BTLH","AHY","F","MCGC"
"8923","9100-22966","1",2012,"BTLH","AHY","F","MCGC"
"8924","9100-22967","1",2012,"BTLH","AHY","F","MCGC"
"8925","9100-22968","1",2012,"BTLH","AHY","F","MP1"
"8926","9100-22969","1",2012,"BTLH","AHY","F","MP1"
"8927","9100-22970","R",2012,"BTLH","AHY","F","MP1"
"8928","9100-22971","1",2012,"BTLH","AHY","F","MP1"
"8929","9100-22972","1",2012,"BTLH","AHY","F","MP1"
"8930","9100-22973","1",2012,"BTLH","AHY","F","MP1"
"8931","9100-22974","1",2012,"BTLH","AHY","F","MP1"
"8932","9100-22975","1",2012,"BTLH","AHY","F","MP1"
"8933","9100-22976","1",2012,"BTLH","AHY","M","MP1"
"8934","9100-22977","1",2012,"BTLH","AHY","F","MP1"
"8935","9100-22978","1",2012,"BTLH","AHY","F","MP1"
"8936","9100-22979","1",2012,"BTLH","AHY","F","MCGC"
"8937","9100-22980","1",2012,"BTLH","AHY","F","MCGC"
"8938","9100-22981","1",2012,"BTLH","AHY","F","MCGC"
"8939","9100-22982","1",2012,"BTLH","AHY","F","MCGC"
"8940","9100-22983","1",2012,"BTLH","AHY","F","MCGC"
"8941","9100-22984","1",2012,"BTLH","AHY","F","MCGC"
"8942","9100-22985","1",2012,"BTLH","AHY","F","MCGC"
"8943","9100-22986","1",2012,"BTLH","AHY","F","MCGC"
"8944","9100-22987","1",2012,"BTLH","AHY","F","MP1"
"8945","9100-22988","1",2012,"BTLH","AHY","F","MCGC"
"8946","9100-22989","1",2012,"BTLH","AHY","F","MP1"
"8947","9100-22990","1",2012,"BTLH","AHY","F","MP1"
"8948","9100-22991","1",2012,"BTLH","AHY","F","MP1"
"8949","9100-22992","1",2012,"BTLH","AHY","F","MP1"
"8950","9100-22993","1",2012,"BTLH","AHY","F","MP1"
"8951","9100-22994","1",2012,"BTLH","AHY","F","MP1"
"8952","9100-22995","1",2012,"BTLH","AHY","F","MP1"
"8953","9100-22996","1",2012,"BTLH","AHY","F","MP1"
"8954","9100-22997","1",2012,"BTLH","AHY","F","MP1"
"8955","9100-22999","1",2012,"BTLH","AHY","F","MP1"
"8956","9100-23000","1",2012,"BTLH","AHY","F","MP1"
"8957","9100-23001","1",2012,"BTLH","AHY","M","MP1"
"8958","9100-23002","1",2012,"BTLH","AHY","M","MP1"
"8959","9100-23003","1",2012,"BTLH","AHY","M","MP1"
"8960","9100-23004","1",2012,"BTLH","AHY","M","MP1"
"8961","9100-23005","1",2012,"BTLH","AHY","M","MP1"
"8962","9100-23006","1",2012,"BTLH","AHY","M","MCGC"
"8963","9100-23007","1",2012,"BTLH","AHY","M","MCGC"
"8964","9100-23008","1",2012,"BTLH","AHY","M","MP1"
"8965","9100-23009","1",2012,"BTLH","AHY","M","MP1"
"8966","9100-23010","1",2012,"BTLH","AHY","M","MP1"
"8967","9100-23011","1",2012,"BTLH","AHY","M","MP1"
"8968","9100-23012","1",2012,"BTLH","AHY","M","MP1"
"8969","9100-23013","1",2012,"BTLH","AHY","M","HOLZ"
"8970","9100-23014","1",2012,"BTLH","AHY","M","MCGC"
"8971","9100-23015","1",2012,"BTLH","AHY","M","MCGC"
"8972","9100-23016","1",2012,"BTLH","AHY","M","MCGC"
"8973","9100-23017","1",2012,"BTLH","AHY","M","MCGC"
"8974","9100-23018","1",2012,"BTLH","AHY","M","MCGC"
"8975","9100-23019","1",2012,"BTLH","AHY","M","MCGC"
"8976","9100-23020","1",2012,"BTLH","AHY","M","MCGC"
"8977","9100-23021","1",2012,"BTLH","AHY","M","MCGC"
"8978","9100-23022","1",2012,"BTLH","AHY","M","MCGC"
"8979","9100-23023","1",2012,"BTLH","AHY","M","MP1"
"8980","9100-23024","1",2012,"BTLH","AHY","M","MP1"
"8981","9100-23026","1",2012,"BTLH","AHY","M","MCGC"
"8982","9100-23027","1",2012,"BTLH","AHY","M","MCGC"
"8983","9100-23028","1",2012,"BTLH","AHY","M","MCGC"
"8984","9100-23029","1",2012,"BTLH","AHY","M","MCGC"
"8985","9100-23030","1",2012,"BTLH","AHY","M","MCGC"
"8986","9100-23031","1",2012,"BTLH","AHY","M","MCGC"
"8987","9100-23032","1",2012,"BTLH","AHY","M","MCGC"
"8988","9100-23033","1",2012,"BTLH","AHY","M","MCGC"
"8989","9100-23034","1",2012,"BTLH","AHY","M","MCGC"
"8990","9100-23035","1",2012,"BTLH","AHY","M","MCGC"
"8991","9100-23036","1",2012,"BTLH","AHY","M","MCGC"
"8992","9100-23037","1",2012,"BTLH","AHY","M","MP1"
"8993","9100-23038","1",2012,"BTLH","AHY","M","MP1"
"8994","9100-23039","1",2012,"BTLH","AHY","M","MP1"
"8995","9100-23040","1",2012,"BTLH","AHY","M","MP1"
"8996","9100-23041","1",2012,"BTLH","AHY","M","GNMTN"
"8997","9100-23042","1",2012,"BTLH","AHY","M","GNMTN"
"8998","9100-23043","1",2012,"BTLH","AHY","M","MP1"
"8999","9100-23044","1",2012,"BTLH","AHY","M","MP1"
"9000","9100-23045","1",2012,"BTLH","AHY","M","MP1"
"9001","9100-23046","1",2012,"BTLH","AHY","M","MP1"
"9002","9100-23047","1",2012,"BTLH","AHY","M","MP1"
"9003","9100-23048","1",2012,"BTLH","AHY","M","MP1"
"9004","9100-23049","1",2012,"BTLH","AHY","M","MP1"
"9005","9100-23050","1",2012,"BTLH","AHY","M","MP1"
"9006","9100-23051","1",2012,"BTLH","AHY","M","MP1"
"9007","9100-23052","1",2012,"BTLH","AHY","M","MP1"
"9008","9100-23053","1",2012,"BTLH","AHY","M","MP1"
"9009","9100-23054","1",2012,"BTLH","AHY","M","MP1"
"9010","9100-23055","1",2012,"BTLH","AHY","M","MP1"
"9011","9100-23056","1",2012,"BTLH","AHY","M","MP1"
"9012","9100-23057","1",2012,"BTLH","AHY","M","MP1"
"9013","9100-23058","1",2012,"BTLH","AHY","M","MP1"
"9014","9100-23059","1",2012,"BTLH","AHY","M","MP1"
"9015","9100-23060","1",2012,"BTLH","AHY","M","MP1"
"9016","9100-23061","1",2012,"BTLH","AHY","M","MCGC"
"9017","9100-23062","1",2012,"BTLH","AHY","M","MCGC"
"9018","9100-23063","1",2012,"BTLH","AHY","M","MCGC"
"9019","9100-23064","1",2012,"BTLH","AHY","M","MCGC"
"9020","9100-23065","1",2012,"BTLH","AHY","M","MCGC"
"9021","9100-23066","1",2012,"BTLH","AHY","M","MCGC"
"9022","9100-23067","1",2012,"BTLH","AHY","M","MCGC"
"9023","9100-23068","1",2012,"BTLH","AHY","M","MCGC"
"9024","9100-23069","1",2012,"BTLH","AHY","M","MCGC"
"9025","9100-23070","1",2012,"BTLH","AHY","M","MCGC"
"9026","9100-23071","1",2012,"BTLH","AHY","M","MCGC"
"9027","9100-23072","1",2012,"BTLH","AHY","M","MCGC"
"9028","9100-23073","1",2012,"BTLH","AHY","M","MCGC"
"9029","9100-23074","1",2012,"BTLH","AHY","M","MCGC"
"9030","9100-23075","1",2012,"BTLH","AHY","M","MCGC"
"9031","9100-23076","1",2012,"BTLH","AHY","M","MP1"
"9032","9100-23077","1",2012,"BTLH","AHY","M","MP1"
"9033","9100-23078","1",2012,"BTLH","AHY","M","MP1"
"9034","9100-23079","1",2012,"BTLH","AHY","M","MP1"
"9035","9100-23080","1",2012,"BTLH","AHY","M","MP1"
"9036","9100-23081","1",2012,"BTLH","AHY","M","MP1"
"9037","9100-23082","1",2012,"BTLH","AHY","M","MP1"
"9038","9100-23083","1",2012,"BTLH","AHY","M","MP1"
"9039","9100-23084","1",2012,"BTLH","AHY","M","MP1"
"9040","9100-23085","1",2012,"BTLH","AHY","M","MP1"
"9041","9100-23086","1",2012,"BTLH","AHY","M","MP1"
"9042","9100-23087","1",2012,"BTLH","AHY","M","MP1"
"9043","9100-23088","1",2012,"BTLH","AHY","M","MP1"
"9044","9100-23089","1",2012,"BTLH","AHY","M","MP1"
"9045","9100-23090","1",2012,"BTLH","AHY","M","MCGC"
"9046","9100-23091","1",2012,"BTLH","AHY","M","MCGC"
"9047","9100-23092","1",2012,"BTLH","AHY","M","MCGC"
"9048","9100-23093","1",2012,"BTLH","AHY","M","MCGC"
"9049","9100-23094","1",2012,"BTLH","AHY","M","MCGC"
"9050","9100-23095","1",2012,"BTLH","AHY","M","MCGC"
"9051","9100-23096","1",2012,"BTLH","AHY","M","MCGC"
"9052","9100-23097","1",2012,"BTLH","AHY","M","MCGC"
"9053","9100-23098","1",2012,"BTLH","AHY","M","MCGC"
"9054","9100-23099","1",2012,"BTLH","AHY","M","MCGC"
"9055","9100-23100","1",2012,"BTLH","AHY","F","MCGC"
"9056","9100-23101","1",2012,"BTLH","AHY","F","MP1"
"9057","9100-23102","1",2012,"BTLH","AHY","F","KV1"
"9058","9100-23103","1",2012,"BTLH","AHY","F","KV1"
"9059","9100-23104","1",2012,"BTLH","AHY","F","KV1"
"9060","9100-23105","1",2012,"BTLH","AHY","F","KV1"
"9061","9100-23106","1",2012,"BTLH","AHY","F","MCGC"
"9062","9100-23107","1",2012,"BTLH","AHY","F","MCGC"
"9063","9100-23108","1",2012,"BTLH","AHY","F","MCGC"
"9064","9100-23109","1",2012,"BTLH","AHY","F","MCGC"
"9065","9100-23110","1",2012,"BTLH","AHY","F","MCGC"
"9066","9100-23111","1",2012,"BTLH","AHY","F","MCGC"
"9067","9100-23112","1",2012,"BTLH","AHY","F","MCGC"
"9068","9100-23113","1",2012,"BTLH","AHY","F","MCGC"
"9069","9100-23114","1",2012,"BTLH","AHY","F","MCGC"
"9070","9100-23115","1",2012,"BTLH","AHY","F","MCGC"
"9071","9100-23116","1",2012,"BTLH","AHY","F","MCGC"
"9072","9100-23117","1",2012,"BTLH","AHY","F","MCGC"
"9073","9100-23118","1",2012,"BTLH","AHY","F","MCGC"
"9074","9100-23119","1",2012,"BTLH","AHY","F","MCGC"
"9075","9100-23120","1",2012,"BTLH","AHY","F","MCGC"
"9076","9100-23121","1",2012,"BTLH","AHY","F","MCGC"
"9077","9100-23122","1",2012,"BTLH","AHY","F","MCGC"
"9078","9100-23123","1",2012,"BTLH","AHY","F","MCGC"
"9079","9100-23124","1",2012,"BTLH","AHY","F","MCGC"
"9080","9100-23125","1",2012,"BTLH","AHY","F","MCGC"
"9081","9100-23126","1",2012,"BTLH","AHY","F","MP1"
"9082","9100-23127","1",2012,"BTLH","AHY","F","MP1"
"9083","9100-23128","1",2012,"BTLH","AHY","F","MP1"
"9084","9100-23129","1",2012,"BTLH","AHY","F","MP1"
"9085","9100-23130","1",2012,"BTLH","AHY","F","MP1"
"9086","9100-23131","1",2012,"BTLH","AHY","F","MP1"
"9087","9100-23132","1",2012,"BTLH","AHY","F","MP1"
"9088","9100-23133","1",2012,"BTLH","AHY","F","MP1"
"9089","9100-23134","1",2012,"BTLH","AHY","F","MP1"
"9090","9100-23138","1",2012,"BTLH","AHY","F","HOLZ"
"9091","9100-23139","1",2012,"BTLH","AHY","F","HOLZ"
"9092","9100-23140","1",2012,"BTLH","AHY","F","HOLZ"
"9093","9100-23141","1",2012,"BTLH","AHY","F","HOLZ"
"9094","9100-23142","1",2012,"BTLH","AHY","F","HOLZ"
"9095","9100-23143","1",2012,"BTLH","AHY","F","HOLZ"
"9096","9100-23144","1",2012,"BTLH","AHY","F","HOLZ"
"9097","9100-23145","1",2012,"BTLH","AHY","F","HOLZ"
"9098","9100-23146","1",2012,"BTLH","AHY","F","HOLZ"
"9099","9100-23147","1",2012,"BTLH","AHY","F","HOLZ"
"9100","9100-23148","1",2012,"BTLH","AHY","F","HOLZ"
"9101","9100-23149","1",2012,"BTLH","AHY","F","HOLZ"
"9102","9100-23150","1",2012,"BTLH","AHY","F","HOLZ"
"9103","9100-23151","1",2012,"BTLH","AHY","M","MP1"
"9104","9100-23152","1",2012,"BTLH","AHY","M","HOLZ"
"9105","9100-23153","1",2012,"BTLH","AHY","M","HOLZ"
"9106","9100-23154","1",2012,"BTLH","AHY","M","GNMTN"
"9107","9100-23155","1",2012,"BTLH","AHY","M","GNMTN"
"9108","9100-23156","1",2012,"BTLH","AHY","M","GNMTN"
"9109","9100-23157","1",2012,"BTLH","AHY","M","GNMTN"
"9110","9100-23158","1",2012,"BTLH","AHY","M","MCGC"
"9111","9100-23159","1",2012,"BTLH","AHY","M","MCGC"
"9112","9100-23160","1",2012,"BTLH","AHY","M","MP1"
"9113","9100-23161","1",2012,"BTLH","AHY","M","MP1"
"9114","9100-23162","1",2012,"BTLH","AHY","M","MP1"
"9115","9100-23163","1",2012,"BTLH","AHY","M","MP1"
"9116","9100-23164","1",2012,"BTLH","AHY","M","MP1"
"9117","9100-23165","1",2012,"BTLH","AHY","M","MP1"
"9118","9100-23166","1",2012,"BTLH","AHY","M","MP1"
"9119","9100-23167","1",2012,"BTLH","AHY","M","MCGC"
"9120","9100-23168","1",2012,"BTLH","AHY","M","MCGC"
"9121","9100-23169","1",2012,"BTLH","AHY","M","MCGC"
"9122","9100-23170","1",2012,"BTLH","AHY","M","MCGC"
"9123","9100-23171","1",2012,"BTLH","AHY","M","MCGC"
"9124","9100-23172","1",2012,"BTLH","AHY","M","MCGC"
"9125","9100-23173","1",2012,"BTLH","AHY","M","MCGC"
"9126","9100-23174","1",2012,"BTLH","AHY","M","MCGC"
"9127","9100-23175","1",2012,"BTLH","AHY","M","MCGC"
"9128","9100-23176","1",2012,"BTLH","AHY","M","MCGC"
"9129","9100-23177","1",2012,"BTLH","AHY","M","MP1"
"9130","9100-23178","1",2012,"BTLH","AHY","M","MP1"
"9131","9100-23179","1",2012,"BTLH","AHY","M","MP1"
"9132","9100-23180","1",2012,"BTLH","AHY","M","MP1"
"9133","9100-23181","1",2012,"BTLH","AHY","M","MP1"
"9134","9100-23182","1",2012,"BTLH","AHY","M","MP1"
"9135","9100-23183","1",2012,"BTLH","AHY","M","MP1"
"9136","9100-23184","1",2012,"BTLH","AHY","M","MP1"
"9137","9100-23185","1",2012,"BTLH","AHY","M","MP1"
"9138","9100-23186","1",2012,"BTLH","AHY","M","MP1"
"9139","9100-23187","1",2012,"BTLH","AHY","M","MP1"
"9140","9100-23188","1",2012,"BTLH","AHY","M","MCGC"
"9141","9100-23189","1",2012,"BTLH","AHY","M","MCGC"
"9142","9100-23190","1",2012,"BTLH","AHY","M","MCGC"
"9143","9100-23192","1",2012,"BTLH","AHY","M","HOLZ"
"9144","9100-23193","1",2012,"BTLH","AHY","M","MCGC"
"9145","9100-23194","1",2012,"BTLH","AHY","M","MCGC"
"9146","9100-23195","1",2012,"BTLH","AHY","M","MCGC"
"9147","9100-23196","1",2012,"BTLH","AHY","M","MCGC"
"9148","9100-23197","1",2012,"BTLH","AHY","M","MCGC"
"9149","9100-23198","1",2012,"BTLH","AHY","M","MP1"
"9150","9100-23199","1",2012,"BTLH","AHY","M","MP1"
"9151","9100-23200","1",2012,"BTLH","AHY","M","MP1"
"9152","9100-23201","1",2012,"BTLH","AHY","M","MP1"
"9153","9100-23202","1",2012,"BTLH","AHY","M","MP1"
"9154","9100-23203","1",2012,"BTLH","AHY","M","MP1"
"9155","9100-23204","1",2012,"BTLH","AHY","M","MP1"
"9156","9100-23205","1",2012,"BTLH","AHY","M","MP1"
"9157","9100-23206","1",2012,"BTLH","AHY","M","MP1"
"9158","9100-23207","1",2012,"BTLH","AHY","M","MP1"
"9159","9100-23208","1",2012,"BTLH","AHY","M","MP1"
"9160","9100-23209","1",2012,"BTLH","AHY","M","MP1"
"9161","9100-23210","1",2012,"BTLH","AHY","M","MCGC"
"9162","9100-23211","1",2012,"BTLH","AHY","M","MP1"
"9163","9100-23212","1",2012,"BTLH","AHY","M","MP1"
"9164","9100-23213","1",2012,"BTLH","AHY","M","MP1"
"9165","9100-23214","1",2012,"BTLH","AHY","M","MP1"
"9166","9100-23215","1",2012,"BTLH","AHY","M","MP1"
"9167","9100-23216","1",2012,"BTLH","AHY","M","MP1"
"9168","9100-23217","1",2012,"BTLH","AHY","M","HOLZ"
"9169","9100-23218","1",2012,"BTLH","AHY","M","MCGC"
"9170","9100-23219","1",2012,"BTLH","AHY","M","MCGC"
"9171","9100-23220","1",2012,"BTLH","AHY","M","MCGC"
"9172","9100-23221","1",2012,"BTLH","AHY","M","MCGC"
"9173","9100-23222","1",2012,"BTLH","AHY","M","MCGC"
"9174","9100-23223","1",2012,"BTLH","AHY","M","MCGC"
"9175","9100-23224","1",2012,"BTLH","AHY","M","MCGC"
"9176","9100-23225","1",2012,"BTLH","AHY","M","MCGC"
"9177","9100-23226","1",2012,"BTLH","AHY","M","MCGC"
"9178","9100-23227","1",2012,"BTLH","AHY","M","MCGC"
"9179","9100-23228","1",2012,"BTLH","AHY","M","MCGC"
"9180","9100-23229","1",2012,"BTLH","AHY","M","MCGC"
"9181","9100-23230","1",2012,"BTLH","AHY","M","MCGC"
"9182","9100-23231","1",2012,"BTLH","AHY","M","MCGC"
"9183","9100-23232","1",2012,"BTLH","AHY","M","MCGC"
"9184","9100-23233","1",2012,"BTLH","AHY","M","MCGC"
"9185","9100-23234","1",2012,"BTLH","AHY","M","MCGC"
"9186","9100-23235","1",2012,"BTLH","AHY","M","MP1"
"9187","9100-23236","1",2012,"BTLH","AHY","M","MP1"
"9188","9100-23237","1",2012,"BTLH","AHY","M","MP1"
"9189","9100-23238","1",2012,"BTLH","AHY","M","MP1"
"9190","9100-23239","1",2012,"BTLH","AHY","M","MP1"
"9191","9100-23240","1",2012,"BTLH","AHY","M","MP1"
"9192","9100-23241","1",2012,"BTLH","AHY","M","MP1"
"9193","9100-23242","1",2012,"BTLH","AHY","M","MP1"
"9194","9100-23243","1",2012,"BTLH","AHY","M","MP1"
"9195","9100-23244","1",2012,"BTLH","AHY","M","MP1"
"9196","9100-23245","1",2012,"BTLH","AHY","M","MP1"
"9197","9100-23246","1",2012,"BTLH","AHY","M","MP1"
"9198","9100-23247","1",2012,"BTLH","AHY","M","MP1"
"9199","9100-23251","1",2012,"BTLH","AHY","F","GNMTN"
"9200","9100-23252","1",2012,"BTLH","AHY","F","GNMTN"
"9201","9100-23253","1",2012,"BTLH","AHY","F","GNMTN"
"9202","9100-23254","1",2012,"BTLH","AHY","F","GNMTN"
"9203","9100-23255","1",2012,"BTLH","AHY","F","GNMTN"
"9204","9100-23256","1",2012,"BTLH","AHY","F","GNMTN"
"9205","9100-23257","1",2012,"BTLH","AHY","F","GNMTN"
"9206","9100-23258","1",2012,"BTLH","AHY","F","GNMTN"
"9207","9100-23259","1",2012,"BTLH","AHY","F","GNMTN"
"9208","9100-23260","1",2012,"BTLH","AHY","F","GNMTN"
"9209","9100-23261","1",2012,"BTLH","AHY","F","GNMTN"
"9210","9100-23262","1",2012,"BTLH","AHY","F","GNMTN"
"9211","9100-23263","1",2012,"BTLH","AHY","F","GNMTN"
"9212","9100-23264","1",2012,"BTLH","AHY","F","MCGC"
"9213","9100-23265","1",2012,"BTLH","AHY","F","MCGC"
"9214","9100-23266","1",2012,"BTLH","AHY","F","MCGC"
"9215","9100-23267","1",2012,"BTLH","AHY","F","MP1"
"9216","9100-23268","1",2012,"BTLH","AHY","F","MP1"
"9217","9100-23269","1",2012,"BTLH","AHY","F","MP1"
"9218","9100-23270","1",2012,"BTLH","AHY","F","MP1"
"9219","9100-23271","1",2012,"BTLH","AHY","F","MP1"
"9220","9100-23272","1",2012,"BTLH","AHY","F","MP1"
"9221","9100-23273","1",2012,"BTLH","AHY","F","MP1"
"9222","9100-23274","1",2012,"BTLH","AHY","F","MP1"
"9223","9100-23275","1",2012,"BTLH","AHY","F","MP1"
"9224","9100-23276","1",2012,"BTLH","AHY","F","MP1"
"9225","9100-23277","1",2012,"BTLH","AHY","F","MP1"
"9226","9100-23278","1",2012,"BTLH","AHY","F","MP1"
"9227","9100-23279","1",2012,"BTLH","AHY","F","MP1"
"9228","9100-23280","1",2012,"BTLH","AHY","F","MCGC"
"9229","9100-23281","1",2012,"BTLH","AHY","F","MCGC"
"9230","9100-23282","1",2012,"BTLH","AHY","F","MCGC"
"9231","9100-23283","1",2012,"BTLH","AHY","F","MCGC"
"9232","9100-23284","1",2012,"BTLH","AHY","F","MCGC"
"9233","9100-23285","1",2012,"BTLH","AHY","F","MCGC"
"9234","9100-23286","1",2012,"BTLH","AHY","F","MCGC"
"9235","9100-23287","1",2012,"BTLH","AHY","F","MCGC"
"9236","9100-23288","1",2012,"BTLH","AHY","F","MCGC"
"9237","9100-23289","1",2012,"BTLH","AHY","F","MCGC"
"9238","9100-23290","1",2012,"BTLH","AHY","F","MCGC"
"9239","9100-23291","1",2012,"BTLH","AHY","F","MCGC"
"9240","9100-23292","1",2012,"BTLH","AHY","F","MCGC"
"9241","9100-23293","1",2012,"BTLH","AHY","F","MCGC"
"9242","9100-23294","1",2012,"BTLH","AHY","F","MCGC"
"9243","9100-23295","1",2012,"BTLH","AHY","F","MCGC"
"9244","9100-23296","1",2012,"BTLH","AHY","F","MP1"
"9245","9100-23297","R",2012,"BTLH","AHY","F","MP1"
"9246","9100-23298","1",2012,"BTLH","AHY","F","MP1"
"9247","9100-23299","1",2012,"BTLH","AHY","F","MP1"
"9248","9100-23300","1",2012,"BTLH","AHY","F","MP1"
"9249","9100-23301","1",2012,"BTLH","AHY","M","HOLZ"
"9250","9100-23302","1",2012,"BTLH","AHY","M","HOLZ"
"9251","9100-23303","1",2012,"BTLH","AHY","M","HOLZ"
"9252","9100-23304","1",2012,"BTLH","AHY","M","HOLZ"
"9253","9100-23305","1",2012,"BTLH","AHY","M","GNMTN"
"9254","9100-23306","1",2012,"BTLH","AHY","M","GNMTN"
"9255","9100-23307","1",2012,"BTLH","AHY","M","GNMTN"
"9256","9100-23308","1",2012,"BTLH","AHY","M","GNMTN"
"9257","9100-23309","1",2012,"BTLH","AHY","M","MCGC"
"9258","9100-23310","1",2012,"BTLH","AHY","M","MCGC"
"9259","9100-23311","1",2012,"BTLH","AHY","M","MCGC"
"9260","9100-23312","1",2012,"BTLH","AHY","M","MCGC"
"9261","9100-23313","1",2012,"BTLH","AHY","M","MCGC"
"9262","9100-23314","1",2012,"BTLH","AHY","M","MCGC"
"9263","9100-23315","1",2012,"BTLH","AHY","M","MCGC"
"9264","9100-23316","1",2012,"BTLH","AHY","M","MP1"
"9265","9100-23317","1",2012,"BTLH","AHY","M","MP1"
"9266","9100-23318","1",2012,"BTLH","AHY","M","MP1"
"9267","9100-23319","1",2012,"BTLH","AHY","M","MP1"
"9268","9100-23320","1",2012,"BTLH","AHY","M","MP1"
"9269","9100-23321","1",2012,"BTLH","AHY","M","MP1"
"9270","9100-23322","1",2012,"BTLH","AHY","M","MP1"
"9271","9100-23323","1",2012,"BTLH","AHY","M","MP1"
"9272","9100-23324","1",2012,"BTLH","AHY","M","MP1"
"9273","9100-23325","1",2012,"BTLH","AHY","M","MP1"
"9274","9100-23326","1",2012,"BTLH","AHY","M","MP1"
"9275","9100-23327","1",2012,"BTLH","AHY","M","MP1"
"9276","9100-23328","1",2012,"BTLH","AHY","M","MCGC"
"9277","9100-23329","1",2012,"BTLH","AHY","M","CC3"
"9278","9100-23330","1",2012,"BTLH","AHY","M","GNMTN"
"9279","9100-23331","1",2012,"BTLH","AHY","M","MP1"
"9280","9100-23332","1",2012,"BTLH","AHY","M","HOLZ"
"9281","9100-23333","1",2012,"BTLH","AHY","M","HOLZ"
"9282","9100-23335","1",2012,"BTLH","HY","M","MCGC"
"9283","9100-23338","1",2012,"BTLH","AHY","M","HOLZ"
"9284","9100-23339","1",2012,"BTLH","AHY","M","HOLZ"
"9285","9100-23341","1",2012,"BTLH","AHY","M","GNMTN"
"9286","9100-23343","1",2012,"BTLH","AHY","M","GNMTN"
"9287","9100-23344","1",2012,"BTLH","AHY","M","MP1"
"9288","9100-23345","1",2012,"BTLH","AHY","M","MP1"
"9289","9100-23346","1",2012,"BTLH","HY","M","MP1"
"9290","9100-23347","1",2012,"BTLH","AHY","M","MP1"
"9291","9100-23348","1",2012,"BTLH","HY","M","MCGC"
"9292","9100-23351","1",2012,"BTLH","AHY","F","MP1"
"9293","9100-23352","1",2012,"BTLH","AHY","F","MP1"
"9294","9100-23353","1",2012,"BTLH","AHY","F","MP1"
"9295","9100-23354","1",2012,"BTLH","AHY","F","MP1"
"9296","9100-23355","1",2012,"BTLH","AHY","F","MP1"
"9297","9100-23356","1",2012,"BTLH","AHY","F","MP1"
"9298","9100-23357","1",2012,"BTLH","AHY","F","MP1"
"9299","9100-23358","1",2012,"BTLH","AHY","F","MP1"
"9300","9100-23359","1",2012,"BTLH","AHY","F","MP1"
"9301","9100-23360","1",2012,"BTLH","AHY","F","MP1"
"9302","9100-23361","1",2012,"BTLH","AHY","F","MP1"
"9303","9100-23362","1",2012,"BTLH","AHY","F","MP1"
"9304","9100-23363","1",2012,"BTLH","AHY","F","MCGC"
"9305","9100-23364","1",2012,"BTLH","AHY","F","MCGC"
"9306","9100-23365","1",2012,"BTLH","AHY","F","MCGC"
"9307","9100-23366","1",2012,"BTLH","AHY","F","MCGC"
"9308","9100-23367","1",2012,"BTLH","AHY","F","MCGC"
"9309","9100-23368","1",2012,"BTLH","AHY","F","MCGC"
"9310","9100-23369","1",2012,"BTLH","AHY","F","MCGC"
"9311","9100-23370","1",2012,"BTLH","AHY","F","MCGC"
"9312","9100-23371","1",2012,"BTLH","AHY","F","MCGC"
"9313","9100-23372","1",2012,"BTLH","AHY","F","MCGC"
"9314","9100-23373","1",2012,"BTLH","AHY","F","MCGC"
"9315","9100-23374","1",2012,"BTLH","AHY","F","HOLZ"
"9316","9100-23375","1",2012,"BTLH","AHY","F","HOLZ"
"9317","9100-23376","1",2012,"BTLH","AHY","F","HOLZ"
"9318","9100-23377","1",2012,"BTLH","AHY","F","GNMTN"
"9319","9100-23378","1",2012,"BTLH","AHY","F","GNMTN"
