"","UBI_band","band_status","year","species","age","fixed_sex","site"
"2582","9000-12269","1",2006,"BTLH","AHY","F","MCGC"
"2583","9000-12270","1",2006,"BTLH","AHY","F","MCGC"
"2584","9000-12271","1",2006,"BTLH","AHY","F","MCGC"
"2585","9000-12272","1",2006,"BTLH","AHY","F","MCGC"
"2586","9000-12273","1",2006,"BTLH","AHY","F","MCGC"
"2587","9000-12274","1",2006,"BTLH","AHY","F","MCGC"
"2588","9000-12275","1",2006,"BTLH","AHY","F","MCGC"
"2589","9000-12276","1",2006,"BTLH","AHY","F","MCGC"
"2590","9000-12277","1",2006,"BTLH","HY","M","MCGC"
"2591","9000-12278","1",2006,"BTLH","AHY","F","MCGC"
"2592","9000-12279","1",2006,"BTLH","HY","M","MP1"
"2593","9000-12280","1",2006,"BTLH","AHY","F","MP1"
"2594","9000-12281","1",2006,"BTLH","HY","F","MP1"
"2595","9000-12282","1",2006,"BTLH","AHY","F","MP1"
"2596","9000-12283","1",2006,"BTLH","HY","M","MP1"
"2597","9000-12284","1",2006,"BTLH","AHY","F","MP1"
"2598","9000-12285","1",2006,"BTLH","AHY","F","MP1"
"2599","9000-12286","1",2006,"BTLH","AHY","F","MP1"
"2600","9000-12287","1",2006,"BTLH","AHY","F","MP1"
"2601","9000-12288","1",2006,"BTLH","AHY","F","MP1"
"2602","9000-12289","1",2006,"BTLH","AHY","F","MP1"
"2603","9000-12290","1",2006,"BTLH","AHY","F","MP1"
"2604","9000-12291","1",2006,"BTLH","AHY","F","MP1"
"2605","9000-12292","1",2006,"BTLH","AHY","F","MP1"
"2606","9000-12293","1",2006,"BTLH","AHY","F","MP1"
"2607","9000-12294","1",2006,"BTLH","AHY","F","MP1"
"2608","9000-12295","1",2006,"BTLH","AHY","F","MP1"
"2609","9000-12296","1",2006,"BTLH","AHY","F","MP1"
"2610","9000-12297","1",2006,"BTLH","AHY","F","MP1"
"2611","9000-12298","1",2006,"BTLH","AHY","F","MP1"
"2612","9000-12299","1",2006,"BTLH","HY","F","MP1"
"2613","9000-12300","1",2006,"BTLH","AHY","F","MP1"
"2614","9000-12304","1",2006,"BTLH","AHY","M","MCGC"
"2615","9000-12307","1",2006,"BTLH","HY","M","MCGC"
"2616","9000-12308","1",2006,"BTLH","HY","M","MCGC"
"2617","9000-12309","1",2006,"BTLH","HY","M","MCGC"
"2618","9000-12310","1",2006,"BTLH","AHY","M","MP1"
"2619","9000-12311","1",2006,"BTLH","HY","F","MCGC"
"2620","9000-12312","1",2006,"BTLH","AHY","F","HOLZ"
"2621","9000-12313","1",2006,"BTLH","AHY","F","HOLZ"
"2622","9000-12314","1",2006,"BTLH","AHY","F","HOLZ"
"2623","9000-12315","1",2006,"BTLH","AHY","F","HOLZ"
"2624","9000-12316","1",2006,"BTLH","AHY","F","HOLZ"
"2625","9000-12317","1",2006,"BTLH","AHY","F","HOLZ"
"2626","9000-12318","1",2006,"BTLH","AHY","F","HOLZ"
"2627","9000-12319","1",2006,"BTLH","AHY","F","HOLZ"
"2628","9000-12320","1",2006,"BTLH","AHY","F","HOLZ"
"2629","9000-12321","1",2006,"BTLH","AHY","F","KV1"
"2630","9000-12322","1",2006,"BTLH","AHY","F","GNMTN"
"2631","9000-12323","1",2006,"BTLH","AHY","F","GNMTN"
"2632","9000-12324","1",2006,"BTLH","AHY","F","GNMTN"
"2633","9000-12325","1",2006,"BTLH","AHY","F","GNMTN"
"2634","9000-12326","1",2006,"BTLH","AHY","F","GNMTN"
"2635","9000-12327","1",2006,"BTLH","AHY","F","GNMTN"
"2636","9000-12328","1",2006,"BTLH","AHY","F","GNMTN"
"2637","9000-12329","1",2006,"BTLH","AHY","F","GNMTN"
"2638","9000-12330","1",2006,"BTLH","AHY","F","GNMTN"
"2639","9000-12331","1",2006,"BTLH","AHY","F","GNMTN"
"2640","9000-12332","1",2006,"BTLH","AHY","F","GNMTN"
"2641","9000-12333","1",2006,"BTLH","AHY","F","MCGC"
"2642","9000-12334","1",2006,"BTLH","AHY","F","MP1"
"2643","9000-12335","1",2006,"BTLH","AHY","F","MP1"
"2644","9000-12336","1",2006,"BTLH","AHY","F","MP1"
"2645","9000-12337","1",2006,"BTLH","AHY","F","MP1"
"2646","9000-12338","1",2006,"BTLH","AHY","F","MP1"
"2647","9000-12339","1",2006,"BTLH","AHY","F","MP1"
"2648","9000-12340","1",2006,"BTLH","AHY","F","MP1"
"2649","9000-12341","1",2006,"BTLH","AHY","F","MP1"
"2650","9000-12342","1",2006,"BTLH","AHY","F","MP1"
"2651","9000-12343","1",2006,"BTLH","AHY","F","MP1"
"2652","9000-12344","1",2006,"BTLH","AHY","F","MP1"
"2653","9000-12345","1",2006,"BTLH","AHY","F","MP1"
"2654","9000-12346","1",2006,"BTLH","AHY","F","MCGC"
"2655","9000-12347","1",2006,"BTLH","AHY","F","MCGC"
"2656","9000-12348","1",2006,"BTLH","AHY","F","MCGC"
"2657","9000-12349","1",2006,"BTLH","HY","F","MCGC"
"2658","9000-12350","1",2006,"BTLH","AHY","F","MCGC"
"2659","9000-12351","1",2006,"BTLH","AHY","F","MCGC"
"2660","9000-12354","1",2006,"BTLH","HY","F","MCGC"
"2661","9000-12355","1",2006,"BTLH","AHY","F","MCGC"
"2662","9000-12356","1",2006,"BTLH","HY","F","MCGC"
"2663","9000-12357","1",2006,"BTLH","AHY","F","MCGC"
"2664","9000-12358","1",2006,"BTLH","AHY","F","MCGC"
"2665","9000-12359","1",2006,"BTLH","HY","F","MCGC"
"2666","9000-12360","1",2006,"BTLH","AHY","F","MCGC"
"2667","9000-12361","1",2006,"BTLH","AHY","M","MCGC"
"2668","9000-12362","1",2006,"BTLH","HY","M","MCGC"
"2669","9000-12363","1",2006,"BTLH","HY","M","MCGC"
"2670","9000-12364","1",2006,"BTLH","HY","M","MCGC"
"2671","9000-12370","1",2006,"BTLH","HY","M","MCGC"
"2672","9000-12375","1",2006,"BTLH","AHY","F","MP1"
"2673","9000-12376","1",2006,"BTLH","AHY","F","MP1"
"2674","9000-12377","1",2006,"BTLH","AHY","F","MP1"
"2675","9000-12378","1",2006,"BTLH","HY","F","MP1"
"2676","9000-12379","1",2006,"BTLH","AHY","F","MP1"
"2677","9000-12380","1",2006,"BTLH","AHY","F","MP1"
"2678","9000-12381","1",2006,"BTLH","AHY","F","MP1"
"2679","9000-12382","1",2006,"BTLH","AHY","F","MP1"
"2680","9000-12383","1",2006,"BTLH","AHY","F","MP1"
"2681","9000-12384","1",2006,"BTLH","AHY","F","MP1"
"2682","9000-12385","1",2006,"BTLH","AHY","F","MCGC"
"2683","9000-12386","1",2006,"BTLH","AHY","F","CC3"
"2684","9000-12387","1",2006,"BTLH","AHY","F","CC3"
"2685","9000-12388","1",2006,"BTLH","AHY","F","GNMTN"
"2686","9000-12389","1",2006,"BTLH","AHY","F","GNMTN"
"2687","9000-12390","1",2006,"BTLH","AHY","F","GNMTN"
"2688","9000-12391","1",2006,"BTLH","AHY","M","MCGC"
"2689","9000-12392","1",2006,"BTLH","HY","M","MP1"
"2690","9000-12393","1",2006,"BTLH","HY","M","MP1"
"2691","9000-12395","1",2006,"BTLH","AHY","M","MCGC"
"2692","9000-12397","1",2006,"BTLH","HY","M","MCGC"
"2693","9000-12399","1",2006,"BTLH","HY","M","GNMTN"
"2694","9000-12401","1",2006,"BTLH","AHY","F","GNMTN"
"2695","9000-12402","1",2006,"BTLH","AHY","F","GNMTN"
"2696","9000-12403","1",2006,"BTLH","AHY","F","GNMTN"
"2697","9000-12404","1",2006,"BTLH","AHY","F","KV1"
"2698","9000-12405","1",2006,"BTLH","AHY","F","KV1"
"2699","9000-12406","1",2006,"BTLH","AHY","F","HOLZ"
"2700","9000-12407","1",2006,"BTLH","HY","F","HOLZ"
"2701","9000-12408","1",2006,"BTLH","AHY","F","HOLZ"
"2702","9000-12409","1",2006,"BTLH","AHY","F","MCGC"
"2703","9000-12410","1",2006,"BTLH","AHY","F","MCGC"
"2704","9000-12411","1",2006,"BTLH","HY","F","MCGC"
"2705","9000-12412","1",2006,"BTLH","AHY","F","MCGC"
"2706","9000-12413","1",2006,"BTLH","AHY","F","MCGC"
"2707","9000-12414","1",2006,"BTLH","AHY","F","MCGC"
"2708","9000-12415","1",2006,"BTLH","AHY","F","MP1"
"2709","9000-12416","1",2006,"BTLH","AHY","F","MP1"
"2710","9000-12417","1",2006,"BTLH","AHY","F","MP1"
"2711","9000-12418","1",2006,"BTLH","AHY","F","MP1"
"2712","9000-12419","1",2006,"BTLH","AHY","F","MP1"
"2713","9000-12420","1",2006,"BTLH","AHY","F","MP1"
"2714","9000-12421","1",2006,"BTLH","AHY","F","MP1"
"2715","9000-12422","1",2006,"BTLH","AHY","F","MP1"
"2716","9000-12423","1",2006,"BTLH","HY","F","MCGC"
"2717","9000-12424","1",2006,"BTLH","HY","F","MCGC"
"2718","9000-12425","1",2006,"BTLH","AHY","F","MCGC"
"2719","9000-12426","1",2006,"BTLH","AHY","F","MCGC"
"2720","9000-12427","1",2006,"BTLH","AHY","F","MCGC"
"2721","9000-12428","1",2006,"BTLH","HY","F","MCGC"
"2722","9000-12429","1",2006,"BTLH","AHY","F","MP1"
"2723","9000-12430","1",2006,"BTLH","AHY","F","MP1"
"2724","9000-12431","1",2006,"BTLH","AHY","F","MP1"
"2725","9000-12432","1",2006,"BTLH","HY","F","MP1"
"2726","9000-12433","1",2006,"BTLH","AHY","F","MP1"
"2727","9000-12434","1",2006,"BTLH","AHY","F","MP1"
"2728","9000-12435","1",2006,"BTLH","AHY","F","MP1"
"2729","9000-12436","1",2006,"BTLH","HY","F","MCGC"
"2730","9000-12437","1",2006,"BTLH","AHY","F","MCGC"
"2731","9000-12439","1",2006,"BTLH","AHY","F","MCGC"
"2732","9000-12440","1",2006,"BTLH","AHY","F","MCGC"
"2733","9000-12441","1",2006,"BTLH","AHY","F","MCGC"
"2734","9000-12442","1",2006,"BTLH","AHY","F","MCGC"
"2735","9000-12443","1",2006,"BTLH","AHY","F","MCGC"
"2736","9000-12444","1",2006,"BTLH","HY","M","MCGC"
"2737","9000-12445","1",2006,"BTLH","AHY","F","MCGC"
"2738","9000-12446","1",2006,"BTLH","HY","F","MCGC"
"2739","9000-12447","1",2006,"BTLH","HY","M","MCGC"
"2740","9000-12448","1",2006,"BTLH","AHY","F","MCGC"
"2741","9000-12449","1",2006,"BTLH","HY","F","MCGC"
"2742","9000-12450","1",2006,"BTLH","AHY","F","MCGC"
"2743","9000-12451","1",2006,"BTLH","AHY","F","MCGC"
"2744","9000-12452","1",2006,"BTLH","AHY","F","MCGC"
"2745","9000-12453","1",2006,"BTLH","AHY","F","MP1"
"2746","9000-12454","1",2006,"BTLH","AHY","F","MP1"
"2747","9000-12455","1",2006,"BTLH","AHY","F","MP1"
"2748","9000-12456","1",2006,"BTLH","AHY","F","MP1"
"2749","9000-12457","1",2006,"BTLH","AHY","F","MP1"
"2750","9000-12459","1",2006,"BTLH","AHY","F","MP1"
"2751","9000-12460","1",2006,"BTLH","AHY","F","HOLZ"
"2752","9000-12461","1",2006,"BTLH","AHY","F","HOLZ"
"2753","3100-42019","1",2006,"BTLH","AHY","F","KV1"
"2754","9000-12463","1",2006,"BTLH","AHY","F","KV1"
"2755","9000-12464","1",2006,"BTLH","AHY","F","GNMTN"
"2756","9000-12465","1",2006,"BTLH","AHY","F","GNMTN"
"2757","9000-12466","1",2006,"BTLH","AHY","F","GNMTN"
"2758","9000-12467","1",2006,"BTLH","AHY","F","GNMTN"
"2759","9000-12468","1",2006,"BTLH","AHY","F","MCGC"
"2760","9000-12469","1",2006,"BTLH","AHY","F","MCGC"
"2761","9000-12470","1",2006,"BTLH","AHY","F","MCGC"
"2762","9000-12474","1",2006,"BTLH","AHY","M","MCGC"
"2763","9000-12475","1",2006,"BTLH","HY","M","CC3"
"2764","9000-12478","1",2006,"BTLH","HY","M","MCGC"
"2765","9000-12479","1",2006,"BTLH","AHY","M","HOLZ"
"2766","9000-12480","1",2006,"BTLH","HY","F","MCGC"
"2767","9000-12481","1",2006,"BTLH","HY","M","MCGC"
"2768","9000-12482","1",2006,"BTLH","HY","M","MCGC"
"2769","9000-12483","1",2006,"BTLH","HY","M","HPK1"
"2770","9000-12484","1",2006,"BTLH","HY","M","HPK1"
"2771","9000-12486","1",2006,"BTLH","HY","M","MCGC"
"2772","9000-12487","1",2006,"BTLH","AHY","M","MCGC"
"2773","9000-12488","1",2006,"BTLH","HY","M","HPK1"
"2774","9000-12489","1",2006,"BTLH","HY","M","MCGC"
"2775","9000-12490","1",2006,"BTLH","HY","M","MCGC"
"2776","9000-12499","1",2006,"BTLH","HY","M","MCGC"
"2777","9000-12500","1",2006,"BTLH","HY","M","HPK1"
"2778","9000-12501","1",2006,"BTLH","AHY","F","MCGC"
"2779","9000-12502","1",2006,"BTLH","HY","F","MCGC"
"2780","9000-12503","1",2006,"BTLH","AHY","F","MP1"
"2781","9000-12504","1",2006,"BTLH","AHY","F","MP1"
"2782","9000-12505","1",2006,"BTLH","AHY","F","MP1"
"2783","9000-12506","1",2006,"BTLH","AHY","F","MP1"
"2784","9000-12507","1",2006,"BTLH","HY","F","MCGC"
"2785","9000-12508","1",2006,"BTLH","AHY","F","MCGC"
"2786","9000-12509","1",2006,"BTLH","AHY","F","HPK1"
"2787","9000-12510","1",2006,"BTLH","HY","F","HPK1"
"2788","9000-12511","1",2006,"BTLH","AHY","F","HPK1"
"2789","9000-12512","1",2006,"BTLH","AHY","F","HPK1"
"2790","9000-12513","1",2006,"BTLH","AHY","F","HPK1"
"2791","9000-12514","1",2006,"BTLH","AHY","F","HPK1"
"2792","9000-12515","1",2006,"BTLH","AHY","F","HPK1"
"2793","9000-12516","1",2006,"BTLH","AHY","F","MCGC"
"2794","9000-12517","1",2006,"BTLH","AHY","F","HPK1"
"2795","9000-12518","1",2006,"BTLH","AHY","F","HPK1"
"2796","9000-12519","1",2006,"BTLH","AHY","F","HPK1"
"2797","9000-12520","1",2006,"BTLH","AHY","F","HPK1"
"2798","9000-12521","1",2006,"BTLH","AHY","F","HPK1"
"2799","9000-12522","1",2006,"BTLH","AHY","F","HPK1"
"2800","9000-12523","1",2006,"BTLH","HY","F","HPK1"
"2801","9000-12524","1",2006,"BTLH","AHY","F","MP1"
"2802","9000-12525","1",2006,"BTLH","AHY","F","MCGC"
"2803","9000-12526","1",2006,"BTLH","HY","F","MCGC"
"2804","9000-12527","1",2006,"BTLH","AHY","F","HPK1"
"2805","9000-12528","1",2006,"BTLH","AHY","F","HPK1"
"2806","9000-12529","1",2006,"BTLH","HY","F","HPK1"
"2807","9000-12530","1",2006,"BTLH","AHY","F","HPK1"
"2808","9000-12531","1",2006,"BTLH","HY","F","MP1"
"2809","9000-12532","1",2006,"BTLH","HY","F","MP1"
"2810","9000-12533","1",2006,"BTLH","HY","F","MCGC"
"2811","9000-12534","1",2006,"BTLH","HY","F","MP1"
"2812","9000-12535","1",2006,"BTLH","AHY","F","HPK1"
"2813","9000-12536","1",2006,"BTLH","AHY","F","HPK1"
"2814","9000-12537","1",2006,"BTLH","HY","F","MCGC"
"2815","9000-12538","1",2006,"BTLH","HY","F","MCGC"
"2816","9000-12539","1",2006,"BTLH","AHY","F","GNMTN"
"2817","9000-12540","1",2006,"BTLH","AHY","F","GNMTN"
"2818","9000-12542","1",2006,"BTLH","HY","M","MCGC"
"2819","9000-12545","1",2006,"BTLH","HY","M","MCGC"
"2820","9000-12546","1",2006,"BTLH","HY","M","MCGC"
"2821","9000-12547","1",2006,"BTLH","HY","M","MCGC"
"2822","9000-12548","1",2006,"BTLH","HY","M","MCGC"
"2823","9000-12549","1",2006,"BTLH","HY","M","MCGC"
"2824","9000-12551","1",2006,"BTLH","HY","M","MP1"
"2825","9000-12552","1",2006,"BTLH","HY","M","MCGC"
"2826","9000-12553","1",2006,"BTLH","HY","M","MCGC"
"2827","9000-12554","1",2006,"BTLH","HY","M","HPK1"
"2828","9000-12555","1",2006,"BTLH","HY","M","MP1"
"2829","9000-12557","1",2006,"BTLH","HY","M","MCGC"
"2830","9000-12558","1",2006,"BTLH","HY","M","MCGC"
"2831","9000-12559","1",2006,"BTLH","HY","M","GNMTN"
"2832","9000-12560","1",2006,"BTLH","AHY","M","HOLZ"
"2833","9000-12561","1",2006,"BTLH","HY","F","HOLZ"
"2834","9000-12562","1",2006,"BTLH","HY","F","MCGC"
"2835","9000-12563","1",2006,"BTLH","HY","F","CC2"
"2836","9000-12564","1",2006,"BTLH","HY","F","MCGC"
"2837","9000-12565","1",2006,"BTLH","HY","F","MP1"
"2838","9000-12566","1",2006,"BTLH","AHY","F","HPK1"
"2839","9000-12567","1",2006,"BTLH","HY","F","HPK1"
"2840","9000-12568","1",2006,"BTLH","HY","F","HPK1"
"2841","9000-12569","1",2006,"BTLH","AHY","F","HPK1"
"2842","9000-12570","1",2006,"BTLH","HY","M","HPK1"
"2843","9000-12571","1",2006,"BTLH","HY","M","HOLZ"
"2844","9000-12572","1",2006,"BTLH","HY","M","MCGC"
"2845","9000-12573","1",2006,"BTLH","HY","M","MCGC"
"2846","9000-12574","1",2006,"BTLH","HY","M","MCGC"
"2847","9000-12576","1",2006,"BTLH","HY","M","HPK1"
"2848","9000-12577","1",2006,"BTLH","HY","M","HPK1"
"2849","9000-12578","1",2006,"BTLH","HY","M","MP1"
"2850","9000-12579","1",2006,"BTLH","HY","M","MP1"
"2851","9000-12580","1",2006,"BTLH","HY","M","MP1"
"2852","9000-12581","1",2006,"BTLH","HY","M","MCGC"
"2853","9000-12582","1",2006,"BTLH","HY","M","MCGC"
"2854","9000-12583","1",2006,"BTLH","HY","M","MCGC"
"2855","9000-12584","1",2006,"BTLH","HY","M","MP1"
"2856","9000-12585","1",2006,"BTLH","HY","M","HPK1"
"2857","9000-12586","1",2006,"BTLH","HY","M","HPK1"
"2858","9000-12587","1",2006,"BTLH","HY","M","HPK1"
"2859","9000-12588","1",2006,"BTLH","HY","M","CC2"
"2860","9000-12589","1",2006,"BTLH","HY","M","CC2"
"2861","9000-12590","1",2006,"BTLH","HY","M","HPK1"
"2862","9000-12591","1",2006,"BTLH","HY","M","MP1"
"2863","9000-12592","1",2006,"BTLH","HY","M","MCGC"
"2864","9000-12593","1",2006,"BTLH","HY","M","MCGC"
"2865","9000-12594","1",2006,"BTLH","HY","M","MCGC"
"2866","9000-12595","1",2006,"BTLH","HY","M","MP1"
"2867","9000-12596","1",2006,"BTLH","HY","M","MP1"
"2868","9000-12598","1",2006,"BTLH","HY","M","MP1"
"2869","9000-12599","1",2006,"BTLH","HY","M","MP1"
"2870","9000-12601","1",2006,"BTLH","HY","F","MP1"
"2871","9000-12602","1",2006,"BTLH","HY","F","MP1"
"2872","9000-12603","1",2006,"BTLH","AHY","F","MP1"
"2873","9000-12604","1",2006,"BTLH","HY","F","MP1"
"2874","9000-12605","1",2006,"BTLH","AHY","F","MP1"
"2875","9000-12607","1",2006,"BTLH","HY","F","MCGC"
"2876","9000-12608","1",2006,"BTLH","HY","F","MCGC"
"2877","9000-12609","1",2006,"BTLH","AHY","F","MP1"
"2878","9000-12610","1",2006,"BTLH","HY","F","MP1"
"2879","9000-12611","1",2006,"BTLH","HY","F","KV1"
"2880","9000-12612","1",2006,"BTLH","HY","F","MCGC"
"2881","9000-12613","1",2006,"BTLH","HY","F","MCGC"
"2882","9000-12614","1",2006,"BTLH","HY","F","HPK1"
"2883","9000-12615","1",2006,"BTLH","HY","F","HPK1"
"2884","9000-12616","1",2006,"BTLH","HY","F","HPK1"
"2885","9000-12617","1",2006,"BTLH","HY","F","HPK1"
"2886","9000-12618","1",2006,"BTLH","AHY","F","HPK1"
"2887","9000-12619","1",2006,"BTLH","HY","F","HPK1"
"2888","9000-12620","1",2006,"BTLH","AHY","F","MP1"
"2889","9000-12621","1",2006,"BTLH","HY","F","MP1"
"2890","9000-12622","1",2006,"BTLH","HY","F","MP1"
"2891","9000-12623","1",2006,"BTLH","HY","F","MP1"
"2892","9000-12624","1",2006,"BTLH","HY","F","MP1"
"2893","9000-12625","1",2006,"BTLH","AHY","F","MP1"
"2894","9000-12626","1",2006,"BTLH","HY","F","MP1"
