"UBI_band","band_status","year","date","age","fixed_sex","site","comments"
"9000-91328","1",2008,2008-08-14,"AHY","F","MP1",""
"9000-91329","1",2008,2008-08-14,"AHY","F","MP1",""
"9000-91330","1",2008,2008-08-14,"AHY","F","MP1","w/E91097 HY"
"9000-91331","1",2008,2008-08-14,"AHY","F","MP1",""
"9000-91332","1",2008,2008-08-14,"HY","F","MP1",""
"9000-91333","1",2008,2008-08-14,"AHY","F","MP1",""
"9000-91334","1",2008,2008-08-14,"HY","F","MP1",""
"9000-91335","1",2008,2008-08-14,"AHY","F","MP1",""
"9000-91336","1",2008,2008-08-14,"HY","F","MP1",""
"9000-91337","1",2008,2008-08-14,"AHY","F","MP1",""
"9000-91338","1",2008,2008-08-14,"AHY","F","MP1",""
"9000-91339","1",2008,2008-08-14,"HY","F","MP1",""
"9000-91340","1",2008,2008-08-14,"AHY","F","MP1",""
"9000-91341","1",2008,2008-08-14,"AHY","F","MP1",""
"9000-91342","1",2008,2008-08-14,"HY","F","MP1",""
"9000-91343","1",2008,2008-08-14,"AHY","F","MP1",""
"9000-91344","1",2008,2008-08-14,"AHY","F","MP1",""
"9000-91345","1",2008,2008-08-14,"AHY","F","MP1",""
"9000-91346","1",2008,2008-08-14,"HY","F","MP1",""
"9000-91347","1",2008,2008-08-15,"AHY","F","KV1",""
"9000-91348","1",2008,2008-08-15,"AHY","F","KV1",""
"9000-91349","1",2008,2008-08-15,"AHY","F","KV1",""
"9000-91350","1",2008,2008-08-15,"HY","F","KV1",""
"9000-91351","1",2008,2008-08-11,"AHY","F","MP1",""
"9000-91352","1",2008,2008-08-11,"AHY","F","MP1",""
"9000-91353","1",2008,2008-08-11,"HY","F","MP1",""
"9000-91354","1",2008,2008-08-11,"AHY","F","MP1",""
"9000-91355","1",2008,2008-08-11,"AHY","F","MP1",""
"9000-91356","1",2008,2008-08-11,"AHY","F","MP1",""
"9000-91357","1",2008,2008-08-11,"AHY","F","MP1",""
"9000-91358","1",2008,2008-08-11,"AHY","F","MP1",""
"9000-91359","1",2008,2008-08-11,"AHY","F","MP1",""
"9000-91360","1",2008,2008-08-11,"AHY","F","MP1",""
"9100-23297","1",2008,2008-08-11,"AHY","F","MP1",""
"9000-91362","1",2008,2008-08-11,"AHY","F","MP1",""
"9000-91363","1",2008,2008-08-11,"AHY","F","MP1",""
"9000-91364","1",2008,2008-08-11,"AHY","F","MP1",""
"9000-91365","1",2008,2008-08-11,"AHY","F","MP1",""
"9000-91366","1",2008,2008-08-11,"AHY","F","MP1",""
"9000-91367","1",2008,2008-08-11,"AHY","F","MP1",""
"9000-91368","1",2008,2008-08-11,"AHY","F","MP1",""
"9000-91369","1",2008,2008-08-11,"HY","F","MP1",""
"9000-91370","1",2008,2008-08-12,"AHY","F","MCGC",""
"9000-91371","1",2008,2008-08-12,"HY","M","MCGC",""
"9000-91372","1",2008,2008-08-13,"AHY","F","MCGC",""
"9000-91373","1",2008,2008-08-13,"AHY","F","MCGC",""
"9000-91374","1",2008,2008-08-13,"HY","F","MCGC",""
"9000-91375","1",2008,2008-08-13,"HY","F","MCGC",""
"9000-91378","1",2008,2008-08-06,"AHY","M","KV1",""
"9000-91379","1",2008,2008-08-06,"HY","M","KV1",""
"9000-91384","1",2008,2008-08-07,"HY","M","MCGC",""
"9000-91393","1",2008,2008-08-10,"HY","M","MCGC",""
"9000-91396","1",2008,2008-08-10,"HY","M","MCGC",""
"9000-91397","1",2008,2008-08-11,"HY","M","MCGC",""
"9000-91398","1",2008,2008-08-11,"AHY","M","MCGC",""
"9000-91400","1",2008,2008-08-11,"HY","M","HPK1",""
"3100-41401","1",2008,2008-08-26,"AHY","F","MP1",""
"3100-41402","1",2008,2008-08-26,"HY","F","MP1",""
"3100-41403","1",2008,2008-08-26,"HY","F","MP1",""
"3100-41404","1",2008,2008-08-26,"HY","F","MP1",""
"3100-41405","1",2008,2008-08-26,"HY","F","MP1",""
"3100-41406","1",2008,2008-08-26,"HY","M","MP1",""
"3100-41407","1",2008,2008-08-26,"AHY","F","MP1",""
"3100-41408","1",2008,2008-08-26,"AHY","F","MP1",""
"3100-41409","1",2008,2008-08-26,"HY","F","MP1",""
"3100-41410","1",2008,2008-08-26,"AHY","F","MP1",""
"3100-41411","1",2008,2008-08-26,"AHY","F","MP1",""
"3100-41412","1",2008,2008-08-26,"HY","F","MP1",""
"3100-41413","1",2008,2008-08-26,"AHY","F","MP1",""
"3100-41414","1",2008,2008-08-26,"AHY","F","HPK1",""
"3100-41415","1",2008,2008-08-26,"AHY","F","HPK1",""
"3100-41416","1",2008,2008-08-26,"HY","F","HPK1",""
"3100-41417","1",2008,2008-08-27,"AHY","F","GNMTN",""
"3100-41418","1",2008,2008-08-27,"AHY","F","GNMTN",""
"3100-41419","1",2008,2008-08-27,"AHY","F","KV1",""
"3100-41420","1",2008,2008-08-28,"HY","F","CC2",""
"3100-41421","1",2008,2008-08-28,"HY","F","CC2",""
"3100-41422","1",2008,2008-08-30,"HY","F","MP1",""
"3100-41423","1",2008,2008-08-30,"HY","F","MP1",""
"3100-41424","1",2008,2008-08-30,"HY","F","MP1",""
"3100-41425","1",2008,2008-08-30,"AHY","F","MP1",""
"3100-41426","1",2008,2008-08-30,"HY","F","MP1",""
"3100-41427","1",2008,2008-08-30,"HY","F","MP1",""
"3100-41428","1",2008,2008-08-30,"HY","F","MP1",""
"3100-41429","1",2008,2008-08-30,"HY","F","HPK1",""
"3100-41430","1",2008,2008-08-30,"HY","F","HPK1",""
"3100-41431","1",2008,2008-08-25,"HY","F","MP1",""
"3100-41432","1",2008,2008-08-25,"AHY","F","MP1",""
"3100-41433","1",2008,2008-08-25,"HY","F","MP1",""
"3100-41434","1",2008,2008-08-25,"AHY","F","MP1","all primaries totally worn out"
"3100-41435","1",2008,2008-08-26,"HY","F","MCGC",""
"3100-41436","1",2008,2008-08-26,"AHY","F","HPK1",""
"3100-41437","1",2008,2008-08-26,"AHY","F","HPK1",""
"3100-41438","1",2008,2008-08-26,"AHY","F","HPK1",""
"3100-41439","1",2008,2008-08-26,"AHY","F","HPK1",""
"3100-41440","1",2008,2008-08-26,"AHY","F","HPK1",""
"3100-41441","1",2008,2008-08-28,"HY","F","HPK1",""
"3100-41442","1",2008,2008-08-28,"HY","F","HPK1",""
"3100-41443","1",2008,2008-08-28,"HY","F","HPK1",""
"3100-41444","1",2008,2008-08-30,"HY","F","MCGC",""
"3100-41446","1",2008,2008-08-30,"HY","F","MP1",""
"3100-41447","1",2008,2008-08-30,"HY","F","MP1",""
"3100-41448","1",2008,2008-08-30,"HY","F","MP1",""
"3100-41449","1",2008,2008-08-30,"HY","F","MP1",""
"3100-41450","1",2008,2008-08-30,"AHY","F","MP1",""
"3100-41451","1",2008,2008-08-25,"HY","M","MCGC",""
"3100-41452","1",2008,2008-08-26,"AHY","M","MCGC","silent flight, p10s OK"
"3100-41453","1",2008,2008-08-26,"HY","M","MP1",""
"3100-41454","1",2008,2008-08-26,"HY","M","MP1",""
"3100-41455","1",2008,2008-08-26,"HY","M","MP1",""
"3100-41456","1",2008,2008-08-26,"HY","M","MP1",""
"3100-41458","1",2008,2008-08-26,"HY","M","HPK1",""
"3100-41459","1",2008,2008-08-26,"HY","M","HPK1","r1,2 stress bar"
"3100-41460","1",2008,2008-08-27,"HY","M","MCGC",""
"3100-41461","1",2008,2008-08-28,"HY","M","HPK1",""
"3100-41462","1",2008,2008-08-28,"HY","M","HPK1",""
"3100-41463","1",2008,2008-08-28,"HY","M","HPK1",""
"3100-41464","1",2008,2008-08-28,"HY","M","HPK1",""
"3100-41465","1",2008,2008-08-30,"HY","M","MCGC",""
"3100-41466","1",2008,2008-08-30,"HY","M","MP1",""
"3100-41467","1",2008,2008-08-30,"HY","M","MP1",""
"3100-41469","1",2008,2008-08-30,"HY","M","MP1",""
"3100-41470","1",2008,2008-08-30,"HY","M","MP1",""
"3100-41471","1",2008,2008-08-25,"HY","M","HPK1",""
"3100-41472","1",2008,2008-08-25,"HY","M","MP1",""
"3100-41474","1",2008,2008-08-30,"HY","M","MP1",""
"3100-41475","1",2008,2008-08-30,"HY","M","MP1",""
"3100-41476","1",2008,2008-08-30,"HY","M","MP1",""
"3100-41477","1",2008,2008-08-30,"AHY","M","HPK1",""
"3100-41478","1",2008,2008-08-30,"HY","M","HPK1",""
"3100-41479","1",2008,2008-08-30,"HY","M","HPK1",""
"3100-41480","1",2008,2008-08-30,"HY","M","HPK1",""
"3100-41481","1",2008,2008-08-30,"HY","M","HPK1",""
"3100-41482","1",2008,2008-08-30,"HY","M","HPK1",""
"3100-41483","1",2008,2008-08-31,"HY","M","CC2",""
"3100-41484","1",2008,2008-09-02,"HY","M","MCGC",""
"3100-41485","1",2008,2008-09-02,"HY","M","MP1",""
"3100-41486","1",2008,2008-09-02,"HY","M","MP1",""
"3100-41487","1",2008,2008-09-02,"HY","M","MP1",""
"3100-41488","1",2008,2008-09-02,"HY","M","HPK1",""
"3100-41489","1",2008,2008-09-03,"HY","M","MP1",""
"3100-41490","1",2008,2008-09-03,"HY","M","MP1",""
"3100-41491","1",2008,2008-08-30,"HY","F","HPK1",""
"3100-41492","1",2008,2008-08-30,"HY","F","HPK1",""
"3100-41494","1",2008,2008-08-31,"HY","F","CC2",""
"3100-41495","1",2008,2008-08-31,"HY","F","CC2",""
"3100-41496","1",2008,2008-08-31,"HY","F","CC2",""
"3100-41497","1",2008,2008-08-31,"HY","F","CC2",""
"3100-41498","1",2008,2008-09-02,"HY","F","MP1",""
"3100-41499","1",2008,2008-09-02,"HY","F","MP1",""
"3100-41500","1",2008,2008-09-02,"HY","F","MP1",""
"3100-41501","1",2008,2008-09-03,"HY","M","CC2",""
"3100-41502","1",2008,2008-09-03,"HY","F","MP1",""
"3100-41503","1",2008,2008-09-03,"HY","F","MP1",""
"3100-41504","1",2008,2008-09-03,"HY","F","CC2",""
"3100-41505","1",2008,2008-09-05,"HY","F","MP1",""
"3100-41506","1",2008,2008-09-05,"HY","F","MP1",""
"3100-41507","1",2008,2008-09-05,"AHY","F","MP1",""
"3100-41508","1",2008,2008-09-05,"HY","F","HPK1",""
"3100-41509","1",2008,2008-09-06,"HY","F","CC3",""
"3100-41510","1",2008,2008-09-07,"HY","F","MCGC",""
"3100-41511","1",2008,2008-09-07,"AHY","F","MP1",""
"3100-41512","1",2008,2008-09-07,"HY","F","MP1",""
"3100-41513","1",2008,2008-09-07,"HY","F","MP1",""
"3100-41514","1",2008,2008-09-07,"HY","F","MP1",""
"3100-41515","1",2008,2008-09-13,"HY","F","MP1",""
"3100-41516","1",2008,2008-09-12,"HY","F","MP1",""
"3100-41521","1",2008,2008-09-03,"HY","M","CC2",""
"3100-41522","1",2008,2008-09-04,"HY","M","HOLZ",""
"3100-41524","1",2008,2008-09-05,"HY","M","MCGC",""
"3100-41525","1",2008,2008-09-05,"HY","M","MP1",""
"3100-41526","1",2008,2008-09-07,"HY","M","HPK1",""
"3100-41530","1",2008,2008-09-12,"HY","M","MP1",""
"3100-41531","1",2008,2008-09-02,"HY","F","MP1",""
"3100-41532","1",2008,2008-09-02,"HY","F","HPK1",""
"3100-41533","1",2008,2008-09-02,"HY","F","HPK1",""
"3100-41534","1",2008,2008-09-02,"HY","F","HPK1",""
"3100-41535","1",2008,2008-09-02,"HY","F","HPK1",""
"3100-41541","1",2008,2008-09-13,"HY","M","MP1",""
"3100-41542","1",2008,2008-09-12,"HY","M","MP1",""
"3100-41543","1",2008,2008-09-14,"HY","M","MP1",""
"3100-41519","1",2009,2009-05-11,"AHY","F","MP1","E6-"
"3100-41520","1",2009,2009-05-11,"AHY","F","MP1",""
"3100-41536","1",2009,2009-05-11,"AHY","F","MP1","early release- stress"
"3100-41537","1",2009,2009-05-11,"AHY","F","MP1","skel r1"
"3100-41538","1",2009,2009-05-11,"AHY","F","MP1",""
"3100-41539","1",2009,2009-05-11,"AHY","F","MP1","E7"
"3100-41540","1",2009,2009-05-11,"AHY","F","MCGC","E6-"
"3100-41549","1",2009,2009-05-09,"AHY","M","MCGC",""
"3100-41550","1",2009,2009-05-09,"AHY","M","MCGC",""
"3100-41551","1",2009,2009-05-11,"AHY","M","MP1",""
"3100-41552","1",2009,2009-05-11,"AHY","M","MP1","*missing r1-5L, r3R"
"3100-41553","1",2009,2009-05-11,"AHY","M","MP1",""
"3100-41554","1",2009,2009-05-11,"AHY","M","MP1",""
"3100-41555","1",2009,2009-05-11,"AHY","M","MP1",""
"3100-41556","1",2009,2009-05-11,"AHY","M","MP1",""
"3100-41557","1",2009,2009-05-11,"AHY","M","MP1",""
"3100-41558","1",2009,2009-05-11,"AHY","M","MCGC",""
"3100-41559","1",2009,2009-05-12,"AHY","M","MCGC",""
"3100-41560","1",2009,2009-05-12,"AHY","M","MCGC",""
"3100-41561","1",2009,2009-05-12,"AHY","M","MCGC","white rectrix tip r5s"
"3100-41562","1",2009,2009-05-12,"AHY","M","MCGC",""
"3100-41563","R",2009,2009-05-14,"AHY","M","MCGC","Former E11812; pine pitch on band"
"3100-41564","1",2009,2009-05-14,"AHY","M","MCGC","minor bill injury 1/3 from base"
"3100-41565","1",2009,2009-05-14,"AHY","M","MCGC",""
"3100-41566","1",2009,2009-05-14,"AHY","M","MCGC",""
"3100-41567","1",2009,2009-05-14,"AHY","M","MP1",""
"3100-41568","1",2009,2009-05-14,"AHY","M","MP1",""
"3100-41569","1",2009,2009-05-14,"AHY","M","MP1","r5 white tip; worn rectrices"
"3100-41570","1",2009,2009-05-14,"AHY","M","MP1",""
"3100-41571","1",2009,2009-05-14,"AHY","M","MP1",""
"3100-41572","1",2009,2009-05-14,"AHY","M","MP1",""
"3100-41573","1",2009,2009-05-14,"AHY","M","MP1","r3-5 white tips"
"3100-41575","1",2009,2009-05-14,"AHY","M","MP1",""
"3100-41576","1",2009,2009-05-14,"AHY","M","MP1","r5 white tip"
"3100-41577","1",2009,2009-05-14,"AHY","M","MP1",""
"3100-41578","1",2009,2009-05-14,"AHY","M","MP1","r5 white tip"
"3100-41579","1",2009,2009-05-14,"AHY","M","MP1",""
"3100-41580","1",2009,2009-05-14,"AHY","M","MP1",""
"3100-41581","1",2009,2009-05-14,"AHY","M","MCGC",""
"3100-41582","1",2009,2009-05-14,"AHY","M","MCGC",""
"3100-41583","1",2009,2009-05-14,"AHY","M","MCGC",""
"3100-41584","1",2009,2009-05-14,"AHY","M","MCGC",""
"3100-41585","1",2009,2009-05-14,"AHY","M","MCGC",""
"3100-41586","1",2009,2009-05-15,"AHY","M","MCGC","r4,5 white tip"
"3100-41587","1",2009,2009-05-15,"AHY","M","MCGC",""
"3100-41588","1",2009,2009-05-15,"AHY","M","MCGC",""
"3100-41589","1",2009,2009-05-15,"AHY","M","MCGC","r5 white tip"
"3100-41590","1",2009,2009-05-15,"AHY","M","MCGC",""
"3100-41591","R",2009,2009-05-11,"AHY","F","MCGC","Former C53668; debris under band"
"3100-41592","1",2009,2009-05-14,"AHY","F","MCGC",""
"3100-41593","1",2009,2009-05-14,"AHY","F","MP1",""
"3100-41594","1",2009,2009-05-14,"AHY","F","MP1","E7"
"3100-41595","R",2009,2009-05-14,"AHY","F","MP1","Former C23503; pine pitch on band"
"3100-41596","1",2009,2009-05-14,"AHY","F","MP1",""
"3100-41597","1",2009,2009-05-14,"AHY","F","MP1","E6"
"3100-41598","1",2009,2009-05-14,"AHY","F","MP1","mtw r3-4L"
"3100-41599","1",2009,2009-05-14,"AHY","F","MP1","old r1"
"3100-41600","1",2009,2009-05-14,"AHY","F","MCGC","E6"
"3100-41601","1",2009,2009-05-15,"AHY","F","MCGC",""
"3100-41602","1",2009,2009-05-16,"AHY","M","MP1",""
"3100-41603","1",2009,2009-05-16,"AHY","M","MP1",""
"3100-41604","1",2009,2009-05-16,"AHY","F","MP1",""
"3100-41605","1",2009,2009-05-16,"AHY","M","MP1",""
"3100-41606","1",2009,2009-05-16,"AHY","M","MP1",""
"3100-41607","1",2009,2009-05-16,"AHY","F","MP1","r4-5L MTW; 1 skel r1"
"3100-41608","1",2009,2009-05-16,"AHY","F","MP1","E6"
"3100-41609","1",2009,2009-05-16,"AHY","F","MP1",""
"3100-41610","1",2009,2009-05-16,"AHY","F","MP1","E6"
"3100-41611","1",2009,2009-05-16,"AHY","F","MP1","E6"
"3100-41612","1",2009,2009-05-16,"AHY","F","MP1","E7"
"3100-41613","1",2009,2009-05-16,"AHY","F","MP1","E6"
"3100-41614","1",2009,2009-05-16,"AHY","F","MP1","LTW r3,4"
"3100-41615","1",2009,2009-05-16,"AHY","M","MP1",""
"3100-41616","1",2009,2009-05-16,"AHY","M","MP1",""
"3100-41617","1",2009,2009-05-16,"AHY","F","MP1",""
"3100-41618","1",2009,2009-05-16,"AHY","F","HPK1","E7"
"3100-41619","1",2009,2009-05-16,"AHY","F","HPK1",""
"3100-41620","1",2009,2009-05-16,"AHY","M","HPK1",""
"3100-41621","1",2009,2009-05-16,"AHY","M","HPK1",""
"3100-41622","1",2009,2009-05-16,"AHY","F","HPK1","E6-"
"3100-41623","1",2009,2009-05-09,"AHY","M","MCGC",""
"3100-41624","1",2009,2009-05-16,"AHY","M","HPK1",""
"3100-41626","1",2009,2009-05-16,"AHY","M","HPK1",""
"3100-41627","1",2009,2009-05-16,"AHY","M","HPK1","escaped"
"3100-41628","1",2009,2009-05-16,"AHY","F","HPK1",""
"3100-41629","1",2009,2009-05-17,"AHY","F","MCGC","old r1s, r3s L-MTW"
"3100-41630","1",2009,2009-05-17,"AHY","F","MCGC","E8"
"3100-41631","1",2009,2009-05-17,"AHY","F","MCGC","old r1s, band on l. leg"
"3100-41632","R",2009,2009-05-17,"AHY","F","MCGC","Former E39562; debris, spider web E7"
"3100-41633","1",2009,2009-05-17,"AHY","M","MCGC",""
"3100-41634","1",2009,2009-05-17,"AHY","M","MCGC","white tip, r5s"
"3100-41635","1",2009,2009-05-17,"AHY","F","MCGC",""
"3100-41636","1",2009,2009-05-17,"AHY","M","MCGC","incomplete gorget, r5 white tip"
"3100-41637","1",2009,2009-05-17,"AHY","M","MCGC","r5 white tip"
"3100-41638","1",2009,2009-05-17,"AHY","F","MCGC","E7+"
"3100-41639","1",2009,2009-05-17,"AHY","F","MCGC",""
"3100-41640","1",2009,2009-05-17,"AHY","F","MCGC",""
"3100-41641","1",2009,2009-05-17,"AHY","M","MP1",""
"3100-41642","1",2009,2009-05-17,"AHY","M","MP1",""
"3100-41643","1",2009,2009-05-17,"AHY","M","MP1",""
"3100-41644","1",2009,2009-05-17,"AHY","M","MP1",""
"3100-41645","1",2009,2009-05-17,"AHY","F","MP1",""
"3100-41646","1",2009,2009-05-20,"AHY","M","MCGC","r4,5 white tip"
"3100-41647","1",2009,2009-05-17,"AHY","M","MP1",""
"3100-41648","1",2009,2009-05-17,"AHY","F","MP1","E7 band upside down"
"3100-41649","1",2009,2009-05-17,"AHY","M","MP1",""
"3100-41650","1",2009,2009-05-17,"AHY","F","MP1",""
"3100-41653","1",2009,2009-05-11,"AHY","M","MP1","r5 white tip"
"3100-41654","1",2009,2009-05-21,"AHY","F","MCGC",""
"3100-41655","1",2009,2009-05-21,"AHY","F","MP1",""
"3100-41656","1",2009,2009-05-21,"AHY","F","MP1",""
"3100-41657","1",2009,2009-05-21,"AHY","F","MP1",""
"3100-41658","1",2009,2009-05-21,"AHY","F","MP1","E7+"
"3100-41659","1",2009,2009-05-22,"AHY","F","KV1","E6"
"3100-41660","1",2009,2009-05-22,"AHY","F","KV1","E8"
"3100-41661","1",2009,2009-05-22,"AHY","F","KV1","E6"
"3100-41662","1",2009,2009-05-22,"AHY","F","KV1","E6-"
"3100-41663","1",2009,2009-05-22,"AHY","F","KV1","E8"
"3100-41664","1",2009,2009-05-22,"AHY","F","KV1","skel r1, p9 sheath"
"3100-41665","1",2009,2009-05-22,"AHY","F","KV1",""
"3100-41666","1",2009,2009-05-22,"AHY","F","KV1","E8, skel r1"
"3100-41667","1",2009,2009-05-22,"AHY","F","KV1",""
"3100-41668","1",2009,2009-05-22,"AHY","F","KV1",""
"3100-41669","1",2009,2009-05-22,"AHY","F","KV1","E7"
"3100-41670","1",2009,2009-05-22,"AHY","F","KV1",""
"3100-41671","1",2009,2009-05-22,"AHY","F","KV1",""
"3100-41672","1",2009,2009-05-22,"AHY","F","KV1",""
"3100-41673","1",2009,2009-05-22,"AHY","F","KV1","E7+"
"3100-41674","1",2009,2009-05-22,"AHY","F","KV1",""
"3100-41675","1",2009,2009-05-22,"AHY","F","KV1","E6"
"3100-41676","1",2009,2009-05-23,"AHY","F","MCGC",""
"3100-41677","1",2009,2009-05-23,"AHY","F","MP1","E6-"
"3100-41678","1",2009,2009-05-23,"AHY","F","MP1","E7"
"3100-41679","1",2009,2009-05-23,"AHY","F","MP1",""
"3100-41680","1",2009,2009-05-23,"AHY","F","MP1","E7"
"3100-41681","1",2009,2009-05-23,"AHY","F","HPK1",""
"3100-41682","1",2009,2009-05-23,"AHY","F","HPK1",""
"3100-41683","1",2009,2009-05-23,"AHY","F","HPK1",""
"3100-41684","1",2009,2009-05-23,"AHY","F","HPK1",""
"3100-41685","1",2009,2009-05-23,"AHY","F","HPK1","old r1s"
"3100-41686","1",2009,2009-05-23,"AHY","F","HPK1",""
"3100-41687","1",2009,2009-05-25,"AHY","F","MP1","E6+"
"3100-41688","1",2009,2009-05-25,"AHY","F","MP1","E7"
"3100-41689","1",2009,2009-05-25,"AHY","F","MP1","E6-"
"3100-41690","R",2009,2009-05-25,"AHY","F","MP1","Former E90328; E6+"
"3100-41691","1",2009,2009-05-28,"AHY","F","HPK1","skel r1"
"3100-41692","1",2009,2009-05-28,"AHY","F","HPK1","E7+"
"3100-41693","1",2009,2009-05-28,"AHY","F","HPK1",""
"3100-41694","1",2009,2009-05-28,"AHY","F","MP1","E7"
"3100-41695","1",2009,2009-05-28,"AHY","F","MP1",""
"3100-41696","1",2009,2009-05-28,"AHY","F","MP1","E6-"
"3100-41697","1",2009,2009-05-30,"AHY","F","GNMTN","E6"
"3100-41698","1",2009,2009-05-30,"AHY","F","GNMTN","E6"
"3100-41699","1",2009,2009-05-30,"AHY","F","GNMTN","E6"
"3100-41700","1",2009,2009-05-30,"AHY","F","GNMTN","E7"
"3100-41701","1",2009,2009-05-20,"AHY","M","MCGC",""
"3100-41702","1",2009,2009-05-21,"AHY","M","MCGC",""
"3100-41703","1",2009,2009-05-21,"AHY","M","MP1","r5 white tip"
"3100-41704","1",2009,2009-05-22,"AHY","M","KV1",""
"3100-41705","1",2009,2009-05-22,"AHY","M","KV1",""
"3100-41706","1",2009,2009-05-22,"AHY","M","KV1",""
"3100-41707","1",2009,2009-05-23,"AHY","M","MP1","r5 white tip"
"3100-41709","1",2009,2009-05-23,"AHY","M","MP1","r4,5 white tip"
"3100-41710","1",2009,2009-05-23,"AHY","M","HPK1",""
"3100-41711","1",2009,2009-05-23,"AHY","M","HPK1",""
"3100-41712","1",2009,2009-05-24,"AHY","M","CC3",""
"3100-41713","1",2009,2009-05-25,"AHY","M","MP1","r4,5 white tip"
"3100-41714","1",2009,2009-05-26,"AHY","M","HPK1","r5 white tip"
"3100-41715","1",2009,2009-05-26,"AHY","M","MP1",""
"3100-41716","1",2009,2009-05-28,"AHY","M","MP1","r5 white tip"
"3100-41717","1",2009,2009-05-28,"AHY","M","MP1","r5 white tip"
"3100-41718","1",2009,2009-05-28,"AHY","M","MP1","r5 white tip"
"3100-41719","1",2009,2009-05-31,"AHY","M","MCGC",""
"3100-41720","1",2009,2009-06-03,"AHY","M","MP1","r5 white tip"
"3100-41721","1",2009,2009-06-03,"AHY","M","MP1","p9 4mm<p10; no wing trill"
"3100-41722","1",2009,2009-06-03,"AHY","M","MP1","p9 2.3 mm<p10"
"3100-41723","1",2009,2009-06-03,"AHY","M","MP1",""
"3100-41724","1",2009,2009-06-03,"AHY","M","MP1","r5 faint white tip"
"3100-41725","1",2009,2009-06-03,"AHY","M","MP1","p9 sm. Sheath at base"
"3100-41726","1",2009,2009-06-04,"AHY","M","MP1",""
"3100-41727","1",2009,2009-06-04,"AHY","M","MP1","r5 white tip"
"3100-41728","1",2009,2009-06-05,"AHY","M","HPK1","r4,5 white tip"
"3100-41729","1",2009,2009-06-05,"AHY","M","HPK1",""
"3100-41730","1",2009,2009-06-05,"AHY","M","HPK1",""
"3100-41731","R",2009,2009-05-24,"AHY","F","CC3","Former E90309; pine sap"
"3100-41732","1",2009,2009-05-24,"AHY","F","CC3","E8"
"3100-41733","1",2009,2009-05-25,"AHY","F","MP1",""
"3100-41734","1",2009,2009-05-26,"AHY","F","MCGC",""
"3100-41735","1",2009,2009-05-26,"AHY","F","MCGC",""
"3100-41736","1",2009,2009-05-26,"AHY","F","MP1",""
"3100-41737","1",2009,2009-05-26,"AHY","F","MP1","E6+"
"3100-41738","R",2009,2009-05-26,"AHY","F","MP1","Former C23412; spider silk under band"
"3100-41739","1",2009,2009-05-28,"AHY","F","MP1","E6"
"3100-41740","1",2009,2009-06-04,"AHY","F","MP1","E8"
"3100-41741","1",2009,2009-06-04,"AHY","F","MP1",""
"3100-41742","1",2009,2009-06-05,"AHY","F","HPK1",""
"3100-41743","1",2009,2009-06-05,"AHY","F","HPK1",""
"3100-41744","1",2009,2009-06-05,"AHY","F","HPK1",""
"3100-41745","1",2009,2009-06-05,"AHY","F","HPK1",""
"3100-41746","1",2009,2009-06-05,"AHY","F","HPK1",""
"3100-41747","1",2009,2009-06-05,"AHY","F","HPK1",""
"3100-41748","1",2009,2009-06-05,"AHY","F","HPK1",""
"3100-41749","1",2009,2009-06-05,"AHY","F","HPK1",""
"3100-41750","1",2009,2009-06-05,"AHY","F","HPK1","L-HTW all rects"
"3100-41751","1",2009,2009-06-06,"AHY","F","HOLZ",""
"3100-41752","1",2009,2009-06-06,"AHY","F","HOLZ",""
"3100-41753","1",2009,2009-06-06,"AHY","F","HOLZ","E7"
"3100-41754","1",2009,2009-06-06,"AHY","F","HOLZ",""
"3100-41755","1",2009,2009-06-06,"AHY","F","HOLZ","e6"
"3100-41757","R",2009,2009-06-06,"AHY","F","HOLZ","Former E12042"
"3100-41758","1",2009,2009-06-06,"AHY","F","GNMTN",""
"3100-41759","1",2009,2009-06-06,"AHY","F","GNMTN",""
"3100-41760","1",2009,2009-06-06,"AHY","F","GNMTN",""
"3100-41761","1",2009,2009-06-06,"AHY","F","GNMTN",""
"3100-41762","1",2009,2009-06-06,"AHY","F","GNMTN","E6"
"3100-41763","1",2009,2009-06-06,"AHY","F","KV1","E8"
"3100-41764","1",2009,2009-06-06,"AHY","F","KV1",""
"3100-41765","1",2009,2009-06-06,"AHY","F","KV1","E6-; p6-10 tips missing"
"3100-41766","1",2009,2009-06-06,"AHY","F","KV1",""
"3100-41767","1",2009,2009-06-06,"AHY","F","KV1",""
"3100-41768","1",2009,2009-06-06,"AHY","F","KV1","E6"
"3100-41769","1",2009,2009-06-06,"AHY","F","KV1",""
"3100-41770","1",2009,2009-06-06,"AHY","F","KV1","E6-"
"3100-41771","1",2009,2009-06-07,"AHY","F","MCGC",""
"3100-41772","1",2009,2009-06-07,"AHY","F","MCGC",""
"3100-41773","1",2009,2009-06-07,"AHY","F","MCGC","E6-"
"3100-41774","1",2009,2009-06-08,"AHY","F","MCGC",""
"3100-41775","1",2009,2009-06-08,"AHY","F","MCGC","p9 4mm<p10"
"3100-41776","1",2009,2009-06-05,"AHY","M","HPK1",""
"3100-41777","1",2009,2009-06-05,"AHY","M","HPK1",""
"3100-41778","1",2009,2009-06-05,"AHY","M","HPK1","r5 white tip"
"3100-41779","1",2009,2009-06-05,"AHY","M","HPK1",""
"3100-41780","1",2009,2009-06-06,"AHY","M","HOLZ","r5 white tip"
