"UBI_band","band_status","year","date","age","fixed_sex","site","comments"
"9000-12022","1",2006,2006-07-12,"AHY","F","MP1","c.p."
"9000-12023","1",2006,2006-07-12,"AHY","F","MP1","E7"
"9000-12024","1",2006,2006-07-12,"AHY","F","MP1","E7"
"9000-12025","1",2006,2006-07-12,"AHY","F","MP1",""
"9000-12026","1",2006,2006-07-12,"AHY","F","MP1",""
"9000-12027","1",2006,2006-07-12,"AHY","F","MP1",""
"9000-12028","1",2006,2006-07-12,"AHY","F","MP1","c.p."
"9000-12029","1",2006,2006-07-12,"AHY","F","MP1","E6, r3-5L MTW"
"9000-12030","1",2006,2006-07-12,"AHY","F","MP1",""
"9000-12031","1",2006,2006-07-12,"AHY","F","MP1","orange pollen on bill"
"9000-12032","1",2006,2006-07-12,"AHY","F","MP1","spider web on rectrices"
"9000-12033","1",2006,2006-07-12,"AHY","F","MP1","abdomen slightly swollen"
"9000-12034","1",2006,2006-07-12,"AHY","F","MP1","1 skeleton r1"
"9000-12035","1",2006,2006-07-12,"AHY","F","MP1",""
"9000-12036","1",2006,2006-07-12,"AHY","F","MP1","old r1, new r2-5"
"9000-12037","1",2006,2006-07-12,"AHY","F","MP1",""
"9000-12038","1",2006,2006-07-12,"AHY","F","MP1",""
"9000-12039","1",2006,2006-07-13,"AHY","F","MCGC","skeleton r1s, VHTW all rectrices"
"9000-12040","1",2006,2006-07-13,"AHY","F","MCGC","c.p."
"9000-12041","1",2006,2006-07-13,"AHY","F","MCGC",""
"3100-41757","1",2006,2006-07-14,"AHY","F","HOLZ",""
"9000-12043","1",2006,2006-07-14,"AHY","F","HOLZ",""
"9000-12044","1",2006,2006-07-14,"AHY","F","HOLZ",""
"9000-12045","1",2006,2006-07-14,"AHY","F","HOLZ",""
"9000-12046","1",2006,2006-07-14,"AHY","F","HOLZ",""
"9000-12047","1",2006,2006-07-14,"AHY","F","HOLZ",""
"9000-12048","1",2006,2006-07-14,"AHY","F","GNMTN",""
"9000-12049","1",2006,2006-07-14,"AHY","F","GNMTN","skeleton r1s, r3-5R MTW, r3-5L LTW"
"9000-12050","1",2006,2006-07-14,"AHY","F","GNMTN","NTW other rectrices"
"9000-12051","1",2006,2006-07-14,"AHY","F","GNMTN","E9"
"9000-12052","1",2006,2006-07-14,"AHY","F","GNMTN","c.p."
"9000-12053","1",2006,2006-07-14,"AHY","F","GNMTN","E7"
"9000-12054","1",2006,2006-07-14,"AHY","F","GNMTN","new rectrices"
"9000-12055","1",2006,2006-07-14,"AHY","F","GNMTN",""
"9000-12056","1",2006,2006-07-14,"AHY","F","KV1","c.p."
"9000-12057","1",2006,2006-07-14,"AHY","F","KV1","c.p."
"9000-12058","1",2006,2006-07-14,"AHY","F","KV1","c.p."
"9000-12059","1",2006,2006-07-14,"AHY","F","KV1","c.p."
"9000-12060","1",2006,2006-07-14,"AHY","F","KV1","many pin feathers, rt. side of breast"
"9000-12061","1",2006,2006-07-14,"AHY","F","KV1",""
"9000-12062","1",2006,2006-07-14,"AHY","F","KV1",""
"9000-12063","1",2006,2006-07-15,"AHY","F","MP1","pin feathers on abdomen"
"9000-12064","1",2006,2006-07-15,"AHY","F","MP1",""
"9000-12065","1",2006,2006-07-15,"AHY","F","MP1",""
"9000-12066","1",2006,2006-07-15,"AHY","F","MP1",""
"9000-12067","1",2006,2006-07-15,"AHY","F","MP1","old culmen injury"
"9000-12068","1",2006,2006-07-15,"AHY","F","MP1",""
"9000-12069","1",2006,2006-07-15,"AHY","F","MP1",""
"9000-12070","1",2006,2006-07-15,"AHY","F","MP1","skeleton r1s"
"9000-12071","1",2006,2006-07-15,"AHY","F","MP1","E8"
"9000-12072","1",2006,2006-07-15,"AHY","F","MP1","no rectrices wear except skeleton r1s"
"9000-12073","1",2006,2006-07-15,"AHY","F","MP1","c.p."
"9000-12074","1",2006,2006-07-15,"AHY","F","MP1",""
"9000-12075","R",2006,2006-07-15,"AHY","F","MP1","formerly R47686, 8/18/03; original band may be too wide, leg is OK"
"9000-12076","1",2006,2006-07-15,"AHY","F","MP1",""
"9000-12077","1",2006,2006-07-15,"AHY","F","MP1",""
"9000-12078","1",2006,2006-07-16,"HY","M","MCGC","6.0 mm band, rectrices wet due to urine, difficult to confirm sex"
"9000-12079","1",2006,2006-07-16,"AHY","F","MCGC","yellow pollen on bill"
"9000-12080","1",2006,2006-07-16,"AHY","F","MCGC",""
"9000-39458","1",2006,2006-07-16,"AHY","F","MCGC",""
"9000-12082","1",2006,2006-07-16,"AHY","F","MCGC",""
"9000-12083","1",2006,2006-07-16,"AHY","F","MCGC",""
"9000-12084","1",2006,2006-07-16,"AHY","F","MCGC",""
"9000-12085","1",2006,2006-07-16,"AHY","F","MCGC",""
"9000-12086","1",2006,2006-07-16,"AHY","F","MCGC",""
"9000-12087","1",2006,2006-07-16,"AHY","F","MCGC",""
"9000-12088","1",2006,2006-07-16,"AHY","F","MCGC",""
"9000-12089","1",2006,2006-07-16,"AHY","F","MCGC",""
"9000-12090","1",2006,2006-07-16,"AHY","F","MCGC","lost r5r (saved)"
"9000-12091","1",2006,2006-07-17,"AHY","F","MCGC",""
"9000-12092","1",2006,2006-07-17,"AHY","F","MCGC",""
"9000-12093","1",2006,2006-07-17,"AHY","F","MCGC",""
"9000-12094","1",2006,2006-07-17,"AHY","F","CC3",""
"9000-12095","1",2006,2006-07-17,"AHY","F","CC3",""
"9000-12096","1",2006,2006-07-17,"AHY","F","CC3",""
"9000-12098","1",2006,2006-07-18,"AHY","F","MCGC",""
"9000-12099","1",2006,2006-07-18,"AHY","F","MCGC",""
"9000-12100","1",2006,2006-07-18,"AHY","F","MCGC",""
"9000-12101","1",2006,2006-07-18,"AHY","F","MCGC",""
"9000-12111","1",2006,2006-07-19,"AHY","F","MCGC",""
"9000-12112","1",2006,2006-07-19,"AHY","F","MCGC","M-HTW all rectrices"
"9000-12113","1",2006,2006-07-19,"AHY","F","MCGC","yellow pollen on bill"
"9000-12114","1",2006,2006-07-19,"AHY","F","MCGC",""
"9000-12115","1",2006,2006-07-19,"AHY","F","MP1",""
"9000-12116","1",2006,2006-07-19,"AHY","F","MCGC",""
"9000-12117","1",2006,2006-07-19,"AHY","F","MCGC",""
"9000-12118","1",2006,2006-07-19,"AHY","F","MCGC",""
"9000-12119","1",2006,2006-07-19,"AHY","F","MCGC",""
"9000-12120","1",2006,2006-07-19,"AHY","F","MP1","skeleton r1s"
"9000-12121","1",2006,2006-07-19,"AHY","F","MP1",""
"9000-12122","1",2006,2006-07-19,"AHY","F","MP1","old r1s"
"9000-12123","1",2006,2006-07-19,"AHY","F","MP1",""
"9000-12124","1",2006,2006-07-19,"AHY","F","MP1",""
"9000-12125","1",2006,2006-07-19,"AHY","F","MP1",""
"9000-12126","1",2006,2006-07-19,"AHY","F","MP1","old r1s"
"9000-12127","1",2006,2006-07-19,"AHY","F","MP1",""
"9000-12128","1",2006,2006-07-19,"AHY","F","MP1",""
"9000-12129","1",2006,2006-07-19,"AHY","F","MP1",""
"9000-12130","1",2006,2006-07-19,"AHY","F","MP1","tip of r1 missing"
"9000-12131","1",2006,2006-07-19,"AHY","F","MP1","skeleton r1s"
"9000-12132","1",2006,2006-07-19,"AHY","F","MP1",""
"9000-12133","1",2006,2006-07-19,"AHY","F","MP1",""
"9000-12134","1",2006,2006-07-19,"AHY","F","MP1",""
"9000-12135","1",2006,2006-07-19,"AHY","F","MP1","old r1"
"9000-12136","1",2006,2006-07-19,"AHY","F","MP1",""
"9000-12137","1",2006,2006-07-24,"AHY","M","MCGC","r4-5 white spots at tips"
"9000-12138","1",2006,2006-07-19,"AHY","F","MP1","skeleton r1, golden feathers on back"
"9000-12139","1",2006,2006-07-19,"AHY","F","MP1",""
"9000-12140","1",2006,2006-07-19,"AHY","F","MP1",""
"9000-12141","1",2006,2006-07-19,"AHY","F","MP1",""
"9000-12142","1",2006,2006-07-19,"AHY","F","MP1",""
"9000-12143","1",2006,2006-07-19,"AHY","F","MP1",""
"9000-12144","1",2006,2006-07-20,"AHY","F","CC2",""
"9000-12145","1",2006,2006-07-20,"AHY","F","CC2",""
"9000-12146","1",2006,2006-07-20,"AHY","F","CC3",""
"9000-12147","1",2006,2006-07-20,"AHY","F","CC3",""
"9000-12148","1",2006,2006-07-20,"AHY","F","CC3",""
"9000-12149","1",2006,2006-07-20,"AHY","F","CC3","old r1s"
"9000-12150","1",2006,2006-07-21,"AHY","F","MCGC","missing right rectrices"
"9000-12151","1",2006,2006-07-21,"AHY","F","MCGC",""
"9000-12152","1",2006,2006-07-21,"AHY","F","MCGC",""
"9000-12153","1",2006,2006-07-24,"AHY","F","MCGC",""
"9000-12154","1",2006,2006-07-24,"AHY","F","MCGC",""
"9000-12155","1",2006,2006-07-24,"AHY","F","MCGC",""
"9000-12156","1",2006,2006-07-24,"HY","F","MCGC","r3 base green smudge, r2 black tip, r3 white 4.5wX6.0 l"
"9000-12157","1",2006,2006-07-25,"AHY","F","KV1",""
"9000-12158","1",2006,2006-07-25,"AHY","F","KV1","old bill injury, lower longer than upper, twisted, bump on upper"
"9000-12159","1",2006,2006-07-25,"AHY","F","KV1",""
"9000-12160","1",2006,2006-07-25,"AHY","F","GNMTN",""
"9000-12161","1",2006,2006-07-25,"AHY","F","GNMTN",""
"9000-12162","1",2006,2006-07-25,"AHY","F","GNMTN",""
"9000-12163","1",2006,2006-07-25,"AHY","F","GNMTN",""
"9000-12164","1",2006,2006-07-25,"AHY","F","GNMTN","healed bill injury from earlier this year"
"9000-12165","1",2006,2006-07-25,"AHY","F","GNMTN","r2 white spot on tip"
"9000-12166","1",2006,2006-07-25,"AHY","F","HOLZ",""
"9000-12167","1",2006,2006-07-25,"AHY","F","HOLZ",""
"9000-12168","1",2006,2006-07-25,"AHY","F","HOLZ",""
"9000-12169","1",2006,2006-07-25,"AHY","F","HOLZ",""
"9000-12170","1",2006,2006-07-26,"AHY","F","MCGC",""
"9000-12192","1",2006,2006-07-31,"HY","M","MCGC",""
"9000-12195","1",2006,2006-08-01,"HY","M","MP1",""
"9000-12200","1",2006,2006-08-02,"AHY","M","GNMTN","r5 white inner/outer web at tip"
"9000-12231","1",2006,2006-08-10,"HY","M","MCGC","r1 stress bar"
"9000-12232","1",2006,2006-08-10,"HY","M","MCGC","prob related to E12410, flew away  together on release "
"9000-12233","1",2006,2006-08-10,"HY","M","MCGC",""
"9000-12235","1",2006,2006-08-10,"AHY","M","MCGC","p10 is intact"
"9000-12236","1",2006,2006-08-10,"HY","M","MP1",""
"9000-12238","1",2006,2006-08-11,"HY","M","MCGC",""
"9000-12239","1",2006,2006-08-12,"HY","M","MCGC",""
"9000-12240","1",2006,2006-08-12,"HY","M","MCGC",""
"9000-12241","1",2006,2006-08-12,"AHY","M","MCGC",""
"9000-12242","1",2006,2006-08-12,"HY","M","MCGC",""
"9000-12243","1",2006,2006-08-12,"HY","M","MCGC",""
"9000-12244","1",2006,2006-08-12,"HY","M","MCGC",""
"9000-12245","1",2006,2006-08-12,"HY","M","MP1",""
"9000-12246","1",2006,2006-08-13,"HY","M","MCGC","r1s growing in, male type"
"9000-12247","1",2006,2006-08-13,"HY","M","MCGC",""
"9000-12248","1",2006,2006-08-13,"AHY","M","MCGC","p10 wing trill OK"
"9000-12249","1",2006,2006-08-15,"HY","M","MCGC","captured with E12019 BTLH AHY F"
"9000-12250","1",2006,2006-08-15,"HY","M","MCGC",""
"9000-12251","1",2006,2006-07-26,"AHY","F","MCGC",""
"9000-12252","1",2006,2006-07-27,"AHY","F","MCGC",""
"9000-12253","1",2006,2006-07-27,"AHY","F","MCGC",""
"9000-12254","1",2006,2006-07-27,"AHY","F","MCGC","new r5s"
"9000-12255","1",2006,2006-07-27,"AHY","F","MCGC",""
"9000-12256","R",2006,2006-07-27,"AHY","F","MCGC","Former N11768, 7/13/03 new band on l. leg. Rt leg swollen and red due to pine pitch inside band  "
"9000-12257","1",2006,2006-07-27,"AHY","F","MCGC",""
"9000-12258","1",2006,2006-07-27,"AHY","F","MCGC",""
"9000-12259","1",2006,2006-07-27,"AHY","F","MCGC","tip of r5L missing"
"9000-12260","1",2006,2006-07-28,"AHY","F","MCGC",""
"9000-12261","1",2006,2006-07-28,"HY","M","MCGC","6 mm band, green on r3 base"
"9000-12262","1",2006,2006-07-28,"AHY","F","MCGC",""
"9000-12263","1",2006,2006-07-31,"AHY","F","CC2","HTW r3,4 and r5R"
"9000-12264","1",2006,2006-07-31,"HY","F","CC2",""
"9000-12265","1",2006,2006-07-31,"HY","F","CC2","top r1 has stress bar"
"9000-12266","1",2006,2006-07-31,"AHY","F","CC2",""
"9000-12267","1",2006,2006-07-31,"AHY","F","MCGC","prob related to E12192. MTW r3-5R, r4L"
"9000-12268","1",2006,2006-07-31,"AHY","F","MCGC",""
"9000-12269","1",2006,2006-07-31,"AHY","F","MCGC",""
"9000-12270","1",2006,2006-07-31,"AHY","F","MCGC","old r1s"
"9000-12271","1",2006,2006-07-31,"AHY","F","MCGC",""
"9000-12272","1",2006,2006-07-31,"AHY","F","MCGC",""
"9000-12273","1",2006,2006-07-31,"AHY","F","MCGC",""
"9000-12274","1",2006,2006-08-01,"AHY","F","MCGC","*new rectrices growing in. All new tail coverts"
"9000-12275","1",2006,2006-08-01,"AHY","F","MCGC",""
"9000-12276","1",2006,2006-08-01,"AHY","F","MCGC","skeleton r1s, fat in furcular area"
"9000-12277","1",2006,2006-08-01,"HY","M","MCGC","6 mm band, r1 stress bar"
"9000-12278","1",2006,2006-08-01,"AHY","F","MCGC","old r1s, r5L is new"
"9000-12279","1",2006,2006-08-01,"HY","M","MP1",""
"9000-12280","1",2006,2006-08-01,"AHY","F","MP1",""
"9000-12281","1",2006,2006-08-01,"HY","F","MP1",""
"9000-12282","1",2006,2006-08-01,"AHY","F","MP1","new r5s"
"9000-12283","1",2006,2006-08-01,"HY","M","MP1",""
"9000-12284","1",2006,2006-08-01,"AHY","F","MP1","LTW r3,4L"
"9000-12285","1",2006,2006-08-01,"AHY","F","MP1",""
"9000-12286","1",2006,2006-08-01,"AHY","F","MP1",""
"9000-12287","1",2006,2006-08-01,"AHY","F","MP1",""
"9000-12288","1",2006,2006-08-01,"AHY","F","MP1","new r5s"
"9000-12289","1",2006,2006-08-01,"AHY","F","MP1",""
"9000-12290","1",2006,2006-08-01,"AHY","F","MP1",""
"9000-12291","1",2006,2006-08-01,"AHY","F","MP1","LTW on all other rectrices"
"9000-12292","1",2006,2006-08-01,"AHY","F","MP1","old plumage"
"9000-12293","1",2006,2006-08-01,"AHY","F","MP1","skeleton r1s"
"9000-12294","1",2006,2006-08-01,"AHY","F","MP1",""
"9000-12295","1",2006,2006-08-01,"AHY","F","MP1",""
"9000-12296","1",2006,2006-08-01,"AHY","F","MP1","skeleton r1"
"9000-12297","1",2006,2006-08-01,"AHY","F","MP1","old, healed bill injury. Pine sap on l toes, removed"
"9000-12298","1",2006,2006-08-01,"AHY","F","MP1",""
"9000-12299","1",2006,2006-08-01,"HY","F","MP1",""
"9000-12300","1",2006,2006-08-01,"AHY","F","MP1","r1 skeleton"
"9000-12304","1",2006,2006-08-03,"AHY","M","MCGC",""
"9000-12307","1",2006,2006-08-03,"HY","M","MCGC",""
"9000-12308","1",2006,2006-08-03,"HY","M","MCGC",""
"9000-12309","1",2006,2006-08-03,"HY","M","MCGC",""
"9000-12310","1",2006,2006-08-03,"AHY","M","MP1","r5 white smudge at tip"
"9000-12311","1",2006,2006-08-01,"HY","F","MCGC","gn cheek"
"9000-12312","1",2006,2006-08-02,"AHY","F","HOLZ",""
"9000-12313","1",2006,2006-08-02,"AHY","F","HOLZ",""
"9000-12314","1",2006,2006-08-02,"AHY","F","HOLZ","one r1 broken, spot on end of r3-5"
"9000-12315","1",2006,2006-08-02,"AHY","F","HOLZ",""
"9000-12316","1",2006,2006-08-02,"AHY","F","HOLZ","old coverts"
"9000-12317","1",2006,2006-08-02,"AHY","F","HOLZ",""
"9000-12318","1",2006,2006-08-02,"AHY","F","HOLZ",""
"9000-12319","1",2006,2006-08-02,"AHY","F","HOLZ",""
"9000-12320","1",2006,2006-08-02,"AHY","F","HOLZ",""
"9000-12321","1",2006,2006-08-02,"AHY","F","KV1","rectrices have buffy tips, both r1s are missing web sections"
"9000-12322","1",2006,2006-08-02,"AHY","F","GNMTN",""
"9000-12323","1",2006,2006-08-02,"AHY","F","GNMTN",""
"9000-12324","1",2006,2006-08-02,"AHY","F","GNMTN",""
"9000-12325","1",2006,2006-08-02,"AHY","F","GNMTN",""
"9000-12326","1",2006,2006-08-02,"AHY","F","GNMTN","lost r1"
"9000-12327","1",2006,2006-08-02,"AHY","F","GNMTN","faint brown tips, r3-5"
"9000-12328","1",2006,2006-08-02,"AHY","F","GNMTN",""
"9000-12329","1",2006,2006-08-02,"AHY","F","GNMTN","skeleton r1"
"9000-12330","1",2006,2006-08-02,"AHY","F","GNMTN",""
"9000-12331","1",2006,2006-08-02,"AHY","F","GNMTN","similar tail to C81069 captured at same time, dark breast feathers, new r5L"
"9000-12332","1",2006,2006-08-02,"AHY","F","GNMTN","gray feathers on back"
"9000-12333","1",2006,2006-08-03,"AHY","F","MCGC","bill bends to left at tip and is decurved"
"9000-12334","1",2006,2006-08-03,"AHY","F","MP1",""
"9000-12335","1",2006,2006-08-03,"AHY","F","MP1","r1 black tip"
"9000-12336","1",2006,2006-08-03,"AHY","F","MP1",""
"9000-12337","1",2006,2006-08-03,"AHY","F","MP1",""
"9000-12338","1",2006,2006-08-03,"AHY","F","MP1","skeleton r1, all rectrices HTW"
"9000-12339","1",2006,2006-08-03,"AHY","F","MP1","new rectrices"
"9000-12340","1",2006,2006-08-03,"AHY","F","MP1",""
"9000-12341","1",2006,2006-08-03,"AHY","F","MP1",""
"9000-12342","1",2006,2006-08-03,"AHY","F","MP1","r4R HTW, 16 gorget spangles"
"9000-12343","1",2006,2006-08-03,"AHY","F","MP1",""
"9000-12344","1",2006,2006-08-03,"AHY","F","MP1",""
"9000-12345","1",2006,2006-08-03,"AHY","F","MP1","skeleton r1, LTW r3R"
"9000-12346","1",2006,2006-08-04,"AHY","F","MCGC",""
"9000-12347","1",2006,2006-08-04,"AHY","F","MCGC",""
"9000-12348","1",2006,2006-08-04,"AHY","F","MCGC","old r1s"
"9000-12349","1",2006,2006-08-04,"HY","F","MCGC","r1 stress bar, rt eye smaller than left, captured with E12019"
"9000-12350","1",2006,2006-08-04,"AHY","F","MCGC",""
"9000-12351","1",2006,2006-08-04,"AHY","F","MCGC",""
"9000-12354","1",2006,2006-08-07,"HY","F","MCGC","ornge pollen on bill"
"9000-12355","1",2006,2006-08-07,"AHY","F","MCGC",""
"9000-12356","1",2006,2006-08-07,"HY","F","MCGC","missing many gorget feathers on right side"
"9000-12357","1",2006,2006-08-07,"AHY","F","MCGC",""
"9000-12358","1",2006,2006-08-07,"AHY","F","MCGC","1 skeleton r1"
"9000-12359","1",2006,2006-08-07,"HY","F","MCGC",""
"9000-12360","1",2006,2006-08-07,"AHY","F","MCGC",""
"9000-12361","1",2006,2006-08-04,"AHY","M","MCGC","orange pollen on crown"
"9000-12362","1",2006,2006-08-04,"HY","M","MCGC",""
"9000-12363","1",2006,2006-08-04,"HY","M","MCGC",""
"9000-12364","1",2006,2006-08-04,"HY","M","MCGC","r2 stress bar, captured with C53545"
"9000-12370","1",2006,2006-08-07,"HY","M","MCGC",""
"9000-12375","1",2006,2006-08-07,"AHY","F","MP1","orange pollen on bill, 5 gorget spangles"
"9000-12376","1",2006,2006-08-07,"AHY","F","MP1","old r1-2"
"9000-12377","1",2006,2006-08-07,"AHY","F","MP1",""
"9000-12378","1",2006,2006-08-07,"HY","F","MP1",""
"9000-12379","1",2006,2006-08-07,"AHY","F","MP1","old r1s, r5R NTW"
"9000-12380","1",2006,2006-08-07,"AHY","F","MP1",""
"9000-12381","1",2006,2006-08-07,"AHY","F","MP1","orange pollen on bill"
"9000-12382","1",2006,2006-08-07,"AHY","F","MP1",""
"9000-12383","1",2006,2006-08-07,"AHY","F","MP1","old r1s, tip of one r1 missing"
"9000-12384","1",2006,2006-08-07,"AHY","F","MP1",""
"9000-12385","1",2006,2006-08-08,"AHY","F","MCGC",""
"9000-12386","1",2006,2006-08-08,"AHY","F","CC3","orange pollen on bill"
"9000-12387","1",2006,2006-08-08,"AHY","F","CC3","orange pollen on bill"
"9000-12388","1",2006,2006-08-09,"AHY","F","GNMTN",""
"9000-12389","1",2006,2006-08-09,"AHY","F","GNMTN",""
"9000-12390","1",2006,2006-08-08,"AHY","F","GNMTN",""
"9000-12391","1",2006,2006-08-07,"AHY","M","MCGC","r5 white inner web, 1 gold/rufous gorget feather in center of gorget"
"9000-12392","1",2006,2006-08-07,"HY","M","MP1",""
"9000-12393","1",2006,2006-08-07,"HY","M","MP1",""
"9000-12395","1",2006,2006-08-08,"AHY","M","MCGC",""
"9000-12397","1",2006,2006-08-08,"HY","M","MCGC",""
"9000-12399","1",2006,2006-08-09,"HY","M","GNMTN",""
"9000-12401","1",2006,2006-08-09,"AHY","F","GNMTN",""
"9000-12402","1",2006,2006-08-09,"AHY","F","GNMTN","orange pollen on bill"
"9000-12403","1",2006,2006-08-09,"AHY","F","GNMTN",""
"9000-12404","1",2006,2006-08-09,"AHY","F","KV1",""
"9000-12405","1",2006,2006-08-09,"AHY","F","KV1",""
"9000-12406","1",2006,2006-08-09,"AHY","F","HOLZ",""
"9000-12407","1",2006,2006-08-09,"HY","F","HOLZ",""
"9000-12408","1",2006,2006-08-09,"AHY","F","HOLZ",""
"9000-12409","1",2006,2006-08-10,"AHY","F","MCGC","orange pollen on crown"
"9000-12410","1",2006,2006-08-10,"AHY","F","MCGC","prob related to E12232, flew off together when released"
"9000-12411","1",2006,2006-08-10,"HY","F","MCGC",""
"9000-12412","1",2006,2006-08-10,"AHY","F","MCGC","prob related to E12411"
"9000-12413","1",2006,2006-08-10,"AHY","F","MCGC",""
"9000-12414","1",2006,2006-08-10,"AHY","F","MCGC",""
"9000-12415","1",2006,2006-08-10,"AHY","F","MP1","r3R LTW"
"9000-12416","1",2006,2006-08-10,"AHY","F","MP1",""
"9000-12417","1",2006,2006-08-10,"AHY","F","MP1",""
"9000-12418","1",2006,2006-08-10,"AHY","F","MP1","old r1s"
"9000-12419","1",2006,2006-08-10,"AHY","F","MP1",""
"9000-12420","1",2006,2006-08-10,"AHY","F","MP1",""
"9000-12421","1",2006,2006-08-10,"AHY","F","MP1",""
"9000-12422","1",2006,2006-08-10,"AHY","F","MP1",""
"9000-12423","1",2006,2006-08-11,"HY","F","MCGC",""
"9000-12424","1",2006,2006-08-11,"HY","F","MCGC",""
"9000-12425","1",2006,2006-08-12,"AHY","F","MCGC","lost rectrix (saved)"
"9000-12426","1",2006,2006-08-12,"AHY","F","MCGC",""
"9000-12427","1",2006,2006-08-12,"AHY","F","MCGC","MTW, r3-4L; LTW, r3-4R"
"9000-12428","1",2006,2006-08-12,"HY","F","MCGC","plumage characteristics of both sexes"
"9000-12429","1",2006,2006-08-12,"AHY","F","MP1",""
"9000-12430","1",2006,2006-08-12,"AHY","F","MP1","MTW r3R also"
"9000-12431","1",2006,2006-08-12,"AHY","F","MP1",""
"9000-12432","1",2006,2006-08-12,"HY","F","MP1","r1, two stress bars"
"9000-12433","1",2006,2006-08-12,"AHY","F","MP1",""
"9000-12434","1",2006,2006-08-12,"AHY","F","MP1",""
"9000-12435","1",2006,2006-08-12,"AHY","F","MP1",""
"9000-12436","1",2006,2006-08-13,"HY","F","MCGC","r1 stress at tip; orange pollen on bill"
"9000-12437","1",2006,2006-08-13,"AHY","F","MCGC",""
"9000-12439","1",2006,2006-08-13,"AHY","F","MCGC","pollen on crown and bill"
"9000-12440","1",2006,2006-08-13,"AHY","F","MCGC","* r1 growing in; yellow pollen on bill"
"9000-12441","1",2006,2006-08-13,"AHY","F","MCGC",""
"9000-12442","1",2006,2006-08-13,"AHY","F","MCGC",""
"9000-12443","1",2006,2006-08-13,"AHY","F","MCGC",""
"9000-12444","1",2006,2006-08-15,"HY","M","MCGC","6.0 mm band"
"9000-12445","1",2006,2006-08-15,"AHY","F","MCGC","HTW all but r5R"
"9000-12446","1",2006,2006-08-15,"HY","F","MCGC",""
"9000-12447","1",2006,2006-08-15,"HY","M","MCGC","6 mm band, plumage characteristics of both sexes"
"9000-12448","1",2006,2006-08-16,"AHY","F","MCGC",""
"9000-12449","1",2006,2006-08-16,"HY","F","MCGC","r1-2 stress bars"
"9000-12450","1",2006,2006-08-16,"AHY","F","MCGC","HTW, r3-5R; MTW r3L"
"9000-12451","1",2006,2006-08-16,"AHY","F","MCGC",""
"9000-12452","1",2006,2006-08-16,"AHY","F","MCGC","captured with E12449 and E12436"
"9000-12453","1",2006,2006-08-16,"AHY","F","MP1",""
"9000-12454","1",2006,2006-08-16,"AHY","F","MP1",""
"9000-12455","1",2006,2006-08-16,"AHY","F","MP1",""
"9000-12456","1",2006,2006-08-16,"AHY","F","MP1",""
"9000-12457","1",2006,2006-08-16,"AHY","F","MP1","new rectrices"
"9000-12459","1",2006,2006-08-16,"AHY","F","MP1",""
"9000-12460","1",2006,2006-08-17,"AHY","F","HOLZ",""
"9000-12461","1",2006,2006-08-17,"AHY","F","HOLZ","skeleton r1"
"3100-42019","1",2006,2006-08-17,"AHY","F","KV1",""
"9000-12463","1",2006,2006-08-17,"AHY","F","KV1","skeleton r1"
"9000-12464","1",2006,2006-08-17,"AHY","F","GNMTN",""
"9000-12465","1",2006,2006-08-17,"AHY","F","GNMTN",""
"9000-12466","1",2006,2006-08-17,"AHY","F","GNMTN",""
